,Bitch_num,Plate_id,item_id,x_coor,y_coor,length,width
14,79,2,33629,"2,214.00",0,202,418
15,79,2,33122,"2,214.00",418,202,418
16,79,2,32684,0,859.5,"2,181.00",348.6
17,79,3,35204,0,0,"2,278.00",530
18,79,3,36975,"2,278.00",0,48,205
19,79,3,33999,"2,278.00",205,48,205
20,79,3,32916,"2,326.00",0,48,205
21,79,3,34370,"2,326.00",205,48,205
22,79,3,34411,0,530,"2,328.00",678
23,79,4,36253,0,0,"2,338.00",548
24,79,4,32535,0,548,"2,338.00",548
25,79,4,36436,0,"1,096.00","2,181.00",118.5
26,79,5,35991,0,0,"2,214.00",440
27,79,5,35356,"2,214.00",0,205,397
28,79,5,34043,0,440,"2,214.00",365.5
29,79,5,33853,0,805.5,"2,278.00",409.5
30,79,6,36832,0,0,"1,655.50",390.5
31,79,6,36815,"1,655.50",0,368,367
32,79,6,34371,"2,023.50",0,416,367
33,79,6,35884,0,390.5,"2,214.00",390.5
34,79,6,35587,0,781,"1,713.50",415
35,79,6,35243,"1,713.50",781,723,368
36,79,7,35023,0,0,764,510
37,79,7,34284,764,0,"1,580.00",510
38,79,7,36549,0,510,540,698
39,79,7,37380,540,510,540,698
40,79,7,36743,"1,080.00",510,540,698
41,79,7,33713,"1,620.00",510,725,573
42,79,8,33793,0,0,"1,767.00",593
43,79,8,34898,"1,767.00",0,646.5,572
44,79,8,36754,0,593,"2,333.00",566
45,79,9,37102,0,0,510,764
46,79,9,36826,0,764,510,398
47,79,9,36129,510,0,510,764
48,79,9,34471,510,764,510,398
49,79,9,34888,"1,020.00",0,863,510
50,79,9,34302,"1,020.00",510,862,510
51,79,9,36636,"1,883.00",0,553,386.5
52,79,9,33982,"1,883.00",386.5,510,371
53,79,9,34205,"1,883.00",757.5,510,398
54,79,10,34398,0,0,"2,278.00",530
55,79,10,35539,0,530,407,660
56,79,10,35472,407,530,407,660
57,79,10,36902,814,530,"1,610.00",572
58,79,11,34176,0,0,725,573
59,79,11,32557,725,0,"1,062.00",559
60,79,11,32479,"1,787.00",0,646.5,553
61,79,11,35641,0,573,553,646.5
62,79,11,34643,553,573,"1,746.00",529
63,79,12,33317,0,0,407,660
64,79,12,36593,407,0,407,660
65,79,12,33267,814,0,"1,548.00",529
66,79,12,36483,0,660,"1,404.00",540
67,79,12,34641,"1,404.00",660,962,529
68,79,13,34725,0,0,"2,214.00",469
69,79,13,33160,0,469,"2,328.00",678
70,79,14,37052,0,0,"1,062.00",559
71,79,14,34726,"1,062.00",0,390.5,553.5
72,79,14,33306,"1,452.50",0,962,529
73,79,14,34366,0,559,"1,548.00",529
74,79,14,33809,"1,548.00",559,863,510
75,79,15,35860,0,0,"2,268.00",560
76,79,15,35035,0,560,"2,268.00",560
77,79,16,36553,0,0,553,386.5
78,79,16,34972,0,386.5,553,386.5
79,79,16,35379,0,773,553,386.5
80,79,16,36833,553,0,"1,813.00",510
81,79,16,32686,553,510,"1,746.00",529
82,79,17,33722,0,0,"1,062.00",559
83,79,17,32693,"1,062.00",0,383,559
84,79,17,34226,"1,445.00",0,962,529
85,79,17,34281,0,559,"2,181.00",529
86,79,18,35941,0,0,"1,746.00",469
87,79,18,32930,"1,746.00",0,463,469
88,79,18,36136,0,469,510,371
89,79,18,33874,510,469,510,371
90,79,18,36973,"1,020.00",469,510,371
91,79,18,37053,"1,530.00",469,416,359
92,79,18,32783,0,840,510,371
93,79,18,35753,510,840,"1,408.50",359
94,79,19,32493,0,0,"1,062.00",540
95,79,19,33755,"1,062.00",0,962,529
96,79,19,35395,"2,024.00",0,415,495.5
97,79,19,34034,0,540,"2,181.00",529
98,79,20,35024,0,0,"2,278.00",530
99,79,20,36643,0,530,"2,278.00",530
100,79,21,33377,0,0,"2,278.00",530
101,79,21,37100,0,530,"2,278.00",530
102,79,22,32967,0,0,510,863
103,79,22,33988,510,0,962,510
104,79,22,35838,510,510,962,510
105,79,22,35750,"1,472.00",0,962,510
106,79,22,35942,"1,472.00",510,962,510
107,79,23,33047,0,0,425,862
0,1,0,25185,0.0,0.0,548.0,310.0
1,1,0,24112,548.0,0.0,944.0,305.0
2,1,0,27105,"1,492.0",0.0,944.0,305.0
3,1,0,25771,0.0,310.0,"2,304.0",445.0
4,1,0,24544,"2,304.0",310.0,126.5,443.0
5,1,0,25377,0.0,755.0,"2,304.0",448.0
6,1,0,22730,"2,304.0",755.0,126.5,443.0
7,1,1,22893,0.0,0.0,"1,957.0",418.0
8,1,1,24787,0.0,418.0,"1,922.0",398.0
9,1,1,27337,0.0,816.0,"1,922.0",398.0
10,1,1,26160,"1,957.0",0.0,470.0,514.0
11,1,1,22718,"1,957.0",514.0,470.0,514.0
12,1,1,26545,"1,957.0","1,028.0",436.0,188.0
13,1,2,26239,0.0,0.0,"1,776.0",310.0
14,1,2,23891,"1,776.0",0.0,548.0,310.0
15,1,2,23529,0.0,310.0,478.0,456.0
16,1,2,26090,478.0,310.0,"1,952.0",418.0
17,1,2,26655,0.0,766.0,"1,395.5",445.0
18,1,2,25387,"1,395.5",766.0,522.0,418.0
19,1,2,22854,"1,917.5",766.0,522.0,418.0
20,1,3,26001,0.0,0.0,"2,304.0",445.0
21,1,3,27082,0.0,445.0,548.0,356.0
22,1,3,23387,548.0,445.0,944.0,305.0
23,1,3,25325,"1,492.0",445.0,944.0,305.0
24,1,3,25280,0.0,801.0,"1,957.0",418.0
25,1,3,24144,"1,957.0",801.0,456.0,413.0
26,1,4,22617,0.0,0.0,"2,054.0",305.0
27,1,4,24564,0.0,305.0,436.0,496.0
28,1,4,26117,436.0,305.0,795.0,248.0
29,1,4,26481,436.0,553.0,795.0,248.0
30,1,4,25304,"1,231.0",305.0,795.0,248.0
31,1,4,25611,"1,231.0",553.0,795.0,248.0
32,1,4,24333,"2,026.0",305.0,398.0,422.0
33,1,4,22648,0.0,801.0,"1,952.0",418.0
34,1,4,26645,"1,952.0",801.0,422.0,418.0
35,1,5,25104,0.0,0.0,"1,957.0",418.0
36,1,5,24064,"1,957.0",0.0,422.0,418.0
37,1,5,25251,0.0,418.0,"2,304.0",445.0
38,1,5,23147,0.0,863.0,548.0,356.0
39,1,5,23866,548.0,863.0,"1,776.0",310.0
40,1,6,25341,0.0,0.0,"1,952.0",418.0
41,1,6,23063,"1,952.0",0.0,422.0,418.0
42,1,6,23801,0.0,418.0,192.0,493.0
43,1,6,23545,192.0,418.0,"1,395.5",445.0
44,1,6,26132,"1,587.5",418.0,422.0,418.0
45,1,6,26581,"2,009.5",418.0,422.0,418.0
46,1,6,26780,0.0,911.0,"1,063.0",305.0
47,1,6,26158,"1,063.0",911.0,514.5,297.5
48,1,6,24130,"1,577.5",911.0,775.0,144.0
49,1,6,25610,"1,577.5","1,055.0",775.0,144.0
50,1,7,26097,0.0,0.0,649.0,385.3
51,1,7,26931,649.0,0.0,649.0,385.3
52,1,7,24355,"1,298.0",0.0,"1,063.0",305.0
53,1,7,22930,0.0,385.3,749.0,535.0
54,1,7,22754,749.0,385.3,749.0,535.0
55,1,7,23477,"1,498.0",385.3,297.5,514.5
56,1,7,25951,"1,795.5",385.3,192.0,493.0
57,1,7,26372,"1,987.5",385.3,422.0,418.0
58,1,7,25597,0.0,920.3,"2,034.0",297.5
59,1,8,23074,0.0,0.0,"2,034.0",297.5
60,1,8,22913,0.0,297.5,"1,425.0",418.0
61,1,8,23002,"1,425.0",297.5,422.0,418.0
62,1,8,27184,0.0,715.5,"1,430.0",418.0
63,1,8,24307,"1,430.0",715.5,422.0,418.0
64,1,8,26659,"2,034.0",0.0,398.0,422.0
65,1,8,22870,"2,034.0",422.0,385.3,649.0
66,1,9,26639,0.0,0.0,"1,063.0",305.0
67,1,9,26409,0.0,305.0,"1,063.0",305.0
68,1,9,22687,0.0,610.0,649.0,385.3
69,1,9,25028,0.0,995.3,751.5,178.0
0,14,0,24398,0.0,0.0,"2,271.0",862.0
1,14,0,23019,"2,271.0",0.0,158.0,388.0
2,14,0,25374,"2,271.0",388.0,158.0,388.0
3,14,0,23669,0.0,862.0,627.0,349.0
4,14,0,24024,627.0,862.0,"1,221.5",348.0
5,14,0,27212,"1,848.5",862.0,238.0,348.0
6,14,0,26388,"2,086.5",862.0,238.0,348.0
7,14,1,22602,0.0,0.0,"2,316.0",787.5
8,14,1,26875,"2,316.0",0.0,92.5,679.5
9,14,1,27138,0.0,787.5,"2,271.0",412.0
10,14,1,26073,"2,271.0",787.5,158.0,388.0
11,14,2,26092,0.0,0.0,382.5,389.0
12,14,2,23214,382.5,0.0,404.0,389.0
13,14,2,26997,786.5,0.0,404.0,389.0
14,14,2,24607,"1,190.5",0.0,389.0,382.5
15,14,2,22966,"1,579.5",0.0,844.0,378.5
16,14,2,25988,0.0,389.0,"2,346.0",817.0
17,14,2,24365,"2,346.0",389.0,78.0,388.0
18,14,3,23388,0.0,0.0,"2,351.0",836.5
19,14,3,23501,"2,351.0",0.0,78.0,338.0
20,14,3,26449,0.0,836.5,408.0,378.5
21,14,3,23754,408.0,836.5,"1,272.0",362.0
22,14,3,23874,"1,680.0",836.5,674.0,345.0
23,14,4,23428,0.0,0.0,"2,271.0",862.0
24,14,4,24157,"2,271.0",0.0,88.0,858.0
25,14,4,26902,"2,359.0",0.0,52.5,381.5
26,14,4,22805,0.0,862.0,674.0,345.0
27,14,4,22621,674.0,862.0,686.0,339.0
28,14,4,23672,"1,360.0",862.0,686.0,339.0
29,14,4,24368,"2,046.0",862.0,348.0,238.0
30,14,5,26443,0.0,0.0,"2,296.0",631.0
31,14,5,23064,"2,296.0",0.0,118.0,438.0
32,14,5,25902,0.0,631.0,"2,001.0",567.0
33,14,5,25836,"2,001.0",631.0,78.0,338.0
34,14,5,26615,"2,079.0",631.0,348.0,238.0
35,14,5,25721,"2,079.0",869.0,348.0,238.0
36,14,6,23833,0.0,0.0,"2,001.0",876.0
37,14,6,24203,"2,001.0",0.0,439.0,680.5
38,14,6,27292,0.0,876.0,762.0,233.5
39,14,6,25764,762.0,876.0,762.0,233.5
40,14,6,23524,"1,524.0",876.0,762.0,233.5
41,14,6,24220,0.0,"1,109.5","2,188.0",88.0
42,14,7,24287,0.0,0.0,"2,346.0",836.5
43,14,7,24930,"2,346.0",0.0,78.0,388.0
44,14,7,24606,"2,346.0",388.0,78.0,388.0
45,14,7,25871,0.0,836.5,338.0,78.0
46,14,7,24506,338.0,836.5,388.0,78.0
47,14,7,27314,726.0,836.5,338.0,78.0
48,14,7,27125,"1,064.0",836.5,381.5,52.5
49,14,7,22873,"1,445.5",836.5,685.0,52.5
50,14,7,23623,0.0,914.5,"2,021.0",272.0
51,14,7,26031,"2,021.0",914.5,388.0,158.0
52,14,8,24487,0.0,0.0,"2,351.0",817.0
53,14,8,25313,0.0,817.0,897.0,366.0
54,14,8,23368,897.0,817.0,627.0,349.0
55,14,8,27245,"1,524.0",817.0,682.0,345.0
56,14,9,22686,0.0,0.0,"2,271.0",502.0
57,14,9,23321,"2,271.0",0.0,132.5,403.0
58,14,9,23700,0.0,502.0,876.0,580.0
59,14,9,25668,876.0,502.0,876.0,580.0
60,14,9,23046,"1,752.0",502.0,651.0,442.0
61,14,9,25049,0.0,"1,082.0",742.0,129.5
62,14,9,22847,742.0,"1,082.0",685.0,52.5
63,14,10,22879,0.0,0.0,821.0,489.0
64,14,10,24876,0.0,489.0,821.0,489.0
65,14,10,22804,0.0,978.0,626.0,212.5
66,14,10,23570,821.0,0.0,"1,221.5","1,021.0"
67,14,10,24118,821.0,"1,021.0",742.0,129.5
68,14,10,25545,"2,042.5",0.0,349.0,635.0
69,14,10,26199,"2,042.5",635.0,238.0,348.0
70,14,11,23789,0.0,0.0,548.0,912.0
71,14,11,23499,0.0,912.0,438.0,118.0
72,14,11,23076,548.0,0.0,132.5,403.0
73,14,11,23315,680.5,0.0,"1,221.5",902.0
74,14,11,26208,680.5,902.0,858.0,88.0
75,14,11,25556,680.5,990.0,634.0,212.5
76,14,11,23465,"1,902.0",0.0,499.5,567.0
77,14,11,25939,"1,902.0",567.0,423.5,460.0
78,14,12,25544,0.0,0.0,"1,619.0",442.0
79,14,12,24491,0.0,442.0,912.0,749.5
80,14,12,26416,"1,619.0",0.0,821.0,489.0
81,14,12,23756,"1,619.0",489.0,821.0,489.0
82,14,12,23720,"1,619.0",978.0,626.0,212.5
83,14,13,26487,0.0,0.0,"2,001.0",876.0
0,15,0,24105,0.0,0.0,"2,368.0",580.0
1,15,0,25999,0.0,580.0,"2,368.0",580.0
2,15,0,23471,0.0,"1,160.0","1,285.0",58.0
3,15,0,24218,"1,285.0","1,160.0",631.0,58.0
4,15,0,23129,"1,916.0","1,160.0",442.0,58.0
5,15,0,24045,"2,368.0",0.0,58.0,805.0
6,15,0,25264,"2,368.0",805.0,53.0,408.0
7,15,1,25194,0.0,0.0,83.0,408.0
8,15,1,22772,0.0,408.0,78.0,762.0
9,15,1,23281,83.0,0.0,"2,098.0",580.0
10,15,1,25051,83.0,580.0,"2,098.0",578.0
11,15,1,23576,83.0,"1,158.0","1,691.0",58.0
12,15,1,22728,"2,181.0",0.0,253.0,609.5
13,15,1,25734,"2,181.0",609.5,253.0,609.5
14,15,2,24849,0.0,0.0,548.0,836.5
15,15,2,26319,0.0,836.5,272.0,378.0
16,15,2,22924,272.0,836.5,271.0,378.0
17,15,2,27041,548.0,0.0,"1,348.0",578.0
18,15,2,26834,548.0,578.0,"1,348.0",578.0
19,15,2,25266,548.0,"1,156.0","1,285.0",58.0
20,15,2,25022,"1,896.0",0.0,506.0,684.0
21,15,2,26343,"1,896.0",684.0,489.0,429.0
22,15,2,22669,"1,896.0","1,113.0",408.0,88.0
23,15,2,26491,"2,402.0",0.0,38.0,998.0
24,15,3,26397,0.0,0.0,"2,368.0",580.0
25,15,3,26014,"2,368.0",0.0,38.0,578.0
26,15,3,26519,0.0,580.0,"1,698.0",58.0
27,15,3,24603,"1,698.0",580.0,181.0,48.0
28,15,3,24134,"1,879.0",580.0,518.0,38.0
29,15,3,22631,0.0,638.0,"2,368.0",580.0
30,15,3,24989,"2,368.0",638.0,38.0,578.0
31,15,4,24324,0.0,0.0,"2,368.0",580.0
32,15,4,24966,"2,368.0",0.0,48.0,181.0
33,15,4,22693,"2,368.0",181.0,48.0,181.0
34,15,4,27104,"2,368.0",362.0,48.0,181.0
35,15,4,23280,0.0,580.0,"2,098.0",580.0
36,15,4,27230,"2,098.0",580.0,325.0,252.0
37,15,4,24793,"2,098.0",832.0,325.0,252.0
38,15,4,24216,0.0,"1,160.0","1,562.0",58.0
39,15,4,23446,"1,562.0","1,160.0",844.0,53.0
40,15,5,26122,0.0,0.0,"1,348.0",578.0
41,15,5,26528,"1,348.0",0.0,684.0,577.0
42,15,5,26703,"2,032.0",0.0,408.0,577.0
43,15,5,23366,0.0,578.0,"1,637.5",588.0
44,15,5,24382,"1,637.5",578.0,787.5,567.0
45,15,5,25231,0.0,"1,166.0","2,408.0",38.0
46,15,6,26538,0.0,0.0,567.0,560.0
47,15,6,23158,567.0,0.0,566.0,560.0
48,15,6,24526,"1,133.0",0.0,876.0,558.0
49,15,6,23914,"2,009.0",0.0,412.0,558.0
50,15,6,26368,0.0,560.0,"2,098.0",578.0
51,15,6,23778,"2,098.0",560.0,325.0,252.0
52,15,6,23819,"2,098.0",812.0,325.0,252.0
53,15,6,22673,0.0,"1,138.0",762.0,78.0
54,15,6,26210,762.0,"1,138.0",762.0,78.0
55,15,6,25281,"1,524.0","1,138.0",762.0,78.0
56,15,7,24458,0.0,0.0,548.0,844.0
57,15,7,23893,548.0,0.0,"1,311.0",835.0
58,15,7,23011,"1,859.0",0.0,577.0,835.0
59,15,7,23092,0.0,844.0,912.0,278.0
60,15,7,25152,912.0,844.0,"1,221.5",272.0
61,15,7,27102,"2,133.5",844.0,278.0,237.5
62,15,7,27246,0.0,"1,122.0","2,408.0",38.0
63,15,7,26772,0.0,"1,160.0","1,691.0",58.0
64,15,7,23593,"1,691.0","1,160.0",674.0,38.0
65,15,8,25312,0.0,0.0,912.0,481.0
66,15,8,25701,0.0,481.0,912.0,539.0
67,15,8,24077,0.0,"1,020.0",435.0,181.0
68,15,8,22815,435.0,"1,020.0",435.0,181.0
69,15,8,23927,912.0,0.0,"1,272.0",595.0
70,15,8,27239,912.0,595.0,836.5,548.0
71,15,8,24508,"1,748.5",595.0,408.0,548.0
72,15,8,23084,912.0,"1,143.0","1,239.0",58.0
73,15,8,26779,"2,184.0",0.0,253.0,590.0
74,15,8,25691,"2,184.0",590.0,248.0,348.0
75,15,8,24641,"2,184.0",938.0,236.0,278.0
76,15,9,25122,0.0,0.0,"1,272.0",595.0
77,15,9,26049,"1,272.0",0.0,748.0,588.0
78,15,9,24650,"2,020.0",0.0,412.0,579.0
79,15,9,25828,0.0,595.0,518.0,580.0
80,15,9,25440,518.0,595.0,567.0,579.0
81,15,9,26042,"1,085.0",595.0,862.0,579.0
82,15,9,26614,"1,947.0",595.0,442.0,567.0
83,15,9,24993,0.0,"1,175.0","2,248.0",38.0
84,15,10,25993,0.0,0.0,"2,001.0",577.0
85,15,10,25616,"2,001.0",0.0,428.0,423.5
86,15,10,23928,"2,001.0",423.5,428.0,148.0
87,15,10,23226,0.0,577.0,"2,368.0",580.0
88,15,10,27106,0.0,"1,157.0","1,691.0",58.0
89,15,10,26989,"1,691.0","1,157.0",682.0,38.0
90,15,11,23005,0.0,0.0,398.0,578.0
91,15,11,23314,0.0,578.0,398.0,578.0
92,15,11,26396,398.0,0.0,"1,772.0",577.0
93,15,11,24413,398.0,577.0,862.0,560.0
94,15,11,26869,"1,260.0",577.0,862.0,560.0
95,15,11,23256,398.0,"1,137.0",844.0,83.0
96,15,11,26034,"1,242.0","1,137.0",844.0,83.0
97,15,11,23251,"2,170.0",0.0,253.0,609.5
98,15,11,25747,"2,170.0",609.5,253.0,609.5
99,15,12,25855,0.0,0.0,502.0,429.0
100,15,12,26818,502.0,0.0,489.0,429.0
101,15,12,23252,991.0,0.0,897.0,419.0
102,15,12,23449,"1,888.0",0.0,548.0,408.0
103,15,12,23930,0.0,429.0,423.5,428.0
104,15,12,24834,423.5,429.0,742.0,427.0
105,15,12,23481,"1,165.5",429.0,742.0,427.0
106,15,12,24789,"1,907.5",429.0,502.0,410.0
107,15,12,22851,0.0,857.0,"2,248.0",38.0
108,15,12,25305,0.0,895.0,762.0,324.0
109,15,12,25521,762.0,895.0,762.0,324.0
110,15,12,23659,"1,524.0",895.0,912.0,297.0
111,15,13,23719,0.0,0.0,577.0,631.0
112,15,13,23787,0.0,631.0,567.0,579.0
113,15,13,25472,577.0,0.0,"1,772.0",577.0
114,15,13,24799,577.0,577.0,578.0,598.5
115,15,13,25522,"1,155.0",577.0,578.0,598.5
116,15,13,26244,"1,733.0",577.0,578.0,598.5
117,15,13,23484,577.0,"1,175.5",611.0,38.0
118,15,13,24111,"1,188.0","1,175.5",611.0,38.0
119,15,13,27123,"2,349.0",0.0,83.0,408.0
120,15,13,23680,"2,349.0",408.0,78.0,762.0
121,15,14,24326,0.0,0.0,558.0,630.0
122,15,14,26008,558.0,0.0,558.0,630.0
123,15,14,23982,"1,116.0",0.0,762.0,616.0
124,15,14,24777,"1,878.0",0.0,548.0,578.0
125,15,14,25859,0.0,630.0,862.0,579.0
126,15,14,25213,862.0,630.0,876.0,577.0
127,15,14,25021,"1,738.0",630.0,684.0,577.0
128,15,15,26272,0.0,0.0,398.5,596.0
129,15,15,22670,0.0,596.0,398.5,596.0
130,15,15,26414,398.5,0.0,557.5,399.0
131,15,15,27052,398.5,399.0,548.0,817.0
132,15,15,24745,956.0,0.0,858.0,430.0
133,15,15,24259,956.0,430.0,835.0,557.5
134,15,15,24765,956.0,987.5,762.0,227.0
135,15,15,24965,"1,814.0",0.0,616.0,762.0
136,15,15,22929,"1,814.0",762.0,568.0,441.0
137,15,16,23472,0.0,0.0,862.0,579.0
138,15,16,23621,0.0,579.0,844.0,548.0
139,15,16,25394,0.0,"1,127.0",844.0,88.0
140,15,16,23203,862.0,0.0,862.0,560.0
141,15,16,24010,862.0,560.0,858.0,430.0
142,15,16,25835,862.0,990.0,762.0,227.0
143,15,16,23939,"1,724.0",0.0,460.0,447.0
144,15,16,27224,"1,724.0",447.0,448.0,502.0
145,15,16,22894,"1,724.0",949.0,325.0,252.0
146,15,16,24835,"2,184.0",0.0,253.0,902.0
147,15,16,26777,"2,184.0",902.0,227.5,311.0
148,15,17,26910,0.0,0.0,430.0,858.0
149,15,17,25410,0.0,858.0,427.0,345.0
150,15,17,23738,430.0,0.0,577.0,835.0
151,15,17,27070,430.0,835.0,271.0,378.0
152,15,17,24140,701.0,835.0,271.0,378.0
153,15,17,23916,"1,007.0",0.0,"1,348.0",578.0
154,15,17,27145,"1,007.0",578.0,"1,311.0",399.0
155,15,17,22960,"1,007.0",977.0,653.0,228.0
156,15,17,23447,"1,660.0",977.0,653.0,228.0
157,15,17,26821,"2,355.0",0.0,78.0,762.0
158,15,18,26163,0.0,0.0,"1,336.0",298.0
159,15,18,26952,"1,336.0",0.0,448.0,148.0
160,15,18,25408,"1,336.0",148.0,448.0,148.0
161,15,18,26754,"1,784.0",0.0,378.0,271.0
162,15,18,23367,"2,162.0",0.0,278.0,237.5
163,15,18,27186,0.0,298.0,"2,368.0",430.0
164,15,18,24191,0.0,728.0,"2,368.0",430.0
165,15,18,25439,0.0,"1,158.0","1,691.0",58.0
166,15,18,25196,"1,691.0","1,158.0",674.0,38.0
167,15,19,23225,0.0,0.0,858.0,430.0
168,15,19,26074,0.0,430.0,835.0,557.5
169,15,19,24004,0.0,987.5,762.0,227.0
170,15,19,22649,858.0,0.0,442.0,587.0
171,15,19,26953,858.0,587.0,441.0,568.0
172,15,19,24817,"1,300.0",0.0,577.0,399.0
173,15,19,27407,"1,300.0",399.0,577.0,399.0
174,15,19,24068,"1,300.0",798.0,577.0,412.0
175,15,19,23365,"1,877.0",0.0,548.0,787.5
176,15,19,27365,"1,877.0",787.5,489.0,429.0
177,15,20,26380,0.0,0.0,578.0,398.0
178,15,20,27406,0.0,398.0,548.0,817.0
179,15,20,23970,578.0,0.0,762.0,324.0
180,15,20,23271,578.0,324.0,762.0,324.0
181,15,20,26778,578.0,648.0,762.0,324.0
182,15,20,23574,578.0,972.0,713.0,248.0
183,15,20,26823,"1,340.0",0.0,518.0,580.0
184,15,20,26498,"1,340.0",580.0,253.0,590.0
185,15,20,26705,"1,593.0",580.0,253.0,590.0
186,15,20,26526,"1,858.0",0.0,567.0,787.5
187,15,20,24531,"1,858.0",787.5,489.0,429.0
188,15,21,27124,0.0,0.0,548.0,578.0
189,15,21,25698,548.0,0.0,844.0,577.0
190,15,21,24774,"1,392.0",0.0,631.0,577.0
191,15,21,24244,"2,023.0",0.0,412.0,558.0
192,15,21,24465,0.0,578.0,862.0,577.0
