,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10274,,,,,,,,,,0,,,,0,,,548,,,490,,,
2,,8739,,,,,,,,,,548,,,,0,,,944,,,487,,,
3,,8581,,,,,,,,,,"1,492.00",,,,0,,,944,,,487,,,
4,,10689,,,,,,,,,,0,,,,490,,,"1,039.00",,,380,,,
5,,8998,,,,,,,,,,"1,039.00",,,,490,,,"1,039.00",,,380,,,
6,,11147,,,,,,,,,,"2,078.00",,,,490,,,338,,,364,,,*
7,,10240,,,,,,,,,,0,,,,870,,,"2,347.00",,,340,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,490,,"2,440.00",,,490,,,"2,440.00",,,"1,220.00",,,490,,,---,,
2,,548,,,,0,,548,,,490,,,"2,440.00",,,490,,,548,,,|,,
3,,"1,492.00",,,,0,,"1,492.00",,,490,,,"1,892.00",,,490,,,944,,,|,,
4,,548,,,,487,,"1,492.00",,,487,,,944,,,490,,,487,,,---,,
5,,"2,436.00",,,,0,,"2,436.00",,,490,,,948,,,490,,,944,,,|,,
6,,"1,492.00",,,,487,,"2,436.00",,,487,,,944,,,490,,,487,,,---,,
7,,0,,,,870,,"2,440.00",,,870,,,"2,440.00",,,730,,,380,,,---,,
8,,"1,039.00",,,,490,,"1,039.00",,,870,,,"2,440.00",,,380,,,"1,039.00",,,|,,
9,,"2,078.00",,,,490,,"2,078.00",,,870,,,"1,401.00",,,380,,,"1,039.00",,,|,,
10,,"2,416.00",,,,490,,"2,416.00",,,870,,,362,,,380,,,338,,,|,,
11,,"2,078.00",,,,854,,"2,416.00",,,854,,,338,,,380,,,364,,,---,,
12,,0,,,,"1,210.00",,"2,440.00",,,"1,210.00",,,"2,440.00",,,350,,,340,,,---,,
13,,"2,347.00",,,,870,,"2,347.00",,,"1,210.00",,,"2,440.00",,,340,,,"2,347.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,496.0)   12,496.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 12,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10266,,,,,,,,,,0,,,,0,,,"2,413.00",,,408,,,
2,,8602,,,,,,,,,,0,,,,408,,,"2,042.00",,,577,,,
3,,10110,,,,,,,,,,"2,042.00",,,,408,,,379,,,507,,,*
4,,7944,,,,,,,,,,0,,,,985,,,"2,398.00",,,108,,,
5,,12396,,,,,,,,,,0,,,,"1,093.00",,,"2,270.00",,,58,,,
6,,11700,,,,,,,,,,0,,,,"1,151.00",,,"2,418.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,408,,"2,440.00",,,408,,,"2,440.00",,,"1,220.00",,,408,,,---,,
2,,"2,413.00",,,,0,,"2,413.00",,,408,,,"2,440.00",,,408,,,"2,413.00",,,|,,
3,,0,,,,985,,"2,440.00",,,985,,,"2,440.00",,,812,,,577,,,---,,
4,,"2,042.00",,,,408,,"2,042.00",,,985,,,"2,440.00",,,577,,,"2,042.00",,,|,,
5,,"2,421.00",,,,408,,"2,421.00",,,985,,,398,,,577,,,379,,,|,,
6,,"2,042.00",,,,915,,"2,421.00",,,915,,,379,,,577,,,507,,,---,,
7,,0,,,,"1,093.00",,"2,440.00",,,"1,093.00",,,"2,440.00",,,235,,,108,,,---,,
8,,"2,398.00",,,,985,,"2,398.00",,,"1,093.00",,,"2,440.00",,,108,,,"2,398.00",,,|,,
9,,0,,,,"1,151.00",,"2,440.00",,,"1,151.00",,,"2,440.00",,,127,,,58,,,---,,
10,,"2,270.00",,,,"1,093.00",,"2,270.00",,,"1,151.00",,,"2,440.00",,,58,,,"2,270.00",,,|,,
11,,0,,,,"1,209.00",,"2,440.00",,,"1,209.00",,,"2,440.00",,,69,,,58,,,---,,
12,,"2,418.00",,,,"1,151.00",,"2,418.00",,,"1,209.00",,,"2,440.00",,,58,,,"2,418.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,365.0)   14,365.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 12,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10437,,,,,,,,,,0,,,,0,,,473,,,400,,,*
2,,10514,,,,,,,,,,473,,,,0,,,"1,618.00",,,379,,,
3,,7853,,,,,,,,,,"2,091.00",,,,0,,,338,,,364,,,*
4,,10713,,,,,,,,,,0,,,,400,,,"1,039.00",,,380,,,
5,,9733,,,,,,,,,,"1,039.00",,,,400,,,507,,,379,,,
6,,8387,,,,,,,,,,"1,546.00",,,,400,,,862,,,379,,,
7,,12119,,,,,,,,,,0,,,,780,,,"1,039.00",,,380,,,
8,,12493,,,,,,,,,,"1,039.00",,,,780,,,862,,,379,,,
9,,12514,,,,,,,,,,"1,901.00",,,,780,,,507,,,379,,,
10,,10969,,,,,,,,,,0,,,,"1,160.00",,,"2,141.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,400,,"2,440.00",,,400,,,"2,440.00",,,"1,220.00",,,400,,,---,,
2,,473,,,,0,,473,,,400,,,"2,440.00",,,400,,,473,,,|,,
3,,"2,091.00",,,,0,,"2,091.00",,,400,,,"1,967.00",,,400,,,"1,618.00",,,|,,
4,,473,,,,379,,"2,091.00",,,379,,,"1,618.00",,,400,,,379,,,---,,
5,,"2,429.00",,,,0,,"2,429.00",,,400,,,349,,,400,,,338,,,|,,
6,,"2,091.00",,,,364,,"2,429.00",,,364,,,338,,,400,,,364,,,---,,
7,,0,,,,780,,"2,440.00",,,780,,,"2,440.00",,,820,,,380,,,---,,
8,,"1,039.00",,,,400,,"1,039.00",,,780,,,"2,440.00",,,380,,,"1,039.00",,,|,,
9,,"1,546.00",,,,400,,"1,546.00",,,780,,,"1,401.00",,,380,,,507,,,|,,
10,,"1,039.00",,,,779,,"1,546.00",,,779,,,507,,,380,,,379,,,---,,
11,,"2,408.00",,,,400,,"2,408.00",,,780,,,894,,,380,,,862,,,|,,
12,,"1,546.00",,,,779,,"2,408.00",,,779,,,862,,,380,,,379,,,---,,
13,,0,,,,"1,160.00",,"2,440.00",,,"1,160.00",,,"2,440.00",,,440,,,380,,,---,,
14,"1,039.00",780,"1,039.00","1,160.00","2,440.00",380,"1,039.00",|,,,,,,,,,,,,,,,,,
15,"1,901.00",780,"1,901.00","1,160.00","1,401.00",380,862,|,,,,,,,,,,,,,,,,,
16,"1,039.00","1,159.00","1,901.00","1,159.00",862,380,379,---,,,,,,,,,,,,,,,,,
17,"2,408.00",780,"2,408.00","1,160.00",539,380,507,|,,,,,,,,,,,,,,,,,
18,"1,901.00","1,159.00","2,408.00","1,159.00",507,380,379,---,,,,,,,,,,,,,,,,,
19,0,"1,218.00","2,440.00","1,218.00","2,440.00",60,58,---,,,,,,,,,,,,,,,,,
20,"2,141.00","1,160.00","2,141.00","1,218.00","2,440.00",58,"2,141.00",|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 17,992.0)   17,992.0",,,,,,Count of cuts   (1 x 20)   20,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 12,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11576,,,,,,,,,,0,,,,0,,,507,,,379,,,
2,,12374,,,,,,,,,,507,,,,0,,,507,,,379,,,
3,,10532,,,,,,,,,,"1,014.00",,,,0,,,507,,,379,,,
4,,8847,,,,,,,,,,"1,521.00",,,,0,,,507,,,379,,,
5,,10119,,,,,,,,,,"2,028.00",,,,0,,,338,,,364,,,*
6,,9534,,,,,,,,,,0,,,,379,,,"2,347.00",,,379,,,
7,,11293,,,,,,,,,,0,,,,758,,,"2,347.00",,,379,,,
8,,10030,,,,,,,,,,0,,,,"1,137.00",,,971,,,83,,,
9,,8707,,,,,,,,,,971,,,,"1,137.00",,,471,,,83,,,
10,,12014,,,,,,,,,,"1,442.00",,,,"1,137.00",,,971,,,83,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,379,,"2,440.00",,,379,,,"2,440.00",,,"1,220.00",,,379,,,---,,
2,,507,,,,0,,507,,,379,,,"2,440.00",,,379,,,507,,,|,,
3,,"1,014.00",,,,0,,"1,014.00",,,379,,,"1,933.00",,,379,,,507,,,|,,
4,,"1,521.00",,,,0,,"1,521.00",,,379,,,"1,426.00",,,379,,,507,,,|,,
5,,"2,028.00",,,,0,,"2,028.00",,,379,,,919,,,379,,,507,,,|,,
6,,"2,366.00",,,,0,,"2,366.00",,,379,,,412,,,379,,,338,,,|,,
7,,"2,028.00",,,,364,,"2,366.00",,,364,,,338,,,379,,,364,,,---,,
8,,0,,,,758,,"2,440.00",,,758,,,"2,440.00",,,841,,,379,,,---,,
9,,"2,347.00",,,,379,,"2,347.00",,,758,,,"2,440.00",,,379,,,"2,347.00",,,|,,
10,,0,,,,"1,137.00",,"2,440.00",,,"1,137.00",,,"2,440.00",,,462,,,379,,,---,,
11,,"2,347.00",,,,758,,"2,347.00",,,"1,137.00",,,"2,440.00",,,379,,,"2,347.00",,,|,,
12,,971,,,,"1,137.00",,971,,,"1,220.00",,,"2,440.00",,,83,,,971,,,|,,
13,,"1,442.00",,,,"1,137.00",,"1,442.00",,,"1,220.00",,,"1,469.00",,,83,,,471,,,|,,
14,"2,413.00","1,137.00","2,413.00","1,220.00",998,83,971,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,560.0)   10,560.0",,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 12,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9633,,,,,,,,,,0,,,,0,,,492,,,401,,,*
2,,8745,,,,,,,,,,0,,,,401,,,490,,,548,,,*
3,,12097,,,,,,,,,,0,,,,949,,,490,,,263,,,*
4,,7774,,,,,,,,,,492,,,,0,,,"1,618.00",,,379,,,
5,,7723,,,,,,,,,,492,,,,379,,,"1,618.00",,,377,,,
6,,9513,,,,,,,,,,492,,,,756,,,971,,,450,,,
7,,11243,,,,,,,,,,"1,463.00",,,,756,,,471,,,450,,,
8,,10158,,,,,,,,,,"2,110.00",,,,0,,,326.5,,,345,,,*
9,,10118,,,,,,,,,,"2,110.00",,,,345,,,326.5,,,868,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,492,,,,0,,492,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,492,,,|,,
2,,0,,,,401,,492,,,401,,,492,,,"1,220.00",,,401,,,---,,
3,,0,,,,949,,492,,,949,,,492,,,819,,,548,,,---,,
4,,490,,,,401,,490,,,949,,,492,,,548,,,490,,,|,,
5,,0,,,,"1,212.00",,492,,,"1,212.00",,,492,,,271,,,263,,,---,,
6,,490,,,,949,,490,,,"1,212.00",,,492,,,263,,,490,,,|,,
7,,"2,110.00",,,,0,,"2,110.00",,,"1,220.00",,,"1,948.00",,,"1,220.00",,,"1,618.00",,,|,,
8,,492,,,,379,,"2,110.00",,,379,,,"1,618.00",,,"1,220.00",,,379,,,---,,
9,,492,,,,756,,"2,110.00",,,756,,,"1,618.00",,,841,,,377,,,---,,
10,,492,,,,"1,206.00",,"2,110.00",,,"1,206.00",,,"1,618.00",,,464,,,450,,,---,,
11,,"1,463.00",,,,756,,"1,463.00",,,"1,206.00",,,"1,618.00",,,450,,,971,,,|,,
12,,"1,934.00",,,,756,,"1,934.00",,,"1,206.00",,,647,,,450,,,471,,,|,,
13,,"2,436.50",,,,0,,"2,436.50",,,"1,220.00",,,330,,,"1,220.00",,,326.5,,,|,,
14,,"2,110.00",,,,345,,"2,436.50",,,345,,,326.5,,,"1,220.00",,,345,,,---,,
15,"2,110.00","1,213.00","2,436.50","1,213.00",326.5,875,868,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,354.0)   12,354.0",,,,,,Count of cuts   (1 x 15)   15,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 12,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9361,,,,,,,,,,0,,,,0,,,471,,,548,,,*
2,,8823,,,,,,,,,,0,,,,548,,,471,,,83,,,
3,,8455,,,,,,,,,,0,,,,631,,,471,,,548,,,*
4,,9416,,,,,,,,,,471,,,,0,,,507,,,379,,,
5,,11270,,,,,,,,,,471,,,,379,,,494,,,840,,,*
6,,7830,,,,,,,,,,978,,,,0,,,507,,,379,,,
7,,10325,,,,,,,,,,978,,,,379,,,494,,,840,,,*
8,,9815,,,,,,,,,,"1,485.00",,,,0,,,548,,,971,,,
9,,7964,,,,,,,,,,"1,485.00",,,,971,,,488,,,225,,,*
10,,8932,,,,,,,,,,"2,033.00",,,,0,,,401,,,494,,,
11,,10126,,,,,,,,,,"2,033.00",,,,494,,,401,,,494,,,
12,,9962,,,,,,,,,,"2,033.00",,,,988,,,236,,,225,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,471,,,,0,,471,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,471,,,|,,
2,,0,,,,548,,471,,,548,,,471,,,"1,220.00",,,548,,,---,,
3,,0,,,,631,,471,,,631,,,471,,,672,,,83,,,---,,
4,,0,,,,"1,179.00",,471,,,"1,179.00",,,471,,,589,,,548,,,---,,
5,,978,,,,0,,978,,,"1,220.00",,,"1,969.00",,,"1,220.00",,,507,,,|,,
6,,471,,,,379,,978,,,379,,,507,,,"1,220.00",,,379,,,---,,
7,,471,,,,"1,219.00",,978,,,"1,219.00",,,507,,,841,,,840,,,---,,
8,,965,,,,379,,965,,,"1,219.00",,,507,,,840,,,494,,,|,,
9,,"1,485.00",,,,0,,"1,485.00",,,"1,220.00",,,"1,462.00",,,"1,220.00",,,507,,,|,,
10,,978,,,,379,,"1,485.00",,,379,,,507,,,"1,220.00",,,379,,,---,,
11,,978,,,,"1,219.00",,"1,485.00",,,"1,219.00",,,507,,,841,,,840,,,---,,
12,"1,472.00",379,"1,472.00","1,219.00",507,840,494,|,,,,,,,,,,,,,,,,,
13,"2,033.00",0,"2,033.00","1,220.00",955,"1,220.00",548,|,,,,,,,,,,,,,,,,,
14,"1,485.00",971,"2,033.00",971,548,"1,220.00",971,---,,,,,,,,,,,,,,,,,
15,"1,485.00","1,196.00","2,033.00","1,196.00",548,249,225,---,,,,,,,,,,,,,,,,,
16,"1,973.00",971,"1,973.00","1,196.00",548,225,488,|,,,,,,,,,,,,,,,,,
17,"2,434.00",0,"2,434.00","1,220.00",407,"1,220.00",401,|,,,,,,,,,,,,,,,,,
18,"2,033.00",494,"2,434.00",494,401,"1,220.00",494,---,,,,,,,,,,,,,,,,,
19,"2,033.00",988,"2,434.00",988,401,726,494,---,,,,,,,,,,,,,,,,,
20,"2,033.00","1,213.00","2,434.00","1,213.00",401,232,225,---,,,,,,,,,,,,,,,,,
21,"2,269.00",988,"2,269.00","1,213.00",401,225,236,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,970.0)   13,970.0",,,,,,Count of cuts   (1 x 21)   21,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 12,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9362,,,,,,,,,,0,,,,0,,,548,,,490,,,
2,,8218,,,,,,,,,,548,,,,0,,,943,,,468,,,
3,,10542,,,,,,,,,,"1,491.00",,,,0,,,943,,,468,,,
4,,11080,,,,,,,,,,0,,,,490,,,799,,,326.5,,,
5,,9533,,,,,,,,,,799,,,,490,,,799,,,326.5,,,
6,,7653,,,,,,,,,,"1,598.00",,,,490,,,799,,,326.5,,,
7,,8659,,,,,,,,,,0,,,,816.5,,,"1,618.00",,,377,,,
8,,8372,,,,,,,,,,"1,618.00",,,,816.5,,,798,,,338,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,490,,"2,440.00",,,490,,,"2,440.00",,,"1,220.00",,,490,,,---,,
2,,548,,,,0,,548,,,490,,,"2,440.00",,,490,,,548,,,|,,
3,,"1,491.00",,,,0,,"1,491.00",,,490,,,"1,892.00",,,490,,,943,,,|,,
4,,548,,,,468,,"1,491.00",,,468,,,943,,,490,,,468,,,---,,
5,,"2,434.00",,,,0,,"2,434.00",,,490,,,949,,,490,,,943,,,|,,
6,,"1,491.00",,,,468,,"2,434.00",,,468,,,943,,,490,,,468,,,---,,
7,,0,,,,816.5,,"2,440.00",,,816.5,,,"2,440.00",,,730,,,326.5,,,---,,
8,,799,,,,490,,799,,,816.5,,,"2,440.00",,,326.5,,,799,,,|,,
9,,"1,598.00",,,,490,,"1,598.00",,,816.5,,,"1,641.00",,,326.5,,,799,,,|,,
10,,"2,397.00",,,,490,,"2,397.00",,,816.5,,,842,,,326.5,,,799,,,|,,
11,,0,,,,"1,193.50",,"2,440.00",,,"1,193.50",,,"2,440.00",,,403.5,,,377,,,---,,
