Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 3,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,28900,,,,,,,,,,0.0,,,,0.0,,,"1,934.0",,,366.0,,,,,
2,,29408,,,,,,,,,,"1,934.0",,,,0.0,,,430.5,,,363.5,,,*,,
3,,31955,,,,,,,,,,0.0,,,,366.0,,,"1,934.0",,,366.0,,,,,
4,,29378,,,,,,,,,,"1,934.0",,,,366.0,,,430.5,,,363.5,,,*,,
5,,31724,,,,,,,,,,0.0,,,,732.0,,,945.0,,,387.0,,,,,
6,,30634,,,,,,,,,,945.0,,,,732.0,,,945.0,,,387.0,,,,,
7,,30311,,,,,,,,,,"1,890.0",,,,732.0,,,545.0,,,366.0,,,,,
8,,31743,,,,,,,,,,0.0,,,,"1,119.0",,,"2,223.0",,,93.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
8,,"1,538.0",,,,"1,119.0",,"1,538.0",,,"1,207.0",,,"1,934.0",,,88.0,,,"1,538.0",,,|,,,
9,,"2,300.0",,,,0.0,,"2,300.0",,,"1,220.0",,,506.0,,,"1,220.0",,,366.0,,,|,,,
10,,"1,934.0",,,,545.0,,"2,300.0",,,545.0,,,366.0,,,"1,220.0",,,545.0,,,---,,,
11,,"1,934.0",,,,"1,090.0",,"2,300.0",,,"1,090.0",,,366.0,,,675.0,,,545.0,,,---,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,770.0)   11,770.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
3 of 3,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,28350,,,,,,,,,,0.0,,,,0.0,,,"2,243.0",,,58.0,,,,
2,,29582,,,,,,,,,,0.0,,,,58.0,,,"1,934.0",,,365.5,,,,
3,,28268,,,,,,,,,,0.0,,,,423.5,,,"1,934.0",,,365.5,,,,
4,,27544,,,,,,,,,,0.0,,,,789.0,,,"1,558.0",,,58.0,,,,
5,,29848,,,,,,,,,,0.0,,,,847.0,,,545.0,,,366.0,,,,
6,,31588,,,,,,,,,,545.0,,,,847.0,,,545.0,,,365.5,,,,
7,,28212,,*,,,,,*,,,"1,090.0",,,,847.0,,,545.0,,,365.5,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,58.0,,"2,440.0",,,58.0,,,"2,440.0",,,"1,220.0",,,58.0,,,---,,
2,,"2,243.0",,,,0.0,,"2,243.0",,,58.0,,,"2,440.0",,,58.0,,,"2,243.0",,,|,,
3,,0.0,,,,423.5,,"2,440.0",,,423.5,,,"2,440.0",,,"1,162.0",,,365.5,,,---,,
4,,"1,934.0",,,,58.0,,"1,934.0",,,423.5,,,"2,440.0",,,365.5,,,"1,934.0",,,|,,
5,,0.0,,,,789.0,,"2,440.0",,,789.0,,,"2,440.0",,,796.5,,,365.5,,,---,,
6,,"1,934.0",,,,423.5,,"1,934.0",,,789.0,,,"2,440.0",,,365.5,,,"1,934.0",,,|,,
7,,0.0,,,,847.0,,"2,440.0",,,847.0,,,"2,440.0",,,431.0,,,58.0,,,---,,
8,,"1,558.0",,,,789.0,,"1,558.0",,,847.0,,,"2,440.0",,,58.0,,,"1,558.0",,,|,,
9,,545.0,,,,847.0,,545.0,,,"1,220.0",,,"2,440.0",,,373.0,,,545.0,,,|,,
10,,0.0,,,,"1,213.0",,545.0,,,"1,213.0",,,545.0,,,373.0,,,366.0,,,---,,
11,,"1,090.0",,,,847.0,,"1,090.0",,,"1,220.0",,,"1,895.0",,,373.0,,,545.0,,,|,,
12,,545.0,,,,"1,212.5",,"1,090.0",,,"1,212.5",,,545.0,,,373.0,,,365.5,,,---,,
13,,"1,635.0",,,,847.0,,"1,635.0",,,"1,220.0",,,"1,350.0",,,373.0,,,545.0,,,|,,
14,,"1,090.0",,,,"1,212.5",,"1,635.0",,,"1,212.5",,,545.0,,,373.0,,,365.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,361.0)   13,361.0",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,,
