Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,8855,,,,,,,,,,0.0,,,,0.0,,,"2,392.0",,,391.0,,,,,
2,,9851,,,,,,,,,,0.0,,,,391.0,,,"2,392.0",,,391.0,,,,,
3,,11473,,,,,,,,,,0.0,,,,782.0,,,890.0,,,435.0,,,,,
4,,7779,,,,,,,,,,890.0,,,,782.0,,,788.5,,,434.0,,,,,
5,,12460,,,,,,,,,,"1,678.5",,,,782.0,,,263.0,,,409.0,,,*,,
6,,9987,,,,,,,,,,"1,941.5",,,,782.0,,,495.0,,,403.5,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
3,,0.0,,,,734.0,,"2,440.0",,,734.0,,,"2,440.0",,,774.0,,,288.0,,,---,,
4,,689.0,,,,446.0,,689.0,,,734.0,,,"2,440.0",,,288.0,,,689.0,,,|,,
5,,"1,377.0",,,,446.0,,"1,377.0",,,734.0,,,"1,751.0",,,288.0,,,688.0,,,|,,
6,,"1,895.0",,,,446.0,,"1,895.0",,,734.0,,,"1,063.0",,,288.0,,,518.0,,,|,,
7,,"1,377.0",,,,583.5,,"1,895.0",,,583.5,,,518.0,,,288.0,,,137.5,,,---,,
8,,"1,377.0",,,,721.0,,"1,895.0",,,721.0,,,518.0,,,150.5,,,137.5,,,---,,
9,,"2,304.0",,,,446.0,,"2,304.0",,,734.0,,,545.0,,,288.0,,,409.0,,,|,,
10,,"1,895.0",,,,709.0,,"2,304.0",,,709.0,,,409.0,,,288.0,,,263.0,,,---,,
11,,744.5,,,,734.0,,744.5,,,"1,220.0",,,"2,440.0",,,486.0,,,744.5,,,|,,
12,,"2,389.0",,,,734.0,,"2,389.0",,,"1,220.0",,,"1,695.5",,,486.0,,,"1,644.5",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,895.0)   8,895.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
5 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11713,,,,,,,,,,0.0,,,,0.0,,,"2,392.0",,,391.0,,,,
2,,11030,,,,,,,,,,0.0,,,,391.0,,,"2,347.0",,,446.0,,,,
3,,11088,,,,,,,,,,0.0,,,,837.0,,,"2,332.0",,,368.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,391.0,,"2,440.0",,,391.0,,,"2,440.0",,,"1,220.0",,,391.0,,,---,,
2,,"2,392.0",,,,0.0,,"2,392.0",,,391.0,,,"2,440.0",,,391.0,,,"2,392.0",,,|,,
3,,0.0,,,,837.0,,"2,440.0",,,837.0,,,"2,440.0",,,829.0,,,446.0,,,---,,
4,,"2,347.0",,,,391.0,,"2,347.0",,,837.0,,,"2,440.0",,,446.0,,,"2,347.0",,,|,,
5,,0.0,,,,"1,205.0",,"2,440.0",,,"1,205.0",,,"2,440.0",,,383.0,,,368.0,,,---,,
6,,"2,332.0",,,,837.0,,"2,332.0",,,"1,205.0",,,"2,440.0",,,368.0,,,"2,332.0",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,525.0)   8,525.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
6 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10863,,,,,,,,,,0.0,,,,0.0,,,"2,347.0",,,446.0,,,,
2,,8891,,,,,,,,,,0.0,,,,446.0,,,"2,332.0",,,368.0,,,,
3,,9226,,,,,,,,,,0.0,,,,814.0,,,"2,392.0",,,391.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,446.0,,"2,440.0",,,446.0,,,"2,440.0",,,"1,220.0",,,446.0,,,---,,
2,,"2,347.0",,,,0.0,,"2,347.0",,,446.0,,,"2,440.0",,,446.0,,,"2,347.0",,,|,,
3,,0.0,,,,814.0,,"2,440.0",,,814.0,,,"2,440.0",,,774.0,,,368.0,,,---,,
4,,"2,332.0",,,,446.0,,"2,332.0",,,814.0,,,"2,440.0",,,368.0,,,"2,332.0",,,|,,
5,,0.0,,,,"1,205.0",,"2,440.0",,,"1,205.0",,,"2,440.0",,,406.0,,,391.0,,,---,,
6,,"2,392.0",,,,814.0,,"2,392.0",,,"1,205.0",,,"2,440.0",,,391.0,,,"2,392.0",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,525.0)   8,525.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
7 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,8812,,,,,,,,,,0.0,,,,0.0,,,982.5,,,465.0,,,,,
2,,8287,,,,,,,,,,982.5,,,,0.0,,,440.0,,,465.0,,,,,
3,,9609,,,,,,,,,,"1,422.5",,,,0.0,,,852.5,,,450.0,,,,,
4,,7955,,,,,,,,,,"2,275.0",,,,0.0,,,156.5,,,443.0,,,*,,
5,,12226,,,,,,,,,,0.0,,,,465.0,,,"2,332.0",,,368.0,,,,,
6,,9928,,,,,,,,,,0.0,,,,833.0,,,"2,332.0",,,368.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,465.0,,"2,440.0",,,465.0,,,"2,440.0",,,"1,220.0",,,465.0,,,---,,,
2,,982.5,,,,0.0,,982.5,,,465.0,,,"2,440.0",,,465.0,,,982.5,,,|,,,
3,,"1,422.5",,,,0.0,,"1,422.5",,,465.0,,,"1,457.5",,,465.0,,,440.0,,,|,,,
4,,"2,275.0",,,,0.0,,"2,275.0",,,465.0,,,"1,017.5",,,465.0,,,852.5,,,|,,,
5,,"1,422.5",,,,450.0,,"2,275.0",,,450.0,,,852.5,,,465.0,,,450.0,,,---,,,
6,,"2,431.5",,,,0.0,,"2,431.5",,,465.0,,,165.0,,,465.0,,,156.5,,,|,,,
7,,"2,275.0",,,,443.0,,"2,431.5",,,443.0,,,156.5,,,465.0,,,443.0,,,---,,,
8,,0.0,,,,833.0,,"2,440.0",,,833.0,,,"2,440.0",,,755.0,,,368.0,,,---,,,
9,,"2,332.0",,,,465.0,,"2,332.0",,,833.0,,,"2,440.0",,,368.0,,,"2,332.0",,,|,,,
10,,0.0,,,,"1,201.0",,"2,440.0",,,"1,201.0",,,"2,440.0",,,387.0,,,368.0,,,---,,,
11,,"2,332.0",,,,833.0,,"2,332.0",,,"1,201.0",,,"2,440.0",,,368.0,,,"2,332.0",,,|,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,925.0)   10,925.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
8 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11026,,,,,,,,,,0.0,,,,0.0,,,744.5,,,534.5,,,,
2,,7756,,,,,,,,,,744.5,,,,0.0,,,650.5,,,533.0,,,,
3,,10807,,,,,,,,,,"1,395.0",,,,0.0,,,982.5,,,465.0,,,,
4,,12344,,,,,,,,,,0.0,,,,534.5,,,"2,394.0",,,486.0,,,,
5,,9996,,,,,,,,,,0.0,,,,"1,020.5",,,687.0,,,193.5,,,,
6,,9453,,,,,,,,,,687.0,,,,"1,020.5",,,687.0,,,193.5,,,,
7,,10830,,,,,,,,,,"1,374.0",,,,"1,020.5",,,532.5,,,163.0,,,,
8,,10547,,,,,,,,,,"1,906.5",,,,"1,020.5",,,533.5,,,163.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,534.5,,"2,440.0",,,534.5,,,"2,440.0",,,"1,220.0",,,534.5,,,---,,
2,,744.5,,,,0.0,,744.5,,,534.5,,,"2,440.0",,,534.5,,,744.5,,,|,,
3,,"1,395.0",,,,0.0,,"1,395.0",,,534.5,,,"1,695.5",,,534.5,,,650.5,,,|,,
4,,744.5,,,,533.0,,"1,395.0",,,533.0,,,650.5,,,534.5,,,533.0,,,---,,
5,,"2,377.5",,,,0.0,,"2,377.5",,,534.5,,,"1,045.0",,,534.5,,,982.5,,,|,,
6,,"1,395.0",,,,465.0,,"2,377.5",,,465.0,,,982.5,,,534.5,,,465.0,,,---,,
7,,0.0,,,,"1,020.5",,"2,440.0",,,"1,020.5",,,"2,440.0",,,685.5,,,486.0,,,---,,
8,,"2,394.0",,,,534.5,,"2,394.0",,,"1,020.5",,,"2,440.0",,,486.0,,,"2,394.0",,,|,,
9,,0.0,,,,"1,214.0",,"2,440.0",,,"1,214.0",,,"2,440.0",,,199.5,,,193.5,,,---,,
10,,687.0,,,,"1,020.5",,687.0,,,"1,214.0",,,"2,440.0",,,193.5,,,687.0,,,|,,
11,,"1,374.0",,,,"1,020.5",,"1,374.0",,,"1,214.0",,,"1,753.0",,,193.5,,,687.0,,,|,,
12,,"1,906.5",,,,"1,020.5",,"1,906.5",,,"1,214.0",,,"1,066.0",,,193.5,,,532.5,,,|,,
13,,"1,374.0",,,,"1,183.5",,"1,906.5",,,"1,183.5",,,532.5,,,193.5,,,163.0,,,---,,
14,,"1,906.5",,,,"1,183.5",,"2,440.0",,,"1,183.5",,,533.5,,,193.5,,,163.0,,,---,,
,
"Sum of cuts   (1 x 12,689.0)   12,689.0",,Count of cuts   (1 x 14)   14
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
9 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11522,,,,,,,,,,0.0,,,,0.0,,,481.0,,,908.0,,,*,,
2,,9301,,,,,,,,,,0.0,,,,908.0,,,418.0,,,308.5,,,*,,
3,,11007,,,,,,,,,,481.0,,,,0.0,,,308.5,,,418.0,,,,,
4,,12288,,,,,,,,,,481.0,,,,418.0,,,288.0,,,688.0,,,*,,
5,,9664,,,,,,,,,,789.5,,,,0.0,,,852.5,,,450.0,,,,,
6,,8913,,,,,,,,,,789.5,,,,450.0,,,403.5,,,744.0,,,*,,
7,,11302,,,,,,,,,,"1,193.0",,,,450.0,,,403.5,,,744.0,,,*,,
8,,9259,,,,,,,,,,"1,642.0",,,,0.0,,,788.5,,,434.0,,,,,
9,,11866,,,,,,,,,,"1,642.0",,,,434.0,,,788.5,,,434.0,,,,,
10,,9036,,,,,,,,,,"1,642.0",,,,868.0,,,722.5,,,328.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,481.0,,,,0.0,,481.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,481.0,,,|,,,
2,,0.0,,,,908.0,,481.0,,,908.0,,,481.0,,,"1,220.0",,,908.0,,,---,,,
3,,0.0,,,,"1,216.5",,481.0,,,"1,216.5",,,481.0,,,312.0,,,308.5,,,---,,,
4,,418.0,,,,908.0,,418.0,,,"1,216.5",,,481.0,,,308.5,,,418.0,,,|,,,
5,,789.5,,,,0.0,,789.5,,,"1,220.0",,,"1,959.0",,,"1,220.0",,,308.5,,,|,,,
6,,481.0,,,,418.0,,789.5,,,418.0,,,308.5,,,"1,220.0",,,418.0,,,---,,,
7,,481.0,,,,"1,106.0",,789.5,,,"1,106.0",,,308.5,,,802.0,,,688.0,,,---,,,
8,,769.0,,,,418.0,,769.0,,,"1,106.0",,,308.5,,,688.0,,,288.0,,,|,,,
9,,"1,642.0",,,,0.0,,"1,642.0",,,"1,220.0",,,"1,650.5",,,"1,220.0",,,852.5,,,|,,,
10,,789.5,,,,450.0,,"1,642.0",,,450.0,,,852.5,,,"1,220.0",,,450.0,,,---,,,
11,,789.5,,,,"1,194.0",,"1,642.0",,,"1,194.0",,,852.5,,,770.0,,,744.0,,,---,,,
12,,"1,193.0",,,,450.0,,"1,193.0",,,"1,194.0",,,852.5,,,744.0,,,403.5,,,|,,,
13,,"1,596.5",,,,450.0,,"1,596.5",,,"1,194.0",,,449.0,,,744.0,,,403.5,,,|,,,
14,"2,430.5",0.0,"2,430.5","1,220.0",798.0,"1,220.0",788.5,|
15,"1,642.0",434.0,"2,430.5",434.0,788.5,"1,220.0",434.0,---
16,"1,642.0",868.0,"2,430.5",868.0,788.5,786.0,434.0,---
17,"1,642.0","1,196.0","2,430.5","1,196.0",788.5,352.0,328.0,---
18,"2,364.5",868.0,"2,364.5","1,196.0",788.5,328.0,722.5,|
,,,,,,,,
"Sum of cuts   (1 x 13,342.0)   13,342.0",,,,,,Count of cuts   (1 x 18)   18,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
10 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,7665,,,,,,,,,,0.0,,,,0.0,,,403.5,,,495.0,,,*,,
2,,8689,,,,,,,,,,403.5,,,,0.0,,,"1,903.5",,,495.0,,,,,
3,,10311,,,,,,,,,,0.0,,,,495.0,,,"2,347.0",,,446.0,,,,,
4,,11324,,,,,,,,,,0.0,,,,941.0,,,409.0,,,263.0,,,,,
5,,10301,,,,,,,,,,409.0,,,,941.0,,,409.0,,,263.0,,,,,
6,,8004,,,,,,,,,,818.0,,,,941.0,,,756.5,,,255.0,,,,,
7,,11104,,,,,,,,,,"1,574.5",,,,941.0,,,756.5,,,255.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,495.0,,"2,440.0",,,495.0,,,"2,440.0",,,"1,220.0",,,495.0,,,---,,,
2,,403.5,,,,0.0,,403.5,,,495.0,,,"2,440.0",,,495.0,,,403.5,,,|,,,
3,,"2,307.0",,,,0.0,,"2,307.0",,,495.0,,,"2,036.5",,,495.0,,,"1,903.5",,,|,,,
4,,0.0,,,,941.0,,"2,440.0",,,941.0,,,"2,440.0",,,725.0,,,446.0,,,---,,,
5,,"2,347.0",,,,495.0,,"2,347.0",,,941.0,,,"2,440.0",,,446.0,,,"2,347.0",,,|,,,
6,,0.0,,,,"1,204.0",,"2,440.0",,,"1,204.0",,,"2,440.0",,,279.0,,,263.0,,,---,,,
7,,409.0,,,,941.0,,409.0,,,"1,204.0",,,"2,440.0",,,263.0,,,409.0,,,|,,,
8,,818.0,,,,941.0,,818.0,,,"1,204.0",,,"2,031.0",,,263.0,,,409.0,,,|,,,
9,,"1,574.5",,,,941.0,,"1,574.5",,,"1,204.0",,,"1,622.0",,,263.0,,,756.5,,,|,,,
10,,818.0,,,,"1,196.0",,"1,574.5",,,"1,196.0",,,756.5,,,263.0,,,255.0,,,---,,,
