3,,0,,,,"1,141.00",,"1,883.00",,,"1,141.00",,,"1,883.00",,,237,,,158,,,---,,
4,,438,,,,983,,438,,,"1,141.00",,,"1,883.00",,,158,,,438,,,|,,
5,,876,,,,983,,876,,,"1,141.00",,,"1,445.00",,,158,,,438,,,|,,
6,,"1,264.00",,,,983,,"1,264.00",,,"1,141.00",,,"1,007.00",,,158,,,388,,,|,,
7,,"1,652.00",,,,983,,"1,652.00",,,"1,141.00",,,619,,,158,,,388,,,|,,
8,,"2,432.50",,,,0,,"2,432.50",,,"1,220.00",,,557,,,"1,220.00",,,549.5,,,|,,
9,,"1,883.00",,,,817,,"2,432.50",,,817,,,549.5,,,"1,220.00",,,817,,,---,,
10,,"1,883.00",,,,"1,140.00",,"2,432.50",,,"1,140.00",,,549.5,,,403,,,323,,,---,,
11,,"2,322.00",,,,817,,"2,322.00",,,"1,140.00",,,549.5,,,323,,,439,,,|,,
12,,"1,883.00",,,,"1,218.00",,"2,432.50",,,"1,218.00",,,549.5,,,80,,,78,,,---,,
13,,"2,321.00",,,,"1,140.00",,"2,321.00",,,"1,218.00",,,549.5,,,78,,,438,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,887.5)   8,887.5",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6429,,,,,,,,,,0,,,,0,,,"2,291.00",,,791,,,
2,,6825,,,,,,,,,,"2,291.00",,,,0,,,92.5,,,274,,,*
3,,6334,,,,,,,,,,0,,,,791,,,916,,,398,,,*
4,,3752,,,,,,,,,,916,,,,791,,,585,,,389,,,
5,,3999,,,,,,,,,,"1,501.00",,,,791,,,438,,,158,,,
6,,6002,,,,,,,,,,"1,501.00",,,,949,,,438,,,158,,,
7,,6412,,,,,,,,,,"1,939.00",,,,791,,,467.5,,,289,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,791,,"2,440.00",,,791,,,"2,440.00",,,"1,220.00",,,791,,,---,,
2,,"2,291.00",,,,0,,"2,291.00",,,791,,,"2,440.00",,,791,,,"2,291.00",,,|,,
3,,"2,383.50",,,,0,,"2,383.50",,,791,,,149,,,791,,,92.5,,,|,,
4,,"2,291.00",,,,274,,"2,383.50",,,274,,,92.5,,,791,,,274,,,---,,
5,,0,,,,"1,189.00",,"2,440.00",,,"1,189.00",,,"2,440.00",,,429,,,398,,,---,,
6,,916,,,,791,,916,,,"1,189.00",,,"2,440.00",,,398,,,916,,,|,,
7,,"1,501.00",,,,791,,"1,501.00",,,"1,189.00",,,"1,524.00",,,398,,,585,,,|,,
8,,916,,,,"1,180.00",,"1,501.00",,,"1,180.00",,,585,,,398,,,389,,,---,,
9,,"1,939.00",,,,791,,"1,939.00",,,"1,189.00",,,939,,,398,,,438,,,|,,
10,,"1,501.00",,,,949,,"1,939.00",,,949,,,438,,,398,,,158,,,---,,
11,,"1,501.00",,,,"1,107.00",,"1,939.00",,,"1,107.00",,,438,,,240,,,158,,,---,,
12,,"2,406.50",,,,791,,"2,406.50",,,"1,189.00",,,501,,,398,,,467.5,,,|,,
13,,"1,939.00",,,,"1,080.00",,"2,406.50",,,"1,080.00",,,467.5,,,398,,,289,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,075.0)   10,075.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3592,,,,,,,,,,0,,,,0,,,"2,291.00",,,791,,,
2,,6954,,,,,,,,,,"2,291.00",,,,0,,,92.5,,,466.5,,,*
3,,6481,,,,,,,,,,0,,,,791,,,907,,,398,,,*
4,,6449,,,,,,,,,,907,,,,791,,,640,,,389,,,
5,,6848,,,,,,,,,,"1,547.00",,,,791,,,585,,,389,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,791,,"2,440.00",,,791,,,"2,440.00",,,"1,220.00",,,791,,,---,,
2,,"2,291.00",,,,0,,"2,291.00",,,791,,,"2,440.00",,,791,,,"2,291.00",,,|,,
3,,"2,383.50",,,,0,,"2,383.50",,,791,,,149,,,791,,,92.5,,,|,,
4,,"2,291.00",,,,466.5,,"2,383.50",,,466.5,,,92.5,,,791,,,466.5,,,---,,
5,,0,,,,"1,189.00",,"2,440.00",,,"1,189.00",,,"2,440.00",,,429,,,398,,,---,,
6,,907,,,,791,,907,,,"1,189.00",,,"2,440.00",,,398,,,907,,,|,,
7,,"1,547.00",,,,791,,"1,547.00",,,"1,189.00",,,"1,533.00",,,398,,,640,,,|,,
8,,907,,,,"1,180.00",,"1,547.00",,,"1,180.00",,,640,,,398,,,389,,,---,,
9,,"2,132.00",,,,791,,"2,132.00",,,"1,189.00",,,893,,,398,,,585,,,|,,
10,,"1,547.00",,,,"1,180.00",,"2,132.00",,,"1,180.00",,,585,,,398,,,389,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,973.5)   8,973.5",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5175,,,,,,,,,,0,,,,0,,,"2,001.00",,,741,,,
2,,6862,,,,,,,,,,"2,001.00",,,,0,,,439,,,605,,,*
3,,4013,,,,,,,,,,0,,,,741,,,"1,883.00",,,477,,,
4,,3903,,,,,,,,,,"1,883.00",,,,741,,,92.5,,,274,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,741,,"2,440.00",,,741,,,"2,440.00",,,"1,220.00",,,741,,,---,,
2,,"2,001.00",,,,0,,"2,001.00",,,741,,,"2,440.00",,,741,,,"2,001.00",,,|,,
3,,"2,001.00",,,,605,,"2,440.00",,,605,,,439,,,741,,,605,,,---,,
4,,0,,,,"1,218.00",,"2,440.00",,,"1,218.00",,,"2,440.00",,,479,,,477,,,---,,
5,,"1,883.00",,,,741,,"1,883.00",,,"1,218.00",,,"2,440.00",,,477,,,"1,883.00",,,|,,
6,,"1,975.50",,,,741,,"1,975.50",,,"1,218.00",,,557,,,477,,,92.5,,,|,,
7,,"1,883.00",,,,"1,015.00",,"1,975.50",,,"1,015.00",,,92.5,,,477,,,274,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,106.5)   7,106.5",,,,,,,,,,,,,,,Count of cuts   (1 x 7)   7,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,7152,,,,,,,,,,0,,,,0,,,493,,,974,,,
2,,4798,,,,,,,,,,493,,,,0,,,"1,883.00",,,974,,,
3,,7310,,,,,,,,,,0,,,,974,,,"2,000.00",,,80,,,
4,,3580,,,,,,,,,,0,,,,"1,054.00",,,438,,,158,,,
5,,4926,,,,,,,,,,438,,,,"1,054.00",,,236,,,132.5,,,
6,,4077,,,,,,,,,,674,,,,"1,054.00",,,438,,,118,,,
7,,6547,,,,,,,,,,"1,112.00",,,,"1,054.00",,,488,,,78,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,974,,"2,440.00",,,974,,,"2,440.00",,,"1,220.00",,,974,,,---,,
2,,493,,,,0,,493,,,974,,,"2,440.00",,,974,,,493,,,|,,
3,,"2,376.00",,,,0,,"2,376.00",,,974,,,"1,947.00",,,974,,,"1,883.00",,,|,,
4,,0,,,,"1,054.00",,"2,440.00",,,"1,054.00",,,"2,440.00",,,246,,,80,,,---,,
5,,"2,000.00",,,,974,,"2,000.00",,,"1,054.00",,,"2,440.00",,,80,,,"2,000.00",,,|,,
6,,438,,,,"1,054.00",,438,,,"1,220.00",,,"2,440.00",,,166,,,438,,,|,,
7,,0,,,,"1,212.00",,438,,,"1,212.00",,,438,,,166,,,158,,,---,,
8,,674,,,,"1,054.00",,674,,,"1,220.00",,,"2,002.00",,,166,,,236,,,|,,
9,,438,,,,"1,186.50",,674,,,"1,186.50",,,236,,,166,,,132.5,,,---,,
10,,"1,112.00",,,,"1,054.00",,"1,112.00",,,"1,220.00",,,"1,766.00",,,166,,,438,,,|,,
11,,674,,,,"1,172.00",,"1,112.00",,,"1,172.00",,,438,,,166,,,118,,,---,,
12,,"1,600.00",,,,"1,054.00",,"1,600.00",,,"1,220.00",,,"1,328.00",,,166,,,488,,,|,,
13,,"1,112.00",,,,"1,132.00",,"1,600.00",,,"1,132.00",,,488,,,166,,,78,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,172.0)   9,172.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5255,,,,,,,,,,0,,,,0,,,493,,,974,,,
2,,5841,,,,,,,,,,493,,,,0,,,"1,883.00",,,974,,,
3,,6211,,,,,,,,,,0,,,,974,,,438,,,158,,,
4,,3588,,,,,,,,,,438,,,,974,,,388,,,158,,,
5,,4516,,,,,,,,,,826,,,,974,,,902,,,148,,,*
6,,6600,,,,,,,,,,"1,728.00",,,,974,,,604,,,132.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,974,,"2,440.00",,,974,,,"2,440.00",,,"1,220.00",,,974,,,---,,
2,,493,,,,0,,493,,,974,,,"2,440.00",,,974,,,493,,,|,,
3,,"2,376.00",,,,0,,"2,376.00",,,974,,,"1,947.00",,,974,,,"1,883.00",,,|,,
4,,0,,,,"1,132.00",,"2,440.00",,,"1,132.00",,,"2,440.00",,,246,,,158,,,---,,
5,,438,,,,974,,438,,,"1,132.00",,,"2,440.00",,,158,,,438,,,|,,
6,,826,,,,974,,826,,,"1,132.00",,,"2,002.00",,,158,,,388,,,|,,
7,,"1,728.00",,,,974,,"1,728.00",,,"1,132.00",,,"1,614.00",,,158,,,902,,,|,,
8,,826,,,,"1,122.00",,"1,728.00",,,"1,122.00",,,902,,,158,,,148,,,---,,
9,,"2,332.00",,,,974,,"2,332.00",,,"1,132.00",,,712,,,158,,,604,,,|,,
10,,"1,728.00",,,,"1,106.50",,"2,332.00",,,"1,106.50",,,604,,,158,,,132.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,966.0)   8,966.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4247,,,,,,,,,,0,,,,0,,,"1,883.00",,,974,,,
2,,5753,,,,,,,,,,0,,,,974,,,604,,,132.5,,,
3,,4825,,,,,,,,,,604,,,,974,,,584,,,132.5,,,
4,,5503,,,,,,,,,,0,,,,"1,106.50",,,466.5,,,92.5,,,
5,,6163,,,,,,,,,,"1,883.00",,,,0,,,493,,,983,,,
6,,6075,,,,,,,,,,"1,883.00",,,,983,,,439,,,237,,,*
7,,7633,,,,,,,,,,"2,376.00",,,,0,,,52.5,,,247.5,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,883.00",,,,0,,"1,883.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,883.00",,,|,,
2,,0,,,,974,,"1,883.00",,,974,,,"1,883.00",,,"1,220.00",,,974,,,---,,
3,,0,,,,"1,106.50",,"1,883.00",,,"1,106.50",,,"1,883.00",,,246,,,132.5,,,---,,
4,,604,,,,974,,604,,,"1,106.50",,,"1,883.00",,,132.5,,,604,,,|,,
5,,"1,188.00",,,,974,,"1,188.00",,,"1,106.50",,,"1,279.00",,,132.5,,,584,,,|,,
6,,0,,,,"1,199.00",,"1,883.00",,,"1,199.00",,,"1,883.00",,,113.5,,,92.5,,,---,,
7,,466.5,,,,"1,106.50",,466.5,,,"1,199.00",,,"1,883.00",,,92.5,,,466.5,,,|,,
8,,"2,376.00",,,,0,,"2,376.00",,,"1,220.00",,,557,,,"1,220.00",,,493,,,|,,
9,,"1,883.00",,,,983,,"2,376.00",,,983,,,493,,,"1,220.00",,,983,,,---,,
10,,"2,322.00",,,,983,,"2,322.00",,,"1,220.00",,,493,,,237,,,439,,,|,,
11,,"2,428.50",,,,0,,"2,428.50",,,"1,220.00",,,64,,,"1,220.00",,,52.5,,,|,,
12,,"2,376.00",,,,247.5,,"2,428.50",,,247.5,,,52.5,,,"1,220.00",,,247.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,449.0)   10,449.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4941,,,,,,,,,,0,,,,0,,,"1,883.00",,,974,,,
2,,5453,,,,,,,,,,0,,,,974,,,"1,037.00",,,178,,,*
3,,6198,,,,,,,,,,"1,883.00",,,,0,,,549.5,,,808,,,
4,,7564,,,,,,,,,,"1,883.00",,,,808,,,467.5,,,289,,,
5,,6774,,,,,,,,,,"1,883.00",,,,"1,097.00",,,438,,,78,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,883.00",,,,0,,"1,883.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,883.00",,,|,,
2,,0,,,,974,,"1,883.00",,,974,,,"1,883.00",,,"1,220.00",,,974,,,---,,
3,,0,,,,"1,152.00",,"1,883.00",,,"1,152.00",,,"1,883.00",,,246,,,178,,,---,,
4,,"1,037.00",,,,974,,"1,037.00",,,"1,152.00",,,"1,883.00",,,178,,,"1,037.00",,,|,,
5,,"2,432.50",,,,0,,"2,432.50",,,"1,220.00",,,557,,,"1,220.00",,,549.5,,,|,,
6,,"1,883.00",,,,808,,"2,432.50",,,808,,,549.5,,,"1,220.00",,,808,,,---,,
7,,"1,883.00",,,,"1,097.00",,"2,432.50",,,"1,097.00",,,549.5,,,412,,,289,,,---,,
8,,"2,350.50",,,,808,,"2,350.50",,,"1,097.00",,,549.5,,,289,,,467.5,,,|,,
9,,"1,883.00",,,,"1,175.00",,"2,432.50",,,"1,175.00",,,549.5,,,123,,,78,,,---,,
10,,"2,321.00",,,,"1,097.00",,"2,321.00",,,"1,175.00",,,549.5,,,78,,,438,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,399.5)   8,399.5",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
12 of 29,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6405,,,,,,,,,,0,,,,0,,,"2,263.00",,,882,,,
2,,6446,,,,,,,,,,"2,263.00",,,,0,,,158,,,388,,,*
3,,3967,,,,,,,,,,0,,,,882,,,438,,,158,,,
4,,7000,,,,,,,,,,438,,,,882,,,438,,,158,,,
5,,7416,,,,,,,,,,876,,,,882,,,438,,,158,,,
6,,7376,,,,,,,,,,"1,314.00",,,,882,,,584,,,132.5,,,
7,,6569,,,,,,,,,,0,,,,"1,040.00",,,288,,,118,,,
8,,4698,,,,,,,,,,288,,,,"1,040.00",,,388,,,118,,,
9,,5907,,,,,,,,,,676,,,,"1,040.00",,,438,,,118,,,
10,,7614,,,,,,,,,,"1,114.00",,,,"1,040.00",,,388,,,118,,,
