,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,28191,,,,,,,,,,0,,,,0,,,"1,053.00",,,498,,,
2,,31184,,,,,,,,,,"1,053.00",,,,0,,,972,,,447,,,
3,,28601,,,,,,,,,,0,,,,498,,,"1,548.00",,,498,,,
4,,31559,,*,,,,,*,,,"1,548.00",,,,498,,,734,,,497,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,498,,"2,440.00",,,498,,,"2,440.00",,,"1,220.00",,,498,,,---,,
2,,"1,053.00",,,,0,,"1,053.00",,,498,,,"2,440.00",,,498,,,"1,053.00",,,|,,
3,,"2,025.00",,,,0,,"2,025.00",,,498,,,"1,387.00",,,498,,,972,,,|,,
4,,"1,053.00",,,,447,,"2,025.00",,,447,,,972,,,498,,,447,,,---,,
5,,0,,,,996,,"2,440.00",,,996,,,"2,440.00",,,722,,,498,,,---,,
6,,"1,548.00",,,,498,,"1,548.00",,,996,,,"2,440.00",,,498,,,"1,548.00",,,|,,
7,,"2,282.00",,,,498,,"2,282.00",,,996,,,892,,,498,,,734,,,|,,
8,,"1,548.00",,,,995,,"2,282.00",,,995,,,734,,,498,,,497,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,578.0)   8,578.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
