,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,914.5)   9,914.5",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1759,,,,,,,,,,0,,,,0,,,498,,,971,,,
2,,566,,,,,,,,,,498,,,,0,,,"1,883.00",,,971,,,
3,,903,,,,,,,,,,0,,,,971,,,389,,,244,,,*
4,,3103,,,,,,,,,,389,,,,971,,,725,,,239,,,
5,,3020,,,,,,,,,,"1,114.00",,,,971,,,725,,,239,,,
6,,2475,,,,,,,,,,"1,839.00",,,,971,,,78,,,238,,,*
7,,774,,,,,,,,,,"1,917.00",,,,971,,,78,,,238,,,*
8,,654,,,,,,,,,,"1,995.00",,,,971,,,388,,,118,,,
9,,589,,,,,,,,,,"1,995.00",,,,"1,089.00",,,388,,,118,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,971,,"2,440.00",,,971,,,"2,440.00",,,"1,220.00",,,971,,,---,,
2,,498,,,,0,,498,,,971,,,"2,440.00",,,971,,,498,,,|,,
3,,"2,381.00",,,,0,,"2,381.00",,,971,,,"1,942.00",,,971,,,"1,883.00",,,|,,
4,,389,,,,971,,389,,,"1,220.00",,,"2,440.00",,,249,,,389,,,|,,
5,,0,,,,"1,215.00",,389,,,"1,215.00",,,389,,,249,,,244,,,---,,
6,,"1,114.00",,,,971,,"1,114.00",,,"1,220.00",,,"2,051.00",,,249,,,725,,,|,,
7,,389,,,,"1,210.00",,"1,114.00",,,"1,210.00",,,725,,,249,,,239,,,---,,
8,,"1,839.00",,,,971,,"1,839.00",,,"1,220.00",,,"1,326.00",,,249,,,725,,,|,,
9,,"1,114.00",,,,"1,210.00",,"1,839.00",,,"1,210.00",,,725,,,249,,,239,,,---,,
10,,"1,917.00",,,,971,,"1,917.00",,,"1,220.00",,,601,,,249,,,78,,,|,,
11,,"1,839.00",,,,"1,209.00",,"1,917.00",,,"1,209.00",,,78,,,249,,,238,,,---,,
12,,"1,995.00",,,,971,,"1,995.00",,,"1,220.00",,,523,,,249,,,78,,,|,,
13,,"1,917.00",,,,"1,209.00",,"1,995.00",,,"1,209.00",,,78,,,249,,,238,,,---,,
14,,"2,383.00",,,,971,,"2,383.00",,,"1,220.00",,,445,,,249,,,388,,,|,,
15,"1,995.00","1,089.00","2,383.00","1,089.00",388,249,118,---,,,,,,,,,,,,,,,,,
16,"1,995.00","1,207.00","2,383.00","1,207.00",388,131,118,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,647.0)   8,647.0",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2671,,,,,,,,,,0,,,,0,,,"2,291.00",,,778,,,
2,,1002,,,,,,,,,,"2,291.00",,,,0,,,78,,,338,,,*
3,,862,,,,,,,,,,"2,291.00",,,,338,,,78,,,338,,,*
4,,1516,,,,,,,,,,0,,,,778,,,388,,,118,,,
5,,689,,,,,,,,,,388,,,,778,,,388,,,118,,,
6,,1458,,,,,,,,,,776,,,,778,,,388,,,118,,,
7,,1348,,,,,,,,,,"1,164.00",,,,778,,,388,,,118,,,
8,,1929,,,,,,,,,,"1,552.00",,,,778,,,674,,,92.5,,,
9,,220,,,,,,,,,,0,,,,896,,,"2,241.00",,,312,,,
10,,141,,,,,,,,,,"2,241.00",,,,896,,,92.5,,,254,,,*
11,,611,,,,,,,,,,"2,333.50",,,,896,,,92.5,,,243,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,778,,"2,440.00",,,778,,,"2,440.00",,,"1,220.00",,,778,,,---,,
2,,"2,291.00",,,,0,,"2,291.00",,,778,,,"2,440.00",,,778,,,"2,291.00",,,|,,
3,,"2,369.00",,,,0,,"2,369.00",,,778,,,149,,,778,,,78,,,|,,
4,,"2,291.00",,,,338,,"2,369.00",,,338,,,78,,,778,,,338,,,---,,
5,,"2,291.00",,,,676,,"2,369.00",,,676,,,78,,,440,,,338,,,---,,
6,,0,,,,896,,"2,440.00",,,896,,,"2,440.00",,,442,,,118,,,---,,
7,,388,,,,778,,388,,,896,,,"2,440.00",,,118,,,388,,,|,,
8,,776,,,,778,,776,,,896,,,"2,052.00",,,118,,,388,,,|,,
9,,"1,164.00",,,,778,,"1,164.00",,,896,,,"1,664.00",,,118,,,388,,,|,,
10,,"1,552.00",,,,778,,"1,552.00",,,896,,,"1,276.00",,,118,,,388,,,|,,
11,,"2,226.00",,,,778,,"2,226.00",,,896,,,888,,,118,,,674,,,|,,
12,,"1,552.00",,,,870.5,,"2,226.00",,,870.5,,,674,,,118,,,92.5,,,---,,
13,,0,,,,"1,208.00",,"2,440.00",,,"1,208.00",,,"2,440.00",,,324,,,312,,,---,,
14,,"2,241.00",,,,896,,"2,241.00",,,"1,208.00",,,"2,440.00",,,312,,,"2,241.00",,,|,,
15,,"2,333.50",,,,896,,"2,333.50",,,"1,208.00",,,199,,,312,,,92.5,,,|,,
16,,"2,241.00",,,,"1,150.00",,"2,333.50",,,"1,150.00",,,92.5,,,312,,,254,,,---,,
17,,"2,426.00",,,,896,,"2,426.00",,,"1,208.00",,,106.5,,,312,,,92.5,,,|,,
18,,"2,333.50",,,,"1,139.00",,"2,426.00",,,"1,139.00",,,92.5,,,312,,,243,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,417.0)   11,417.0",,,,,,,,,,,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2823,,,,,,,,,,0,,,,0,,,"2,001.00",,,707,,,
2,,838,,,,,,,,,,"2,001.00",,,,0,,,339,,,704,,,*
3,,1139,,,,,,,,,,0,,,,707,,,"2,051.00",,,482,,,
4,,1318,,,,,,,,,,"2,051.00",,,,707,,,358.5,,,470.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,707,,"2,440.00",,,707,,,"2,440.00",,,"1,220.00",,,707,,,---,,
2,,"2,001.00",,,,0,,"2,001.00",,,707,,,"2,440.00",,,707,,,"2,001.00",,,|,,
3,,"2,340.00",,,,0,,"2,340.00",,,707,,,439,,,707,,,339,,,|,,
4,,"2,001.00",,,,704,,"2,340.00",,,704,,,339,,,707,,,704,,,---,,
5,,0,,,,"1,189.00",,"2,440.00",,,"1,189.00",,,"2,440.00",,,513,,,482,,,---,,
6,,"2,051.00",,,,707,,"2,051.00",,,"1,189.00",,,"2,440.00",,,482,,,"2,051.00",,,|,,
7,,"2,409.50",,,,707,,"2,409.50",,,"1,189.00",,,389,,,482,,,358.5,,,|,,
8,,"2,051.00",,,,"1,177.50",,"2,409.50",,,"1,177.50",,,358.5,,,482,,,470.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,955.5)   7,955.5",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1655,,,,,,,,,,0,,,,0,,,"1,887.00",,,831,,,
2,,2865,,,,,,,,,,"1,887.00",,,,0,,,491,,,781,,,
3,,1262,,,,,,,,,,0,,,,831,,,951.5,,,358.5,,,*
4,,1426,,,,,,,,,,951.5,,,,831,,,781,,,358,,,*
5,,2761,,,,,,,,,,"1,732.50",,,,831,,,671,,,348,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,831,,"2,440.00",,,831,,,"2,440.00",,,"1,220.00",,,831,,,---,,
2,,"1,887.00",,,,0,,"1,887.00",,,831,,,"2,440.00",,,831,,,"1,887.00",,,|,,
3,,"2,378.00",,,,0,,"2,378.00",,,831,,,553,,,831,,,491,,,|,,
4,,"1,887.00",,,,781,,"2,378.00",,,781,,,491,,,831,,,781,,,---,,
5,,0,,,,"1,189.50",,"2,440.00",,,"1,189.50",,,"2,440.00",,,389,,,358.5,,,---,,
6,,951.5,,,,831,,951.5,,,"1,189.50",,,"2,440.00",,,358.5,,,951.5,,,|,,
7,,"1,732.50",,,,831,,"1,732.50",,,"1,189.50",,,"1,488.50",,,358.5,,,781,,,|,,
8,,951.5,,,,"1,189.00",,"1,732.50",,,"1,189.00",,,781,,,358.5,,,358,,,---,,
9,,"2,403.50",,,,831,,"2,403.50",,,"1,189.50",,,707.5,,,358.5,,,671,,,|,,
10,,"1,732.50",,,,"1,179.00",,"2,403.50",,,"1,179.00",,,671,,,358.5,,,348,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,560.5)   9,560.5",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2855,,,,,,,,,,0,,,,0,,,"2,241.00",,,482,,,
2,,172,,,,,,,,,,0,,,,482,,,418,,,721,,,
3,,419,,,,,,,,,,418,,,,482,,,"2,001.00",,,707,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,482,,"2,440.00",,,482,,,"2,440.00",,,"1,220.00",,,482,,,---,,
2,,"2,241.00",,,,0,,"2,241.00",,,482,,,"2,440.00",,,482,,,"2,241.00",,,|,,
3,,418,,,,482,,418,,,"1,220.00",,,"2,440.00",,,738,,,418,,,|,,
4,,0,,,,"1,203.00",,418,,,"1,203.00",,,418,,,738,,,721,,,---,,
5,,"2,419.00",,,,482,,"2,419.00",,,"1,220.00",,,"2,022.00",,,738,,,"2,001.00",,,|,,
6,,418,,,,"1,189.00",,"2,419.00",,,"1,189.00",,,"2,001.00",,,738,,,707,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,817.0)   6,817.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,947,,,,,,,,,,0,,,,0,,,750.5,,,438,,,
2,,2698,,,,,,,,,,750.5,,,,0,,,802,,,438,,,
3,,3006,,,,,,,,,,"1,552.50",,,,0,,,801.5,,,418,,,
4,,37,,,,,,,,,,0,,,,438,,,"2,291.00",,,756,,,
5,,2919,,,,,,,,,,"2,291.00",,,,438,,,78,,,238,,,*
6,,3242,,,,,,,,,,"2,291.00",,,,676,,,78,,,238,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,438,,"2,440.00",,,438,,,"2,440.00",,,"1,220.00",,,438,,,---,,
2,,750.5,,,,0,,750.5,,,438,,,"2,440.00",,,438,,,750.5,,,|,,
3,,"1,552.50",,,,0,,"1,552.50",,,438,,,"1,689.50",,,438,,,802,,,|,,
4,,"2,354.00",,,,0,,"2,354.00",,,438,,,887.5,,,438,,,801.5,,,|,,
5,,"1,552.50",,,,418,,"2,354.00",,,418,,,801.5,,,438,,,418,,,---,,
6,,0,,,,"1,194.00",,"2,440.00",,,"1,194.00",,,"2,440.00",,,782,,,756,,,---,,
7,,"2,291.00",,,,438,,"2,291.00",,,"1,194.00",,,"2,440.00",,,756,,,"2,291.00",,,|,,
8,,"2,369.00",,,,438,,"2,369.00",,,"1,194.00",,,149,,,756,,,78,,,|,,
9,,"2,291.00",,,,676,,"2,369.00",,,676,,,78,,,756,,,238,,,---,,
10,,"2,291.00",,,,914,,"2,369.00",,,914,,,78,,,518,,,238,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,663.5)   8,663.5",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,779,,,,,,,,,,0,,,,0,,,"1,887.00",,,831,,,
2,,255,,,,,,,,,,"1,887.00",,,,0,,,491,,,781,,,
3,,664,,,,,,,,,,0,,,,831,,,781,,,358,,,*
4,,1711,,,,,,,,,,781,,,,831,,,781,,,337,,,*
5,,2004,,,,,,,,,,"1,562.00",,,,831,,,781,,,337,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,831,,"2,440.00",,,831,,,"2,440.00",,,"1,220.00",,,831,,,---,,
2,,"1,887.00",,,,0,,"1,887.00",,,831,,,"2,440.00",,,831,,,"1,887.00",,,|,,
3,,"2,378.00",,,,0,,"2,378.00",,,831,,,553,,,831,,,491,,,|,,
4,,"1,887.00",,,,781,,"2,378.00",,,781,,,491,,,831,,,781,,,---,,
5,,781,,,,831,,781,,,"1,220.00",,,"2,440.00",,,389,,,781,,,|,,
6,,0,,,,"1,189.00",,781,,,"1,189.00",,,781,,,389,,,358,,,---,,
7,,"1,562.00",,,,831,,"1,562.00",,,"1,220.00",,,"1,659.00",,,389,,,781,,,|,,
8,,781,,,,"1,168.00",,"1,562.00",,,"1,168.00",,,781,,,389,,,337,,,---,,
9,,"2,343.00",,,,831,,"2,343.00",,,"1,220.00",,,878,,,389,,,781,,,|,,
10,,"1,562.00",,,,"1,168.00",,"2,343.00",,,"1,168.00",,,781,,,389,,,337,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,103.0)   8,103.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,792,,,,,,,,,,0,,,,0,,,"1,715.50",,,721,,,
2,,3008,,,,,,,,,,0,,,,721,,,771,,,469.5,,,*
3,,1001,,,,,,,,,,771,,,,721,,,771,,,469.5,,,*
4,,1179,,,,,,,,,,"1,715.50",,,,0,,,707,,,514.5,,,*
5,,2459,,,,,,,,,,"1,715.50",,,,514.5,,,707,,,514.5,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,715.50",,,,0,,"1,715.50",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,715.50",,,|,,
2,,0,,,,721,,"1,715.50",,,721,,,"1,715.50",,,"1,220.00",,,721,,,---,,
3,,0,,,,"1,190.50",,"1,715.50",,,"1,190.50",,,"1,715.50",,,499,,,469.5,,,---,,
4,,771,,,,721,,771,,,"1,190.50",,,"1,715.50",,,469.5,,,771,,,|,,
5,,"1,542.00",,,,721,,"1,542.00",,,"1,190.50",,,944.5,,,469.5,,,771,,,|,,
6,,"2,422.50",,,,0,,"2,422.50",,,"1,220.00",,,724.5,,,"1,220.00",,,707,,,|,,
7,,"1,715.50",,,,514.5,,"2,422.50",,,514.5,,,707,,,"1,220.00",,,514.5,,,---,,
8,,"1,715.50",,,,"1,029.00",,"2,422.50",,,"1,029.00",,,707,,,705.5,,,514.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,224.0)   8,224.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1356,,,,,,,,,,0,,,,0,,,335,,,781,,,
2,,75,,,,,,,,,,335,,,,0,,,"2,051.00",,,771,,,
3,,1601,,,,,,,,,,0,,,,781,,,721,,,418,,,*
4,,3356,,,,,,,,,,721,,,,781,,,781,,,335,,,*
5,,2291,,,,,,,,,,"1,502.00",,,,781,,,781,,,335,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,781,,"2,440.00",,,781,,,"2,440.00",,,"1,220.00",,,781,,,---,,
2,,335,,,,0,,335,,,781,,,"2,440.00",,,781,,,335,,,|,,
3,,"2,386.00",,,,0,,"2,386.00",,,781,,,"2,105.00",,,781,,,"2,051.00",,,|,,
4,,335,,,,771,,"2,386.00",,,771,,,"2,051.00",,,781,,,771,,,---,,
5,,721,,,,781,,721,,,"1,220.00",,,"2,440.00",,,439,,,721,,,|,,
6,,0,,,,"1,199.00",,721,,,"1,199.00",,,721,,,439,,,418,,,---,,
7,,"1,502.00",,,,781,,"1,502.00",,,"1,220.00",,,"1,719.00",,,439,,,781,,,|,,
8,,721,,,,"1,116.00",,"1,502.00",,,"1,116.00",,,781,,,439,,,335,,,---,,
9,,"2,283.00",,,,781,,"2,283.00",,,"1,220.00",,,938,,,439,,,781,,,|,,
10,,"1,502.00",,,,"1,116.00",,"2,283.00",,,"1,116.00",,,781,,,439,,,335,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,653.0)   9,653.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1345,,,,,,,,,,0,,,,0,,,701.5,,,310,,,
2,,1220,,,,,,,,,,701.5,,,,0,,,442,,,271,,,*
3,,2661,,,,,,,,,,"1,143.50",,,,0,,,440,,,271,,,*
4,,2401,,,,,,,,,,"1,583.50",,,,0,,,672,,,270,,,*
5,,2547,,,,,,,,,,0,,,,310,,,802,,,904,,,
6,,2750,,,,,,,,,,802,,,,310,,,"1,442.00",,,898,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,310,,"2,440.00",,,310,,,"2,440.00",,,"1,220.00",,,310,,,---,,
2,,701.5,,,,0,,701.5,,,310,,,"2,440.00",,,310,,,701.5,,,|,,
3,,"1,143.50",,,,0,,"1,143.50",,,310,,,"1,738.50",,,310,,,442,,,|,,
4,,701.5,,,,271,,"1,143.50",,,271,,,442,,,310,,,271,,,---,,
5,,"1,583.50",,,,0,,"1,583.50",,,310,,,"1,296.50",,,310,,,440,,,|,,
6,,"1,143.50",,,,271,,"1,583.50",,,271,,,440,,,310,,,271,,,---,,
7,,"2,255.50",,,,0,,"2,255.50",,,310,,,856.5,,,310,,,672,,,|,,
8,,"1,583.50",,,,270,,"2,255.50",,,270,,,672,,,310,,,270,,,---,,
9,,802,,,,310,,802,,,"1,220.00",,,"2,440.00",,,910,,,802,,,|,,
10,,0,,,,"1,214.00",,802,,,"1,214.00",,,802,,,910,,,904,,,---,,
11,,"2,244.00",,,,310,,"2,244.00",,,"1,220.00",,,"1,638.00",,,910,,,"1,442.00",,,|,,
12,,802,,,,"1,208.00",,"2,244.00",,,"1,208.00",,,"1,442.00",,,910,,,898,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,298.0)   9,298.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
12 of 19,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2104,,,,,,,,,,0,,,,0,,,"2,291.00",,,756,,,
2,,2227,,,,,,,,,,0,,,,756,,,255,,,389,,,
3,,2862,,,,,,,,,,255,,,,756,,,675,,,389,,,
4,,2507,,,,,,,,,,930,,,,756,,,"1,500.50",,,367,,,
