10,,"2,343.00",,,,775,,"2,343.00",,,833,,,"2,440.00",,,58,,,"2,343.00",,,|,,
11,,0,,,,"1,212.00",,"2,440.00",,,"1,212.00",,,"2,440.00",,,387,,,379,,,---,,
12,,482,,,,833,,482,,,"1,212.00",,,"2,440.00",,,379,,,482,,,|,,
13,,964,,,,833,,964,,,"1,212.00",,,"1,958.00",,,379,,,482,,,|,,
14,"1,446.00",833,"1,446.00","1,212.00","1,476.00",379,482,|,,,,,,,,,,,,,,,,,
15,"1,928.00",833,"1,928.00","1,212.00",994,379,482,|,,,,,,,,,,,,,,,,,
16,"1,446.00","1,193.00","1,928.00","1,193.00",482,379,360,---,,,,,,,,,,,,,,,,,
17,"2,409.00",833,"2,409.00","1,212.00",512,379,481,|,,,,,,,,,,,,,,,,,
18,"1,928.00","1,193.00","2,409.00","1,193.00",481,379,360,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 18,002.0)   18,002.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34240,,,,,,,,,,0,,,,0,,,942,,,558,,,
2,,34927,,,,,,,,,,0,,,,558,,,942,,,577,,,
3,,32861,,,,,,,,,,0,,,,"1,135.00",,,679,,,68,,,
4,,33470,,,,,,,,,,942,,,,0,,,942,,,558,,,
5,,36145,,,,,,,,,,942,,,,558,,,942,,,577,,,
6,,35572,,,,,,,,,,"1,884.00",,,,0,,,529,,,771,,,*
7,,33117,,,,,,,,,,"1,884.00",,,,771,,,500,,,435,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,942,,,,0,,942,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,942,,,|,,
2,,0,,,,558,,942,,,558,,,942,,,"1,220.00",,,558,,,---,,
3,,0,,,,"1,135.00",,942,,,"1,135.00",,,942,,,662,,,577,,,---,,
4,,0,,,,"1,203.00",,942,,,"1,203.00",,,942,,,85,,,68,,,---,,
5,,679,,,,"1,135.00",,679,,,"1,203.00",,,942,,,68,,,679,,,|,,
6,,"1,884.00",,,,0,,"1,884.00",,,"1,220.00",,,"1,498.00",,,"1,220.00",,,942,,,|,,
7,,942,,,,558,,"1,884.00",,,558,,,942,,,"1,220.00",,,558,,,---,,
8,,942,,,,"1,135.00",,"1,884.00",,,"1,135.00",,,942,,,662,,,577,,,---,,
9,,"2,413.00",,,,0,,"2,413.00",,,"1,220.00",,,556,,,"1,220.00",,,529,,,|,,
10,,"1,884.00",,,,771,,"2,413.00",,,771,,,529,,,"1,220.00",,,771,,,---,,
11,,"1,884.00",,,,"1,206.00",,"2,413.00",,,"1,206.00",,,529,,,449,,,435,,,---,,
12,,"2,384.00",,,,771,,"2,384.00",,,"1,206.00",,,529,,,435,,,500,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,931.0)   9,931.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,36866,,,,,,,,,,0,,,,0,,,"2,098.00",,,580,,,
2,,36007,,,,,,,,,,"2,098.00",,,,0,,,58,,,348,,,*
3,,36130,,,,,,,,,,"2,156.00",,,,0,,,58,,,348,,,*
4,,32754,,,,,,,,,,0,,,,580,,,"2,413.00",,,520,,,
5,,36450,,,,,,,,,,0,,,,"1,100.00",,,"2,398.00",,,58,,,
6,,32653,,,,,,,,,,0,,,,"1,158.00",,,"2,398.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,580,,"2,440.00",,,580,,,"2,440.00",,,"1,220.00",,,580,,,---,,
2,,"2,098.00",,,,0,,"2,098.00",,,580,,,"2,440.00",,,580,,,"2,098.00",,,|,,
3,,"2,156.00",,,,0,,"2,156.00",,,580,,,342,,,580,,,58,,,|,,
4,,"2,098.00",,,,348,,"2,156.00",,,348,,,58,,,580,,,348,,,---,,
5,,"2,214.00",,,,0,,"2,214.00",,,580,,,284,,,580,,,58,,,|,,
6,,"2,156.00",,,,348,,"2,214.00",,,348,,,58,,,580,,,348,,,---,,
7,,0,,,,"1,100.00",,"2,440.00",,,"1,100.00",,,"2,440.00",,,640,,,520,,,---,,
8,,"2,413.00",,,,580,,"2,413.00",,,"1,100.00",,,"2,440.00",,,520,,,"2,413.00",,,|,,
9,,0,,,,"1,158.00",,"2,440.00",,,"1,158.00",,,"2,440.00",,,120,,,58,,,---,,
10,,"2,398.00",,,,"1,100.00",,"2,398.00",,,"1,158.00",,,"2,440.00",,,58,,,"2,398.00",,,|,,
11,,0,,,,"1,216.00",,"2,440.00",,,"1,216.00",,,"2,440.00",,,62,,,58,,,---,,
12,,"2,398.00",,,,"1,158.00",,"2,398.00",,,"1,216.00",,,"2,440.00",,,58,,,"2,398.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,252.0)   12,252.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,37318,,,,,,,,,,0,,,,0,,,"2,168.00",,,530,,,
2,,32773,,,,,,,,,,0,,,,530,,,"2,168.00",,,530,,,
3,,36284,,,,,,,,,,0,,,,"1,060.00",,,"2,116.00",,,58,,,
4,,36689,,,,,,,,,,0,,,,"1,118.00",,,"1,028.00",,,58,,,
5,,36825,,,,,,,,,,"1,028.00",,,,"1,118.00",,,990,,,58,,,
6,,32702,,,,,,,,,,"2,168.00",,,,0,,,98,,,778,,,*
7,,36047,,,,,,,,,,"2,266.00",,,,0,,,58,,,798,,,*
8,,37329,,,,,,,,,,"2,324.00",,,,0,,,58,,,798,,,*
9,,35040,,,,,,,,,,"2,382.00",,,,0,,,58,,,"1,028.00",,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,168.00",,,,0,,"2,168.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,168.00",,,|,,
2,,0,,,,530,,"2,168.00",,,530,,,"2,168.00",,,"1,220.00",,,530,,,---,,
3,,0,,,,"1,060.00",,"2,168.00",,,"1,060.00",,,"2,168.00",,,690,,,530,,,---,,
4,,0,,,,"1,118.00",,"2,168.00",,,"1,118.00",,,"2,168.00",,,160,,,58,,,---,,
5,,"2,116.00",,,,"1,060.00",,"2,116.00",,,"1,118.00",,,"2,168.00",,,58,,,"2,116.00",,,|,,
6,,0,,,,"1,176.00",,"2,168.00",,,"1,176.00",,,"2,168.00",,,102,,,58,,,---,,
7,,"1,028.00",,,,"1,118.00",,"1,028.00",,,"1,176.00",,,"2,168.00",,,58,,,"1,028.00",,,|,,
8,,"2,018.00",,,,"1,118.00",,"2,018.00",,,"1,176.00",,,"1,140.00",,,58,,,990,,,|,,
9,,"2,266.00",,,,0,,"2,266.00",,,"1,220.00",,,272,,,"1,220.00",,,98,,,|,,
10,,"2,168.00",,,,778,,"2,266.00",,,778,,,98,,,"1,220.00",,,778,,,---,,
11,,"2,324.00",,,,0,,"2,324.00",,,"1,220.00",,,174,,,"1,220.00",,,58,,,|,,
12,,"2,266.00",,,,798,,"2,324.00",,,798,,,58,,,"1,220.00",,,798,,,---,,
13,,"2,382.00",,,,0,,"2,382.00",,,"1,220.00",,,116,,,"1,220.00",,,58,,,|,,
14,,"2,324.00",,,,798,,"2,382.00",,,798,,,58,,,"1,220.00",,,798,,,---,,
15,,"2,382.00",,,,"1,028.00",,"2,440.00",,,"1,028.00",,,58,,,"1,220.00",,,"1,028.00",,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,998.0)   13,998.0",,,,,,,,,,,,,,,Count of cuts   (1 x 15)   15,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33313,,,,,,,,,,0,,,,0,,,187,,,622,,,*
2,,34303,,,,,,,,,,187,,,,0,,,873,,,308,,,
3,,36599,,,,,,,,,,187,,,,308,,,873,,,308,,,
4,,32525,,,,,,,,,,"1,060.00",,,,0,,,481,,,360,,,
5,,33060,,,,,,,,,,"1,541.00",,,,0,,,873,,,308,,,
6,,37204,,,,,,,,,,"1,541.00",,,,308,,,873,,,308,,,
7,,34543,,,,,,,,,,0,,,,622,,,"2,413.00",,,580,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,622,,"2,440.00",,,622,,,"2,440.00",,,"1,220.00",,,622,,,---,,
2,,187,,,,0,,187,,,622,,,"2,440.00",,,622,,,187,,,|,,
3,,"1,060.00",,,,0,,"1,060.00",,,622,,,"2,253.00",,,622,,,873,,,|,,
4,,187,,,,308,,"1,060.00",,,308,,,873,,,622,,,308,,,---,,
5,,187,,,,616,,"1,060.00",,,616,,,873,,,314,,,308,,,---,,
6,,"1,541.00",,,,0,,"1,541.00",,,622,,,"1,380.00",,,622,,,481,,,|,,
7,,"1,060.00",,,,360,,"1,541.00",,,360,,,481,,,622,,,360,,,---,,
8,,"2,414.00",,,,0,,"2,414.00",,,622,,,899,,,622,,,873,,,|,,
9,,"1,541.00",,,,308,,"2,414.00",,,308,,,873,,,622,,,308,,,---,,
10,,"1,541.00",,,,616,,"2,414.00",,,616,,,873,,,314,,,308,,,---,,
11,,0,,,,"1,202.00",,"2,440.00",,,"1,202.00",,,"2,440.00",,,598,,,580,,,---,,
12,,"2,413.00",,,,622,,"2,413.00",,,"1,202.00",,,"2,440.00",,,580,,,"2,413.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,921.0)   11,921.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,32850,,,,,,,,,,0,,,,0,,,"2,343.00",,,328,,,
2,,33734,,,,,,,,,,0,,,,328,,,"2,363.00",,,58,,,
3,,34819,,,,,,,,,,0,,,,386,,,"2,168.00",,,530,,,
4,,34774,,,,,,,,,,0,,,,916,,,"2,363.00",,,58,,,
5,,32576,,,,,,,,,,0,,,,974,,,"2,283.00",,,188,,,
6,,36225,,,,,,,,,,0,,,,"1,162.00",,,"2,363.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,328,,"2,440.00",,,328,,,"2,440.00",,,"1,220.00",,,328,,,---,,
2,,"2,343.00",,,,0,,"2,343.00",,,328,,,"2,440.00",,,328,,,"2,343.00",,,|,,
3,,0,,,,386,,"2,440.00",,,386,,,"2,440.00",,,892,,,58,,,---,,
4,,"2,363.00",,,,328,,"2,363.00",,,386,,,"2,440.00",,,58,,,"2,363.00",,,|,,
5,,0,,,,916,,"2,440.00",,,916,,,"2,440.00",,,834,,,530,,,---,,
6,,"2,168.00",,,,386,,"2,168.00",,,916,,,"2,440.00",,,530,,,"2,168.00",,,|,,
7,,0,,,,974,,"2,440.00",,,974,,,"2,440.00",,,304,,,58,,,---,,
8,,"2,363.00",,,,916,,"2,363.00",,,974,,,"2,440.00",,,58,,,"2,363.00",,,|,,
9,,0,,,,"1,162.00",,"2,440.00",,,"1,162.00",,,"2,440.00",,,246,,,188,,,---,,
10,,"2,283.00",,,,974,,"2,283.00",,,"1,162.00",,,"2,440.00",,,188,,,"2,283.00",,,|,,
11,,"2,363.00",,,,"1,162.00",,"2,363.00",,,"1,220.00",,,"2,440.00",,,58,,,"2,363.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,420.0)   13,420.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
