9,,"1,238.00",,,,"1,140.50",,"1,815.00",,,"1,140.50",,,577,,,478,,,398.5,,,---,,
10,,"1,797.50",,,,742,,"1,797.50",,,"1,140.50",,,577,,,398.5,,,559.5,,,|,,
11,,"2,393.00",,,,0,,"2,393.00",,,"1,220.00",,,625,,,"1,220.00",,,578,,,|,,
12,,"1,815.00",,,,"1,218.00",,"2,393.00",,,"1,218.00",,,578,,,"1,220.00",,,"1,218.00",,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,162.5)   10,162.5",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 3,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5561,,,,,,,,,,0,,,,0,,,"1,472.00",,,737,,,
2,,7482,,,,,,,,,,"1,472.00",,,,0,,,398.5,,,559.5,,,
3,,4486,,*,,,,,*,,,0,,,,737,,,"1,998.00",,,418,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,998.00",,,,0,,"1,998.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,998.00",,,|,,
2,,0,,,,737,,"1,998.00",,,737,,,"1,998.00",,,"1,220.00",,,737,,,---,,
3,,"1,472.00",,,,0,,"1,472.00",,,737,,,"1,998.00",,,737,,,"1,472.00",,,|,,
4,,"1,870.50",,,,0,,"1,870.50",,,737,,,526,,,737,,,398.5,,,|,,
5,,"1,472.00",,,,559.5,,"1,870.50",,,559.5,,,398.5,,,737,,,559.5,,,---,,
6,,0,,,,"1,155.00",,"1,998.00",,,"1,155.00",,,"1,998.00",,,483,,,418,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,088.5)   7,088.5",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
