Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,377,,,,0,,377,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,377,,,|,,
2,,0,,,,"1,192.00",,377,,,"1,192.00",,,377,,,"1,220.00",,,"1,192.00",,,---,,
3,,"2,425.00",,,,0,,"2,425.00",,,"1,220.00",,,"2,063.00",,,"1,220.00",,,"2,048.00",,,|,,
4,,377,,,,430,,"2,425.00",,,430,,,"2,048.00",,,"1,220.00",,,430,,,---,,
5,,377,,,,860,,"2,425.00",,,860,,,"2,048.00",,,790,,,430,,,---,,
6,,377,,,,918,,"2,425.00",,,918,,,"2,048.00",,,360,,,58,,,---,,
7,,"2,395.00",,,,860,,"2,395.00",,,918,,,"2,048.00",,,58,,,"2,018.00",,,|,,
8,,377,,,,976,,"2,425.00",,,976,,,"2,048.00",,,302,,,58,,,---,,
9,,"2,375.00",,,,918,,"2,375.00",,,976,,,"2,048.00",,,58,,,"1,998.00",,,|,,
10,,377,,,,"1,034.00",,"2,425.00",,,"1,034.00",,,"2,048.00",,,244,,,58,,,---,,
11,,"2,315.00",,,,976,,"2,315.00",,,"1,034.00",,,"2,048.00",,,58,,,"1,938.00",,,|,,
12,,377,,,,"1,092.00",,"2,425.00",,,"1,092.00",,,"2,048.00",,,186,,,58,,,---,,
13,,"2,295.00",,,,"1,034.00",,"2,295.00",,,"1,092.00",,,"2,048.00",,,58,,,"1,918.00",,,|,,
14,377,"1,150.00","2,425.00","1,150.00","2,048.00",128,58,---,,,,,,,,,,,,,,,,,
15,"1,494.00","1,092.00","1,494.00","1,150.00","2,048.00",58,"1,117.00",|,,,,,,,,,,,,,,,,,
16,"2,397.00","1,092.00","2,397.00","1,150.00",931,58,903,|,,,,,,,,,,,,,,,,,
17,377,"1,208.00","2,425.00","1,208.00","2,048.00",70,58,---,,,,,,,,,,,,,,,,,
18,"1,455.00","1,150.00","1,455.00","1,208.00","2,048.00",58,"1,078.00",|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 19,607.0)   19,607.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 6,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,36277,,,,,,,,,,0,,,,0,,,"1,058.00",,,100,,,
2,,34808,,,,,,,,,,0,,,,100,,,410,,,936,,,*
3,,37234,,,,,,,,,,410,,,,100,,,329,,,815,,,*
4,,33137,,,,,,,,,,739,,,,100,,,329,,,815,,,*
5,,33103,,,,,,,,,,0,,,,"1,036.00",,,"2,318.00",,,58,,,
6,,33404,,,,,,,,,,0,,,,"1,094.00",,,"2,146.00",,,58,,,
7,,35601,,*,,,,,*,,,0,,,,"1,152.00",,,"2,126.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,100,,"2,440.00",,,100,,,"2,440.00",,,"1,220.00",,,100,,,---,,
2,,"1,058.00",,,,0,,"1,058.00",,,100,,,"2,440.00",,,100,,,"1,058.00",,,|,,
3,,0,,,,"1,036.00",,"2,440.00",,,"1,036.00",,,"2,440.00",,,"1,120.00",,,936,,,---,,
4,,410,,,,100,,410,,,"1,036.00",,,"2,440.00",,,936,,,410,,,|,,
5,,739,,,,100,,739,,,"1,036.00",,,"2,030.00",,,936,,,329,,,|,,
6,,410,,,,915,,739,,,915,,,329,,,936,,,815,,,---,,
7,,"1,068.00",,,,100,,"1,068.00",,,"1,036.00",,,"1,701.00",,,936,,,329,,,|,,
8,,739,,,,915,,"1,068.00",,,915,,,329,,,936,,,815,,,---,,
9,,0,,,,"1,094.00",,"2,440.00",,,"1,094.00",,,"2,440.00",,,184,,,58,,,---,,
10,,"2,318.00",,,,"1,036.00",,"2,318.00",,,"1,094.00",,,"2,440.00",,,58,,,"2,318.00",,,|,,
11,,0,,,,"1,152.00",,"2,440.00",,,"1,152.00",,,"2,440.00",,,126,,,58,,,---,,
12,,"2,146.00",,,,"1,094.00",,"2,146.00",,,"1,152.00",,,"2,440.00",,,58,,,"2,146.00",,,|,,
13,,0,,,,"1,210.00",,"2,440.00",,,"1,210.00",,,"2,440.00",,,68,,,58,,,---,,
14,,"2,126.00",,,,"1,152.00",,"2,126.00",,,"1,210.00",,,"2,440.00",,,58,,,"2,126.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 15,940.0)   15,940.0",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,
