2,,32438,,,,,,,,,,58,,,,0,,,58,,,338,,,*
3,,29757,,,,,,,,,,116,,,,0,,,377,,,337,,,
4,,31736,,,,,,,,,,493,,,,0,,,774,,,337,,,
5,,27542,,,,,,,,,,"1,267.00",,,,0,,,774,,,335,,,
6,,32253,,,,,,,,,,"2,041.00",,,,0,,,377,,,335,,,
7,,31054,,,,,,,,,,0,,,,349,,,376,,,318,,,
8,,29260,,,,,,,,,,376,,,,349,,,376,,,318,,,
9,,31218,,,,,,,,,,752,,,,349,,,773,,,316,,,
10,,28030,,,,,,,,,,"1,525.00",,,,349,,,773,,,316,,,
11,,32051,,,,,,,,,,0,,,,667,,,376,,,318,,,
12,,28514,,,,,,,,,,376,,,,667,,,773,,,316,,,
13,,30524,,,,,,,,,,"1,149.00",,,,667,,,773,,,316,,,
14,,29734,,,,,,,,,,"1,922.00",,,,667,,,376,,,316,,,
15,,31590,,,,,,,,,,0,,,,985,,,"2,408.00",,,58,,,
16,,27670,,,,,,,,,,0,,,,"1,043.00",,,"2,388.00",,,58,,,
17,,31009,,,,,,,,,,0,,,,"1,101.00",,,"2,388.00",,,58,,,
18,,30786,,,,,,,,,,0,,,,"1,159.00",,,569,,,58,,,
19,,30088,,,,,,,,,,569,,,,"1,159.00",,,"1,818.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,349,,"2,440.00",,,349,,,"2,440.00",,,"1,220.00",,,349,,,---,,
2,,58,,,,0,,58,,,349,,,"2,440.00",,,349,,,58,,,|,,
3,,116,,,,0,,116,,,349,,,"2,382.00",,,349,,,58,,,|,,
4,,58,,,,338,,116,,,338,,,58,,,349,,,338,,,---,,
5,493,0,493,349,"2,324.00",349,377,|,,,,,,,,,,,,,,,,,
6,116,337,493,337,377,349,337,---,,,,,,,,,,,,,,,,,
7,"1,267.00",0,"1,267.00",349,"1,947.00",349,774,|,,,,,,,,,,,,,,,,,
8,493,337,"1,267.00",337,774,349,337,---,,,,,,,,,,,,,,,,,
9,"2,041.00",0,"2,041.00",349,"1,173.00",349,774,|,,,,,,,,,,,,,,,,,
10,"1,267.00",335,"2,041.00",335,774,349,335,---,,,,,,,,,,,,,,,,,
11,"2,418.00",0,"2,418.00",349,399,349,377,|,,,,,,,,,,,,,,,,,
12,"2,041.00",335,"2,418.00",335,377,349,335,---,,,,,,,,,,,,,,,,,
13,0,667,"2,440.00",667,"2,440.00",871,318,---,,,,,,,,,,,,,,,,,
14,376,349,376,667,"2,440.00",318,376,|,,,,,,,,,,,,,,,,,
15,752,349,752,667,"2,064.00",318,376,|,,,,,,,,,,,,,,,,,
16,"1,525.00",349,"1,525.00",667,"1,688.00",318,773,|,,,,,,,,,,,,,,,,,
17,752,665,"1,525.00",665,773,318,316,---,,,,,,,,,,,,,,,,,
18,"2,298.00",349,"2,298.00",667,915,318,773,|,,,,,,,,,,,,,,,,,
19,"1,525.00",665,"2,298.00",665,773,318,316,---,,,,,,,,,,,,,,,,,
20,0,985,"2,440.00",985,"2,440.00",553,318,---,,,,,,,,,,,,,,,,,
21,376,667,376,985,"2,440.00",318,376,|,,,,,,,,,,,,,,,,,
22,"1,149.00",667,"1,149.00",985,"2,064.00",318,773,|,,,,,,,,,,,,,,,,,
23,376,983,"1,149.00",983,773,318,316,---,,,,,,,,,,,,,,,,,
24,"1,922.00",667,"1,922.00",985,"1,291.00",318,773,|,,,,,,,,,,,,,,,,,
25,"1,149.00",983,"1,922.00",983,773,318,316,---,,,,,,,,,,,,,,,,,
26,"2,298.00",667,"2,298.00",985,518,318,376,|,,,,,,,,,,,,,,,,,
27,"1,922.00",983,"2,298.00",983,376,318,316,---,,,,,,,,,,,,,,,,,
28,0,"1,043.00","2,440.00","1,043.00","2,440.00",235,58,---,,,,,,,,,,,,,,,,,
29,"2,408.00",985,"2,408.00","1,043.00","2,440.00",58,"2,408.00",|,,,,,,,,,,,,,,,,,
30,0,"1,101.00","2,440.00","1,101.00","2,440.00",177,58,---,,,,,,,,,,,,,,,,,
31,"2,388.00","1,043.00","2,388.00","1,101.00","2,440.00",58,"2,388.00",|,,,,,,,,,,,,,,,,,
32,0,"1,159.00","2,440.00","1,159.00","2,440.00",119,58,---,,,,,,,,,,,,,,,,,
33,"2,388.00","1,101.00","2,388.00","1,159.00","2,440.00",58,"2,388.00",|,,,,,,,,,,,,,,,,,
34,0,"1,217.00","2,440.00","1,217.00","2,440.00",61,58,---,,,,,,,,,,,,,,,,,
35,569,"1,159.00",569,"1,217.00","2,440.00",58,569,|,,,,,,,,,,,,,,,,,
36,"2,387.00","1,159.00","2,387.00","1,217.00","1,871.00",58,"1,818.00",|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 27,836.0)   27,836.0",,,,,,Count of cuts   (1 x 36)   36,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 3,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,28465,,,,,,,,,,0,,,,0,,,"1,798.00",,,98,,,
2,,27425,,,,,,,,,,0,,,,98,,,"2,218.00",,,58,,,
3,,30098,,,,,,,,,,0,,,,156,,,"2,363.00",,,58,,,
4,,29532,,,,,,,,,,0,,,,214,,,376,,,318,,,
5,,29943,,,,,,,,,,376,,,,214,,,376,,,316,,,
6,,31463,,,,,,,,,,752,,,,214,,,376,,,316,,,
7,,28652,,,,,,,,,,"1,128.00",,,,214,,,376,,,316,,,
8,,29596,,,,,,,,,,"1,504.00",,,,214,,,773,,,316,,,
9,,29627,,,,,,,,,,0,,,,532,,,"2,343.00",,,58,,,
10,,30999,,,,,,,,,,0,,,,590,,,58,,,558,,,*
11,,29472,,,,,,,,,,58,,,,590,,,58,,,379,,,*
12,,28554,,,,,,,,,,116,,,,590,,,316,,,376,,,*
13,,31756,,*,,,,,*,,,432,,,,590,,,"1,818.00",,,98,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,98,,"2,440.00",,,98,,,"2,440.00",,,"1,220.00",,,98,,,---,,
2,,"1,798.00",,,,0,,"1,798.00",,,98,,,"2,440.00",,,98,,,"1,798.00",,,|,,
3,,0,,,,156,,"2,440.00",,,156,,,"2,440.00",,,"1,122.00",,,58,,,---,,
4,,"2,218.00",,,,98,,"2,218.00",,,156,,,"2,440.00",,,58,,,"2,218.00",,,|,,
5,,0,,,,214,,"2,440.00",,,214,,,"2,440.00",,,"1,064.00",,,58,,,---,,
6,,"2,363.00",,,,156,,"2,363.00",,,214,,,"2,440.00",,,58,,,"2,363.00",,,|,,
7,,0,,,,532,,"2,440.00",,,532,,,"2,440.00",,,"1,006.00",,,318,,,---,,
8,,376,,,,214,,376,,,532,,,"2,440.00",,,318,,,376,,,|,,
9,,752,,,,214,,752,,,532,,,"2,064.00",,,318,,,376,,,|,,
10,,376,,,,530,,752,,,530,,,376,,,318,,,316,,,---,,
11,"1,128.00",214,"1,128.00",532,"1,688.00",318,376,|,,,,,,,,,,,,,,,,,
12,752,530,"1,128.00",530,376,318,316,---,,,,,,,,,,,,,,,,,
13,"1,504.00",214,"1,504.00",532,"1,312.00",318,376,|,,,,,,,,,,,,,,,,,
14,"1,128.00",530,"1,504.00",530,376,318,316,---,,,,,,,,,,,,,,,,,
15,"2,277.00",214,"2,277.00",532,936,318,773,|,,,,,,,,,,,,,,,,,
16,"1,504.00",530,"2,277.00",530,773,318,316,---,,,,,,,,,,,,,,,,,
17,0,590,"2,440.00",590,"2,440.00",688,58,---,,,,,,,,,,,,,,,,,
18,"2,343.00",532,"2,343.00",590,"2,440.00",58,"2,343.00",|,,,,,,,,,,,,,,,,,
19,58,590,58,"1,220.00","2,440.00",630,58,|,,,,,,,,,,,,,,,,,
20,0,"1,148.00",58,"1,148.00",58,630,558,---,,,,,,,,,,,,,,,,,
21,116,590,116,"1,220.00","2,382.00",630,58,|,,,,,,,,,,,,,,,,,
22,58,969,116,969,58,630,379,---,,,,,,,,,,,,,,,,,
23,432,590,432,"1,220.00","2,324.00",630,316,|,,,,,,,,,,,,,,,,,
24,116,966,432,966,316,630,376,---,,,,,,,,,,,,,,,,,
25,"2,250.00",590,"2,250.00","1,220.00","2,008.00",630,"1,818.00",|,,,,,,,,,,,,,,,,,
26,432,688,"2,250.00",688,"1,818.00",630,98,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 20,733.0)   20,733.0",,,,,,Count of cuts   (1 x 26)   26,,,,,,,,,,,,,,,,,,,
