,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5215,,,,,,,,,,0,,,,0,,,"2,017.00",,,428.5,,,
2,,5601,,,,,,,,,,0,,,,428.5,,,"2,017.00",,,428.5,,,
3,,7375,,,,,,,,,,0,,,,857,,,471,,,308,,,*
4,,4175,,,,,,,,,,471,,,,857,,,470,,,308,,,*
5,,6686,,,,,,,,,,941,,,,857,,,470,,,308,,,*
6,,6322,,,,,,,,,,"1,411.00",,,,857,,,470,,,308,,,*
7,,5469,,,,,,,,,,"2,017.00",,,,0,,,419.5,,,396.8,,,
8,,4921,,,,,,,,,,"2,017.00",,,,396.8,,,419.5,,,396.8,,,
9,,4242,,,,,,,,,,"2,017.00",,,,793.6,,,407,,,424.5,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,017.00",,,,0,,"2,017.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,017.00",,,|,,
2,,0,,,,428.5,,"2,017.00",,,428.5,,,"2,017.00",,,"1,220.00",,,428.5,,,---,,
3,,0,,,,857,,"2,017.00",,,857,,,"2,017.00",,,791.5,,,428.5,,,---,,
4,,0,,,,"1,165.00",,"2,017.00",,,"1,165.00",,,"2,017.00",,,363,,,308,,,---,,
5,,471,,,,857,,471,,,"1,165.00",,,"2,017.00",,,308,,,471,,,|,,
6,,941,,,,857,,941,,,"1,165.00",,,"1,546.00",,,308,,,470,,,|,,
7,,"1,411.00",,,,857,,"1,411.00",,,"1,165.00",,,"1,076.00",,,308,,,470,,,|,,
8,,"1,881.00",,,,857,,"1,881.00",,,"1,165.00",,,606,,,308,,,470,,,|,,
9,,"2,436.50",,,,0,,"2,436.50",,,"1,220.00",,,423,,,"1,220.00",,,419.5,,,|,,
10,,"2,017.00",,,,396.8,,"2,436.50",,,396.8,,,419.5,,,"1,220.00",,,396.8,,,---,,
11,,"2,017.00",,,,793.6,,"2,436.50",,,793.6,,,419.5,,,823.2,,,396.8,,,---,,
12,,"2,017.00",,,,"1,218.10",,"2,436.50",,,"1,218.10",,,419.5,,,426.4,,,424.5,,,---,,
13,,"2,424.00",,,,793.6,,"2,424.00",,,"1,218.10",,,419.5,,,424.5,,,407,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,406.0)   11,406.0",,Count of cuts   (1 x 13)   13,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4670,,,,,,,,,,0,,,,0,,,428.5,,,482,,,*
2,,6735,,,,,,,,,,428.5,,,,0,,,"1,892.50",,,435,,,
3,,5541,,,,,,,,,,0,,,,482,,,"2,017.00",,,428.5,,,
4,,7178,,,,,,,,,,"2,017.00",,,,482,,,405,,,424.5,,,*
5,,7213,,,,,,,,,,0,,,,910.5,,,470,,,308,,,*
6,,6056,,,,,,,,,,470,,,,910.5,,,126,,,300.5,,,*
7,,5331,,,,,,,,,,596,,,,910.5,,,126,,,298,,,*
8,,7064,,,,,,,,,,722,,,,910.5,,,835,,,275,,,
9,,4549,,,,,,,,,,"1,557.00",,,,910.5,,,835,,,275,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,482,,"2,440.00",,,482,,,"2,440.00",,,"1,220.00",,,482,,,---,,
2,,428.5,,,,0,,428.5,,,482,,,"2,440.00",,,482,,,428.5,,,|,,
3,,"2,321.00",,,,0,,"2,321.00",,,482,,,"2,011.50",,,482,,,"1,892.50",,,|,,
4,,428.5,,,,435,,"2,321.00",,,435,,,"1,892.50",,,482,,,435,,,---,,
5,,0,,,,910.5,,"2,440.00",,,910.5,,,"2,440.00",,,738,,,428.5,,,---,,
6,,"2,017.00",,,,482,,"2,017.00",,,910.5,,,"2,440.00",,,428.5,,,"2,017.00",,,|,,
7,,"2,422.00",,,,482,,"2,422.00",,,910.5,,,423,,,428.5,,,405,,,|,,
8,,"2,017.00",,,,906.5,,"2,422.00",,,906.5,,,405,,,428.5,,,424.5,,,---,,
9,,470,,,,910.5,,470,,,"1,220.00",,,"2,440.00",,,309.5,,,470,,,|,,
10,,0,,,,"1,218.50",,470,,,"1,218.50",,,470,,,309.5,,,308,,,---,,
11,,596,,,,910.5,,596,,,"1,220.00",,,"1,970.00",,,309.5,,,126,,,|,,
12,,470,,,,"1,211.00",,596,,,"1,211.00",,,126,,,309.5,,,300.5,,,---,,
13,,722,,,,910.5,,722,,,"1,220.00",,,"1,844.00",,,309.5,,,126,,,|,,
14,,596,,,,"1,208.50",,722,,,"1,208.50",,,126,,,309.5,,,298,,,---,,
15,"1,557.00",910.5,"1,557.00","1,220.00","1,718.00",309.5,835,|,,,,,,,,,,,,,,,,,
16,722,"1,185.50","1,557.00","1,185.50",835,309.5,275,---,,,,,,,,,,,,,,,,,
17,"2,392.00",910.5,"2,392.00","1,220.00",883,309.5,835,|,,,,,,,,,,,,,,,,,
18,"1,557.00","1,185.50","2,392.00","1,185.50",835,309.5,275,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,938.0)   12,938.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4647,,,,,,,,,,0,,,,0,,,"1,892.50",,,435,,,
2,,5235,,,,,,,,,,"1,892.50",,,,0,,,482,,,428,,,
3,,6246,,,,,,,,,,0,,,,435,,,445,,,294,,,*
4,,4484,,,,,,,,,,445,,,,435,,,445,,,294,,,*
5,,6178,,,,,,,,,,890,,,,435,,,445,,,294,,,*
6,,5498,,,,,,,,,,"1,335.00",,,,435,,,419.5,,,275,,,
7,,4133,,,,,,,,,,"1,754.50",,,,435,,,419.5,,,275,,,
8,,6777,,,,,,,,,,0,,,,729,,,"1,892.50",,,435,,,
9,,5660,,,,,,,,,,"1,892.50",,,,729,,,482,,,428,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,435,,"2,440.00",,,435,,,"2,440.00",,,"1,220.00",,,435,,,---,,
2,,"1,892.50",,,,0,,"1,892.50",,,435,,,"2,440.00",,,435,,,"1,892.50",,,|,,
3,,"2,374.50",,,,0,,"2,374.50",,,435,,,547.5,,,435,,,482,,,|,,
4,,"1,892.50",,,,428,,"2,374.50",,,428,,,482,,,435,,,428,,,---,,
5,,0,,,,729,,"2,440.00",,,729,,,"2,440.00",,,785,,,294,,,---,,
6,,445,,,,435,,445,,,729,,,"2,440.00",,,294,,,445,,,|,,
7,,890,,,,435,,890,,,729,,,"1,995.00",,,294,,,445,,,|,,
8,,"1,335.00",,,,435,,"1,335.00",,,729,,,"1,550.00",,,294,,,445,,,|,,
9,,"1,754.50",,,,435,,"1,754.50",,,729,,,"1,105.00",,,294,,,419.5,,,|,,
10,,"1,335.00",,,,710,,"1,754.50",,,710,,,419.5,,,294,,,275,,,---,,
11,,"2,174.00",,,,435,,"2,174.00",,,729,,,685.5,,,294,,,419.5,,,|,,
12,,"1,754.50",,,,710,,"2,174.00",,,710,,,419.5,,,294,,,275,,,---,,
13,,0,,,,"1,164.00",,"2,440.00",,,"1,164.00",,,"2,440.00",,,491,,,435,,,---,,
14,,"1,892.50",,,,729,,"1,892.50",,,"1,164.00",,,"2,440.00",,,435,,,"1,892.50",,,|,,
15,,"2,374.50",,,,729,,"2,374.50",,,"1,164.00",,,547.5,,,435,,,482,,,|,,
16,,"1,892.50",,,,"1,157.00",,"2,374.50",,,"1,157.00",,,482,,,435,,,428,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,333.0)   12,333.0",,,,,,,,,,,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5303,,,,,,,,,,0,,,,0,,,"1,892.50",,,435,,,
2,,4604,,,,,,,,,,0,,,,435,,,"1,254.00",,,590,,,
3,,7503,,,,,,,,,,"1,892.50",,,,0,,,401,,,708,,,*
4,,5208,,,,,,,,,,"1,892.50",,,,708,,,396.8,,,419.5,,,*
5,,4778,,,,,,,,,,"2,293.50",,,,0,,,141.5,,,859,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,892.50",,,,0,,"1,892.50",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,892.50",,,|,,
2,,0,,,,435,,"1,892.50",,,435,,,"1,892.50",,,"1,220.00",,,435,,,---,,
3,,0,,,,"1,025.00",,"1,892.50",,,"1,025.00",,,"1,892.50",,,785,,,590,,,---,,
4,,"1,254.00",,,,435,,"1,254.00",,,"1,025.00",,,"1,892.50",,,590,,,"1,254.00",,,|,,
5,,"2,293.50",,,,0,,"2,293.50",,,"1,220.00",,,547.5,,,"1,220.00",,,401,,,|,,
6,,"1,892.50",,,,708,,"2,293.50",,,708,,,401,,,"1,220.00",,,708,,,---,,
7,,"1,892.50",,,,"1,127.50",,"2,293.50",,,"1,127.50",,,401,,,512,,,419.5,,,---,,
8,,"2,289.30",,,,708,,"2,289.30",,,"1,127.50",,,401,,,419.5,,,396.8,,,|,,
9,,"2,435.00",,,,0,,"2,435.00",,,"1,220.00",,,146.5,,,"1,220.00",,,141.5,,,|,,
10,,"2,293.50",,,,859,,"2,435.00",,,859,,,141.5,,,"1,220.00",,,859,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,398.0)   9,398.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5757,,,,,,,,,,0,,,,0,,,"2,017.00",,,428.5,,,
2,,6147,,,,,,,,,,0,,,,428.5,,,"1,254.00",,,590,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,017.00",,,,0,,"2,017.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,017.00",,,|,,
2,,0,,,,428.5,,"2,017.00",,,428.5,,,"2,017.00",,,"1,220.00",,,428.5,,,---,,
3,,0,,,,"1,018.50",,"2,017.00",,,"1,018.50",,,"2,017.00",,,791.5,,,590,,,---,,
4,,"1,254.00",,,,428.5,,"1,254.00",,,"1,018.50",,,"2,017.00",,,590,,,"1,254.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 5,844.0)   5,844.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4195,,,,,,,,,,0,,,,0,,,"1,518.50",,,396.5,,,
2,,4026,,*,,,,,*,,,0,,,,396.5,,,"1,518.50",,,396.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,518.50",,,,0,,"1,518.50",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,518.50",,,|,,
2,,0,,,,396.5,,"1,518.50",,,396.5,,,"1,518.50",,,"1,220.00",,,396.5,,,---,,
3,,0,,,,793,,"1,518.50",,,793,,,"1,518.50",,,823.5,,,396.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 4,257.0)   4,257.0",,,,,,,,,,,,,,,Count of cuts   (1 x 3)   3,,,,,,,,,,
