#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1747,,,,,,,,,,0,,,,0,,,"1,580.00",,,398,,,
2,,2577,,,,,,,,,,"1,580.00",,,,0,,,730,,,358,,,
3,,2619,,,,,,,,,,0,,,,398,,,"1,752.00",,,58,,,
4,,435,,,,,,,,,,0,,,,456,,,358,,,730,,,*
5,,2127,,*,,,,,*,,,358,,,,456,,,"1,732.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,398,,"2,440.00",,,398,,,"2,440.00",,,"1,220.00",,,398,,,---,,
2,,"1,580.00",,,,0,,"1,580.00",,,398,,,"2,440.00",,,398,,,"1,580.00",,,|,,
3,,"2,310.00",,,,0,,"2,310.00",,,398,,,860,,,398,,,730,,,|,,
4,,"1,580.00",,,,358,,"2,310.00",,,358,,,730,,,398,,,358,,,---,,
5,,0,,,,456,,"2,440.00",,,456,,,"2,440.00",,,822,,,58,,,---,,
6,,"1,752.00",,,,398,,"1,752.00",,,456,,,"2,440.00",,,58,,,"1,752.00",,,|,,
7,,358,,,,456,,358,,,"1,220.00",,,"2,440.00",,,764,,,358,,,|,,
8,,0,,,,"1,186.00",,358,,,"1,186.00",,,358,,,764,,,730,,,---,,
9,,"2,090.00",,,,456,,"2,090.00",,,"1,220.00",,,"2,082.00",,,764,,,"1,732.00",,,|,,
10,,358,,,,514,,"2,090.00",,,514,,,"1,732.00",,,764,,,58,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,082.0)   10,082.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
