13,,22875,,,,,,,,,,"1,979.50",,,,0,,,419.5,,,624,,,*
14,,23824,,,,,,,,,,"1,979.50",,,,624,,,395,,,575,,,*
15,,25567,,,,,,,,,,"2,399.00",,,,0,,,38,,,998,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,395,,,,0,,395,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,395,,,|,,
2,,0,,,,575,,395,,,575,,,395,,,"1,220.00",,,575,,,---,,
3,,0,,,,"1,199.00",,395,,,"1,199.00",,,395,,,645,,,624,,,---,,
4,,345,,,,575,,345,,,"1,199.00",,,395,,,624,,,345,,,|,,
5,,774,,,,0,,774,,,"1,220.00",,,"2,045.00",,,"1,220.00",,,379,,,|,,
6,,395,,,,524,,774,,,524,,,379,,,"1,220.00",,,524,,,---,,
7,,395,,,,"1,148.00",,774,,,"1,148.00",,,379,,,696,,,624,,,---,,
8,,740,,,,524,,740,,,"1,148.00",,,379,,,624,,,345,,,|,,
9,"1,026.00",0,"1,026.00","1,220.00","1,666.00","1,220.00",252,|,,,,,,,,,,,,,,,,,
10,774,560,"1,026.00",560,252,"1,220.00",560,---,,,,,,,,,,,,,,,,,
11,774,"1,155.00","1,026.00","1,155.00",252,660,595,---,,,,,,,,,,,,,,,,,
12,"1,005.50",560,"1,005.50","1,155.00",252,595,231.5,|,,,,,,,,,,,,,,,,,
13,"1,257.50",0,"1,257.50","1,220.00","1,414.00","1,220.00",231.5,|,,,,,,,,,,,,,,,,,
14,"1,026.00",595,"1,257.50",595,231.5,"1,220.00",595,---,,,,,,,,,,,,,,,,,
15,"1,026.00","1,189.00","1,257.50","1,189.00",231.5,625,594,---,,,,,,,,,,,,,,,,,
16,"1,979.50",0,"1,979.50","1,220.00","1,182.50","1,220.00",722,|,,,,,,,,,,,,,,,,,
17,"1,257.50",385,"1,979.50",385,722,"1,220.00",385,---,,,,,,,,,,,,,,,,,
18,"1,257.50",770,"1,979.50",770,722,835,385,---,,,,,,,,,,,,,,,,,
19,"1,257.50","1,091.50","1,979.50","1,091.50",722,450,321.5,---,,,,,,,,,,,,,,,,,
20,"1,972.50",770,"1,972.50","1,091.50",722,321.5,715,|,,,,,,,,,,,,,,,,,
21,"1,257.50","1,219.50","1,979.50","1,219.50",722,128.5,128,---,,,,,,,,,,,,,,,,,
22,"1,759.50","1,091.50","1,759.50","1,219.50",722,128,502,|,,,,,,,,,,,,,,,,,
23,"2,399.00",0,"2,399.00","1,220.00",460.5,"1,220.00",419.5,|,,,,,,,,,,,,,,,,,
24,"1,979.50",624,"2,399.00",624,419.5,"1,220.00",624,---,,,,,,,,,,,,,,,,,
25,"1,979.50","1,199.00","2,399.00","1,199.00",419.5,596,575,---,,,,,,,,,,,,,,,,,
26,"2,374.50",624,"2,374.50","1,199.00",419.5,575,395,|,,,,,,,,,,,,,,,,,
27,"2,437.00",0,"2,437.00","1,220.00",41,"1,220.00",38,|,,,,,,,,,,,,,,,,,
28,"2,399.00",998,"2,437.00",998,38,"1,220.00",998,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 17,687.5)   17,687.5",,,,,,Count of cuts   (1 x 28)   28,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,23391,,,,,,,,,,0,,,,0,,,233,,,559,,,*
2,,26921,,,,,,,,,,233,,,,0,,,395,,,543,,,*
3,,27158,,,,,,,,,,628,,,,0,,,379,,,524,,,*
4,,26872,,,,,,,,,,"1,007.00",,,,0,,,378,,,524,,,*
5,,23602,,,,,,,,,,"1,385.00",,,,0,,,379,,,524,,,*
6,,26030,,,,,,,,,,"1,764.00",,,,0,,,379,,,524,,,*
7,,27281,,,,,,,,,,"2,143.00",,,,0,,,128,,,502,,,*
8,,23739,,,,,,,,,,"2,271.00",,,,0,,,128,,,501.5,,,*
9,,27198,,,,,,,,,,0,,,,559,,,"1,486.00",,,395,,,
10,,24348,,,,,,,,,,"1,486.00",,,,559,,,888,,,360,,,
11,,27363,,,,,,,,,,0,,,,954,,,"2,098.00",,,253,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,559,,"2,440.00",,,559,,,"2,440.00",,,"1,220.00",,,559,,,---,,
2,,233,,,,0,,233,,,559,,,"2,440.00",,,559,,,233,,,|,,
3,,628,,,,0,,628,,,559,,,"2,207.00",,,559,,,395,,,|,,
4,,233,,,,543,,628,,,543,,,395,,,559,,,543,,,---,,
5,,"1,007.00",,,,0,,"1,007.00",,,559,,,"1,812.00",,,559,,,379,,,|,,
6,,628,,,,524,,"1,007.00",,,524,,,379,,,559,,,524,,,---,,
7,,"1,385.00",,,,0,,"1,385.00",,,559,,,"1,433.00",,,559,,,378,,,|,,
8,,"1,007.00",,,,524,,"1,385.00",,,524,,,378,,,559,,,524,,,---,,
9,,"1,764.00",,,,0,,"1,764.00",,,559,,,"1,055.00",,,559,,,379,,,|,,
10,,"1,385.00",,,,524,,"1,764.00",,,524,,,379,,,559,,,524,,,---,,
11,,"2,143.00",,,,0,,"2,143.00",,,559,,,676,,,559,,,379,,,|,,
12,,"1,764.00",,,,524,,"2,143.00",,,524,,,379,,,559,,,524,,,---,,
13,"2,271.00",0,"2,271.00",559,297,559,128,|,,,,,,,,,,,,,,,,,
14,"2,143.00",502,"2,271.00",502,128,559,502,---,,,,,,,,,,,,,,,,,
15,"2,399.00",0,"2,399.00",559,169,559,128,|,,,,,,,,,,,,,,,,,
16,"2,271.00",501.5,"2,399.00",501.5,128,559,501.5,---,,,,,,,,,,,,,,,,,
17,0,954,"2,440.00",954,"2,440.00",661,395,---,,,,,,,,,,,,,,,,,
18,"1,486.00",559,"1,486.00",954,"2,440.00",395,"1,486.00",|,,,,,,,,,,,,,,,,,
19,"2,374.00",559,"2,374.00",954,954,395,888,|,,,,,,,,,,,,,,,,,
20,"1,486.00",919,"2,374.00",919,888,395,360,---,,,,,,,,,,,,,,,,,
21,0,"1,207.00","2,440.00","1,207.00","2,440.00",266,253,---,,,,,,,,,,,,,,,,,
22,"2,098.00",954,"2,098.00","1,207.00","2,440.00",253,"2,098.00",|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 15,889.0)   15,889.0",,,,,,Count of cuts   (1 x 22)   22,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,24030,,,,,,,,,,0,,,,0,,,231.5,,,594,,,*
2,,22990,,,,,,,,,,231.5,,,,0,,,98,,,559,,,*
3,,22606,,,,,,,,,,329.5,,,,0,,,"2,098.00",,,253,,,
4,,23955,,,,,,,,,,0,,,,594,,,998,,,38,,,
5,,25240,,,,,,,,,,0,,,,632,,,213,,,559,,,*
6,,24009,,*,,,,,*,,,213,,,,632,,,715.5,,,274.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,594,,"2,440.00",,,594,,,"2,440.00",,,"1,220.00",,,594,,,---,,
2,,231.5,,,,0,,231.5,,,594,,,"2,440.00",,,594,,,231.5,,,|,,
3,,329.5,,,,0,,329.5,,,594,,,"2,208.50",,,594,,,98,,,|,,
4,,231.5,,,,559,,329.5,,,559,,,98,,,594,,,559,,,---,,
5,,"2,427.50",,,,0,,"2,427.50",,,594,,,"2,110.50",,,594,,,"2,098.00",,,|,,
6,,329.5,,,,253,,"2,427.50",,,253,,,"2,098.00",,,594,,,253,,,---,,
7,,0,,,,632,,"2,440.00",,,632,,,"2,440.00",,,626,,,38,,,---,,
8,,998,,,,594,,998,,,632,,,"2,440.00",,,38,,,998,,,|,,
9,,213,,,,632,,213,,,"1,220.00",,,"2,440.00",,,588,,,213,,,|,,
10,,0,,,,"1,191.00",,213,,,"1,191.00",,,213,,,588,,,559,,,---,,
11,,928.5,,,,632,,928.5,,,"1,220.00",,,"2,227.00",,,588,,,715.5,,,|,,
12,,213,,,,906.5,,928.5,,,906.5,,,715.5,,,588,,,274.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,000.5)   11,000.5",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
