,,,,,,,,,,,,,,,,,,,,,,,,,
1,,438,,,,0,,438,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,438,,,|,,
2,,0,,,,580,,438,,,580,,,438,,,"1,220.00",,,580,,,---,,
3,,0,,,,"1,161.00",,438,,,"1,161.00",,,438,,,640,,,581,,,---,,
4,,437.5,,,,580,,437.5,,,"1,161.00",,,438,,,581,,,437.5,,,|,,
5,,0,,,,"1,219.00",,438,,,"1,219.00",,,438,,,59,,,58,,,---,,
6,,392,,,,"1,161.00",,392,,,"1,219.00",,,438,,,58,,,392,,,|,,
7,,"2,436.00",,,,0,,"2,436.00",,,"1,220.00",,,"2,002.00",,,"1,220.00",,,"1,998.00",,,|,,
8,,438,,,,"1,105.00",,"2,436.00",,,"1,105.00",,,"1,998.00",,,"1,220.00",,,"1,105.00",,,---,,
9,,438,,,,"1,143.00",,"2,436.00",,,"1,143.00",,,"1,998.00",,,115,,,38,,,---,,
10,,"1,236.00",,,,"1,105.00",,"1,236.00",,,"1,143.00",,,"1,998.00",,,38,,,798,,,|,,
11,,"1,912.00",,,,"1,105.00",,"1,912.00",,,"1,143.00",,,"1,200.00",,,38,,,676,,,|,,
12,"2,375.00","1,105.00","2,375.00","1,143.00",524,38,463,|,,,,,,,,,,,,,,,,,
13,438,"1,181.00","2,436.00","1,181.00","1,998.00",77,38,---,,,,,,,,,,,,,,,,,
14,"1,744.00","1,143.00","1,744.00","1,181.00","1,998.00",38,"1,306.00",|,,,,,,,,,,,,,,,,,
15,"2,262.50","1,143.00","2,262.50","1,181.00",692,38,518.5,|,,,,,,,,,,,,,,,,,
16,438,"1,219.00","2,436.00","1,219.00","1,998.00",39,38,---,,,,,,,,,,,,,,,,,
17,"1,331.00","1,181.00","1,331.00","1,219.00","1,998.00",38,893,|,,,,,,,,,,,,,,,,,
18,"1,894.00","1,181.00","1,894.00","1,219.00","1,105.00",38,563,|,,,,,,,,,,,,,,,,,
19,"2,412.50","1,181.00","2,412.50","1,219.00",542,38,518.5,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,689.0)   12,689.0",,,,,,Count of cuts   (1 x 19)   19,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 27,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6447,,,,,,,,,,0,,,,0,,,"1,998.00",,,580,,,
2,,4382,,,,,,,,,,0,,,,580,,,"1,998.00",,,580,,,
3,,6543,,,,,,,,,,0,,,,"1,160.00",,,487,,,58,,,
4,,4027,,,,,,,,,,487,,,,"1,160.00",,,487,,,58,,,
5,,4168,,,,,,,,,,974,,,,"1,160.00",,,525.5,,,58,,,
6,,5574,,,,,,,,,,"1,499.50",,,,"1,160.00",,,492,,,58,,,
7,,3927,,,,,,,,,,"1,998.00",,,,0,,,437.5,,,581,,,*
8,,4302,,,,,,,,,,"1,998.00",,,,581,,,434.5,,,534,,,
9,,6356,,,,,,,,,,"1,998.00",,,,"1,115.00",,,392,,,58,,,
10,,4443,,,,,,,,,,"1,998.00",,,,"1,173.00",,,338,,,38,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,998.00",,,,0,,"1,998.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,998.00",,,|,,
2,,0,,,,580,,"1,998.00",,,580,,,"1,998.00",,,"1,220.00",,,580,,,---,,
3,,0,,,,"1,160.00",,"1,998.00",,,"1,160.00",,,"1,998.00",,,640,,,580,,,---,,
4,,0,,,,"1,218.00",,"1,998.00",,,"1,218.00",,,"1,998.00",,,60,,,58,,,---,,
5,,487,,,,"1,160.00",,487,,,"1,218.00",,,"1,998.00",,,58,,,487,,,|,,
6,,974,,,,"1,160.00",,974,,,"1,218.00",,,"1,511.00",,,58,,,487,,,|,,
7,,"1,499.50",,,,"1,160.00",,"1,499.50",,,"1,218.00",,,"1,024.00",,,58,,,525.5,,,|,,
8,,"1,991.50",,,,"1,160.00",,"1,991.50",,,"1,218.00",,,498.5,,,58,,,492,,,|,,
9,,"2,435.50",,,,0,,"2,435.50",,,"1,220.00",,,442,,,"1,220.00",,,437.5,,,|,,
10,,"1,998.00",,,,581,,"2,435.50",,,581,,,437.5,,,"1,220.00",,,581,,,---,,
11,,"1,998.00",,,,"1,115.00",,"2,435.50",,,"1,115.00",,,437.5,,,639,,,534,,,---,,
12,,"2,432.50",,,,581,,"2,432.50",,,"1,115.00",,,437.5,,,534,,,434.5,,,|,,
13,,"1,998.00",,,,"1,173.00",,"2,435.50",,,"1,173.00",,,437.5,,,105,,,58,,,---,,
14,"2,390.00","1,115.00","2,390.00","1,173.00",437.5,58,392,|,,,,,,,,,,,,,,,,,
15,"1,998.00","1,211.00","2,435.50","1,211.00",437.5,47,38,---,,,,,,,,,,,,,,,,,
16,"2,336.00","1,173.00","2,336.00","1,211.00",437.5,38,338,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,046.0)   11,046.0",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 27,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4284,,,,,,,,,,0,,,,0,,,"1,998.00",,,580,,,
2,,6762,,,,,,,,,,"1,998.00",,,,0,,,438,,,580,,,
3,,5217,,,,,,,,,,0,,,,580,,,"1,901.00",,,579,,,
4,,4982,,,,,,,,,,"1,901.00",,,,580,,,487,,,579,,,
5,,3659,,,,,,,,,,"2,388.00",,,,580,,,38,,,517,,,*
6,,6064,,,,,,,,,,0,,,,"1,159.00",,,"1,057.00",,,58,,,
7,,3895,,,,,,,,,,"1,057.00",,,,"1,159.00",,,"1,252.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,580,,"2,440.00",,,580,,,"2,440.00",,,"1,220.00",,,580,,,---,,
2,,"1,998.00",,,,0,,"1,998.00",,,580,,,"2,440.00",,,580,,,"1,998.00",,,|,,
3,,"2,436.00",,,,0,,"2,436.00",,,580,,,442,,,580,,,438,,,|,,
4,,0,,,,"1,159.00",,"2,440.00",,,"1,159.00",,,"2,440.00",,,640,,,579,,,---,,
5,,"1,901.00",,,,580,,"1,901.00",,,"1,159.00",,,"2,440.00",,,579,,,"1,901.00",,,|,,
6,,"2,388.00",,,,580,,"2,388.00",,,"1,159.00",,,539,,,579,,,487,,,|,,
7,,"2,426.00",,,,580,,"2,426.00",,,"1,159.00",,,52,,,579,,,38,,,|,,
8,,"2,388.00",,,,"1,097.00",,"2,426.00",,,"1,097.00",,,38,,,579,,,517,,,---,,
9,,0,,,,"1,217.00",,"2,440.00",,,"1,217.00",,,"2,440.00",,,61,,,58,,,---,,
10,,"1,057.00",,,,"1,159.00",,"1,057.00",,,"1,217.00",,,"2,440.00",,,58,,,"1,057.00",,,|,,
11,,"2,309.00",,,,"1,159.00",,"2,309.00",,,"1,217.00",,,"1,383.00",,,58,,,"1,252.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,371.0)   10,371.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 27,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3784,,,,,,,,,,0,,,,0,,,"1,998.00",,,580,,,
2,,6247,,,,,,,,,,0,,,,580,,,"1,998.00",,,580,,,
3,,7215,,,,,,,,,,0,,,,"1,160.00",,,"1,057.00",,,58,,,
4,,6509,,,,,,,,,,"1,057.00",,,,"1,160.00",,,449,,,58,,,
5,,3746,,,,,,,,,,"1,506.00",,,,"1,160.00",,,492,,,58,,,
6,,6242,,,,,,,,,,"1,998.00",,,,0,,,437.5,,,849,,,*
7,,6009,,,,,,,,,,"1,998.00",,,,849,,,397,,,173,,,*
8,,5046,,,,,,,,,,"1,998.00",,,,"1,022.00",,,397,,,173,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,998.00",,,,0,,"1,998.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,998.00",,,|,,
2,,0,,,,580,,"1,998.00",,,580,,,"1,998.00",,,"1,220.00",,,580,,,---,,
3,,0,,,,"1,160.00",,"1,998.00",,,"1,160.00",,,"1,998.00",,,640,,,580,,,---,,
4,,0,,,,"1,218.00",,"1,998.00",,,"1,218.00",,,"1,998.00",,,60,,,58,,,---,,
5,,"1,057.00",,,,"1,160.00",,"1,057.00",,,"1,218.00",,,"1,998.00",,,58,,,"1,057.00",,,|,,
6,,"1,506.00",,,,"1,160.00",,"1,506.00",,,"1,218.00",,,941,,,58,,,449,,,|,,
7,,"2,435.50",,,,0,,"2,435.50",,,"1,220.00",,,442,,,"1,220.00",,,437.5,,,|,,
8,,"1,998.00",,,,849,,"2,435.50",,,849,,,437.5,,,"1,220.00",,,849,,,---,,
9,,"1,998.00",,,,"1,022.00",,"2,435.50",,,"1,022.00",,,437.5,,,371,,,173,,,---,,
10,,"2,395.00",,,,849,,"2,395.00",,,"1,022.00",,,437.5,,,173,,,397,,,|,,
11,,"1,998.00",,,,"1,195.00",,"2,435.50",,,"1,195.00",,,437.5,,,198,,,173,,,---,,
12,,"2,395.00",,,,"1,022.00",,"2,395.00",,,"1,195.00",,,437.5,,,173,,,397,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,208.5)   10,208.5",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 27,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,7524,,,,,,,,,,0,,,,0,,,"1,998.00",,,540,,,
2,,6584,,,,,,,,,,"1,998.00",,,,0,,,437,,,540,,,
3,,4462,,,,,,,,,,0,,,,540,,,"1,807.00",,,597,,,
4,,4566,,,,,,,,,,"1,807.00",,,,540,,,487,,,579,,,
5,,7182,,,,,,,,,,"2,294.00",,,,540,,,98,,,492,,,*
6,,5930,,,,,,,,,,"2,392.00",,,,540,,,38,,,463,,,*
7,,3302,,,,,,,,,,0,,,,"1,137.00",,,"2,398.00",,,38,,,
8,,6746,,,,,,,,,,0,,,,"1,175.00",,,"2,393.00",,,38,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,540,,"2,440.00",,,540,,,"2,440.00",,,"1,220.00",,,540,,,---,,
2,,"1,998.00",,,,0,,"1,998.00",,,540,,,"2,440.00",,,540,,,"1,998.00",,,|,,
3,,"2,435.00",,,,0,,"2,435.00",,,540,,,442,,,540,,,437,,,|,,
4,,0,,,,"1,137.00",,"2,440.00",,,"1,137.00",,,"2,440.00",,,680,,,597,,,---,,
5,,"1,807.00",,,,540,,"1,807.00",,,"1,137.00",,,"2,440.00",,,597,,,"1,807.00",,,|,,
6,,"2,294.00",,,,540,,"2,294.00",,,"1,137.00",,,633,,,597,,,487,,,|,,
7,,"1,807.00",,,,"1,119.00",,"2,294.00",,,"1,119.00",,,487,,,597,,,579,,,---,,
8,,"2,392.00",,,,540,,"2,392.00",,,"1,137.00",,,146,,,597,,,98,,,|,,
9,,"2,294.00",,,,"1,032.00",,"2,392.00",,,"1,032.00",,,98,,,597,,,492,,,---,,
10,,"2,430.00",,,,540,,"2,430.00",,,"1,137.00",,,48,,,597,,,38,,,|,,
11,,"2,392.00",,,,"1,003.00",,"2,430.00",,,"1,003.00",,,38,,,597,,,463,,,---,,
12,,0,,,,"1,175.00",,"2,440.00",,,"1,175.00",,,"2,440.00",,,83,,,38,,,---,,
13,,"2,398.00",,,,"1,137.00",,"2,398.00",,,"1,175.00",,,"2,440.00",,,38,,,"2,398.00",,,|,,
14,,0,,,,"1,213.00",,"2,440.00",,,"1,213.00",,,"2,440.00",,,45,,,38,,,---,,
15,,"2,393.00",,,,"1,175.00",,"2,393.00",,,"1,213.00",,,"2,440.00",,,38,,,"2,393.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,927.0)   13,927.0",,Count of cuts   (1 x 15)   15,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 27,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5346,,,,,,,,,,0,,,,0,,,"1,934.00",,,425,,,
2,,7238,,,,,,,,,,0,,,,425,,,"1,934.00",,,533.5,,,
3,,6885,,,,,,,,,,0,,,,958.5,,,"1,822.00",,,58,,,
4,,7065,,,,,,,,,,0,,,,"1,016.50",,,605.5,,,193,,,
5,,6396,,,,,,,,,,605.5,,,,"1,016.50",,,605.5,,,193,,,
6,,7091,,,,,,,,,,"1,211.00",,,,"1,016.50",,,606,,,193,,,
7,,5128,,,,,,,,,,"1,934.00",,,,0,,,305.5,,,"1,203.00",,,*
8,,5986,,,,,,,,,,"2,239.50",,,,0,,,198,,,898,,,*
9,,4347,,,,,,,,,,"2,239.50",,,,898,,,198,,,298,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,934.00",,,,0,,"1,934.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,934.00",,,|,,
2,,0,,,,425,,"1,934.00",,,425,,,"1,934.00",,,"1,220.00",,,425,,,---,,
3,,0,,,,958.5,,"1,934.00",,,958.5,,,"1,934.00",,,795,,,533.5,,,---,,
4,,0,,,,"1,016.50",,"1,934.00",,,"1,016.50",,,"1,934.00",,,261.5,,,58,,,---,,
5,,"1,822.00",,,,958.5,,"1,822.00",,,"1,016.50",,,"1,934.00",,,58,,,"1,822.00",,,|,,
6,,0,,,,"1,209.50",,"1,934.00",,,"1,209.50",,,"1,934.00",,,203.5,,,193,,,---,,
7,,605.5,,,,"1,016.50",,605.5,,,"1,209.50",,,"1,934.00",,,193,,,605.5,,,|,,
8,,"1,211.00",,,,"1,016.50",,"1,211.00",,,"1,209.50",,,"1,328.50",,,193,,,605.5,,,|,,
9,,"1,817.00",,,,"1,016.50",,"1,817.00",,,"1,209.50",,,723,,,193,,,606,,,|,,
10,,"2,239.50",,,,0,,"2,239.50",,,"1,220.00",,,506,,,"1,220.00",,,305.5,,,|,,
11,,"1,934.00",,,,"1,203.00",,"2,239.50",,,"1,203.00",,,305.5,,,"1,220.00",,,"1,203.00",,,---,,
12,,"2,437.50",,,,0,,"2,437.50",,,"1,220.00",,,200.5,,,"1,220.00",,,198,,,|,,
13,,"2,239.50",,,,898,,"2,437.50",,,898,,,198,,,"1,220.00",,,898,,,---,,
14,,"2,239.50",,,,"1,196.00",,"2,437.50",,,"1,196.00",,,198,,,322,,,298,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,734.5)   12,734.5",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 27,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,7140,,,,,,,,,,0,,,,0,,,951,,,"1,086.00",,,
2,,7494,,,,,,,,,,0,,,,"1,086.00",,,847,,,58,,,
3,,6732,,,,,,,,,,0,,,,"1,144.00",,,834,,,58,,,
4,,5911,,,,,,,,,,951,,,,0,,,"1,209.00",,,858,,,
5,,5540,,,,,,,,,,951,,,,858,,,"1,147.00",,,357,,,
6,,4654,,,,,,,,,,"2,160.00",,,,0,,,280,,,898,,,*
7,,6284,,,,,,,,,,"2,160.00",,,,898,,,277,,,302,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,951,,,,0,,951,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,951,,,|,,
2,,0,,,,"1,086.00",,951,,,"1,086.00",,,951,,,"1,220.00",,,"1,086.00",,,---,,
3,,0,,,,"1,144.00",,951,,,"1,144.00",,,951,,,134,,,58,,,---,,
4,,847,,,,"1,086.00",,847,,,"1,144.00",,,951,,,58,,,847,,,|,,
5,,0,,,,"1,202.00",,951,,,"1,202.00",,,951,,,76,,,58,,,---,,
6,,834,,,,"1,144.00",,834,,,"1,202.00",,,951,,,58,,,834,,,|,,
7,,"2,160.00",,,,0,,"2,160.00",,,"1,220.00",,,"1,489.00",,,"1,220.00",,,"1,209.00",,,|,,
8,,951,,,,858,,"2,160.00",,,858,,,"1,209.00",,,"1,220.00",,,858,,,---,,
9,,951,,,,"1,215.00",,"2,160.00",,,"1,215.00",,,"1,209.00",,,362,,,357,,,---,,
10,,"2,098.00",,,,858,,"2,098.00",,,"1,215.00",,,"1,209.00",,,357,,,"1,147.00",,,|,,
11,,"2,160.00",,,,898,,"2,440.00",,,898,,,280,,,"1,220.00",,,898,,,---,,
12,,"2,160.00",,,,"1,200.00",,"2,440.00",,,"1,200.00",,,280,,,322,,,302,,,---,,
13,,"2,437.00",,,,898,,"2,437.00",,,"1,200.00",,,280,,,302,,,277,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,046.0)   9,046.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 27,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5939,,,,,,,,,,0,,,,0,,,951,,,"1,104.50",,,
2,,6950,,,,,,,,,,0,,,,"1,104.50",,,758,,,88,,,
3,,6546,,,,,,,,,,951,,,,0,,,847,,,357,,,
4,,5329,,,,,,,,,,951,,,,357,,,847,,,337.5,,,
5,,4366,,,,,,,,,,951,,,,694.5,,,847,,,357,,,
6,,6979,,,,,,,,,,951,,,,"1,051.50",,,838,,,168,,,
7,,6255,,,,,,,,,,"1,798.00",,,,0,,,308,,,679,,,*
8,,6989,,,,,,,,,,"1,798.00",,,,679,,,302,,,258,,,
9,,4084,,,,,,,,,,"1,798.00",,,,937,,,301,,,258,,,
10,,6680,,,,,,,,,,"2,106.00",,,,0,,,333,,,808,,,*
11,,3686,,,,,,,,,,"2,106.00",,,,808,,,326.5,,,198,,,*
12,,5938,,,,,,,,,,"2,106.00",,,,"1,006.00",,,323,,,200,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,951,,,,0,,951,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,951,,,|,,
2,,0,,,,"1,104.50",,951,,,"1,104.50",,,951,,,"1,220.00",,,"1,104.50",,,---,,
3,,0,,,,"1,192.50",,951,,,"1,192.50",,,951,,,115.5,,,88,,,---,,
4,,758,,,,"1,104.50",,758,,,"1,192.50",,,951,,,88,,,758,,,|,,
5,,"1,798.00",,,,0,,"1,798.00",,,"1,220.00",,,"1,489.00",,,"1,220.00",,,847,,,|,,
6,,951,,,,357,,"1,798.00",,,357,,,847,,,"1,220.00",,,357,,,---,,
7,,951,,,,694.5,,"1,798.00",,,694.5,,,847,,,863,,,337.5,,,---,,
8,,951,,,,"1,051.50",,"1,798.00",,,"1,051.50",,,847,,,525.5,,,357,,,---,,
9,,951,,,,"1,219.50",,"1,798.00",,,"1,219.50",,,847,,,168.5,,,168,,,---,,
10,,"1,789.00",,,,"1,051.50",,"1,789.00",,,"1,219.50",,,847,,,168,,,838,,,|,,
11,,"2,106.00",,,,0,,"2,106.00",,,"1,220.00",,,642,,,"1,220.00",,,308,,,|,,
12,"1,798.00",679,"2,106.00",679,308,"1,220.00",679,---,,,,,,,,,,,,,,,,,
13,"1,798.00",937,"2,106.00",937,308,541,258,---,,,,,,,,,,,,,,,,,
14,"2,100.00",679,"2,100.00",937,308,258,302,|,,,,,,,,,,,,,,,,,
