4,,9641,,,,,,,,,,"2,247.00",,,,427,,,178,,,383,,,*
5,,12619,,,,,,,,,,0,,,,854,,,866.5,,,359,,,
6,,8712,,,,,,,,,,866.5,,,,854,,,866.5,,,359,,,
7,,11779,,,,,,,,,,"1,733.00",,,,854,,,665,,,295,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,427,,"2,440.00",,,427,,,"2,440.00",,,"1,220.00",,,427,,,---,,
2,,"2,247.00",,,,0,,"2,247.00",,,427,,,"2,440.00",,,427,,,"2,247.00",,,|,,
3,,"2,425.00",,,,0,,"2,425.00",,,427,,,193,,,427,,,178,,,|,,
4,,"2,247.00",,,,307,,"2,425.00",,,307,,,178,,,427,,,307,,,---,,
5,,0,,,,854,,"2,440.00",,,854,,,"2,440.00",,,793,,,427,,,---,,
6,,"2,247.00",,,,427,,"2,247.00",,,854,,,"2,440.00",,,427,,,"2,247.00",,,|,,
7,,"2,425.00",,,,427,,"2,425.00",,,854,,,193,,,427,,,178,,,|,,
8,,"2,247.00",,,,810,,"2,425.00",,,810,,,178,,,427,,,383,,,---,,
9,,0,,,,"1,213.00",,"2,440.00",,,"1,213.00",,,"2,440.00",,,366,,,359,,,---,,
10,,866.5,,,,854,,866.5,,,"1,213.00",,,"2,440.00",,,359,,,866.5,,,|,,
11,,"1,733.00",,,,854,,"1,733.00",,,"1,213.00",,,"1,573.50",,,359,,,866.5,,,|,,
12,,"2,398.00",,,,854,,"2,398.00",,,"1,213.00",,,707,,,359,,,665,,,|,,
13,,"1,733.00",,,,"1,149.00",,"2,398.00",,,"1,149.00",,,665,,,359,,,295,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,126.0)   11,126.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9381,,,,,,,,,,0,,,,0,,,"2,114.00",,,487.5,,,
2,,10369,,,,,,,,,,"2,114.00",,,,0,,,315,,,444.5,,,
3,,10866,,,,,,,,,,0,,,,487.5,,,"2,247.00",,,427,,,
4,,11743,,,,,,,,,,"2,247.00",,,,487.5,,,178,,,307,,,*
5,,12649,,,,,,,,,,0,,,,914.5,,,798,,,298,,,*
6,,8446,,,,,,,,,,798,,,,914.5,,,665,,,295,,,
7,,12557,,,,,,,,,,"1,463.00",,,,914.5,,,829.5,,,275.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,487.5,,"2,440.00",,,487.5,,,"2,440.00",,,"1,220.00",,,487.5,,,---,,
2,,"2,114.00",,,,0,,"2,114.00",,,487.5,,,"2,440.00",,,487.5,,,"2,114.00",,,|,,
3,,"2,429.00",,,,0,,"2,429.00",,,487.5,,,326,,,487.5,,,315,,,|,,
4,,"2,114.00",,,,444.5,,"2,429.00",,,444.5,,,315,,,487.5,,,444.5,,,---,,
5,,0,,,,914.5,,"2,440.00",,,914.5,,,"2,440.00",,,732.5,,,427,,,---,,
6,,"2,247.00",,,,487.5,,"2,247.00",,,914.5,,,"2,440.00",,,427,,,"2,247.00",,,|,,
7,,"2,425.00",,,,487.5,,"2,425.00",,,914.5,,,193,,,427,,,178,,,|,,
8,,"2,247.00",,,,794.5,,"2,425.00",,,794.5,,,178,,,427,,,307,,,---,,
9,,798,,,,914.5,,798,,,"1,220.00",,,"2,440.00",,,305.5,,,798,,,|,,
10,,0,,,,"1,212.50",,798,,,"1,212.50",,,798,,,305.5,,,298,,,---,,
11,,"1,463.00",,,,914.5,,"1,463.00",,,"1,220.00",,,"1,642.00",,,305.5,,,665,,,|,,
12,,798,,,,"1,209.50",,"1,463.00",,,"1,209.50",,,665,,,305.5,,,295,,,---,,
13,,"2,292.50",,,,914.5,,"2,292.50",,,"1,220.00",,,977,,,305.5,,,829.5,,,|,,
14,,"1,463.00",,,,"1,190.00",,"2,292.50",,,"1,190.00",,,829.5,,,305.5,,,275.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,411.0)   10,411.0",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10366,,,,,,,,,,0,,,,0,,,595,,,229,,,
2,,11541,,,,,,,,,,595,,,,0,,,595,,,228,,,
3,,10096,,,,,,,,,,"1,190.00",,,,0,,,595,,,228,,,
4,,5434,,,,,,,,,,"1,785.00",,,,0,,,544,,,161,,,
5,,9160,,,,,,,,,,0,,,,229,,,"2,114.00",,,487.5,,,
6,,11160,,,,,,,,,,"2,114.00",,,,229,,,315,,,444.5,,,
7,,12282,,,,,,,,,,0,,,,716.5,,,"2,114.00",,,487.5,,,
8,,9308,,,,,,,,,,"2,114.00",,,,716.5,,,315,,,444.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,229,,"2,440.00",,,229,,,"2,440.00",,,"1,220.00",,,229,,,---,,
2,,595,,,,0,,595,,,229,,,"2,440.00",,,229,,,595,,,|,,
3,,"1,190.00",,,,0,,"1,190.00",,,229,,,"1,845.00",,,229,,,595,,,|,,
4,,595,,,,228,,"1,190.00",,,228,,,595,,,229,,,228,,,---,,
5,,"1,785.00",,,,0,,"1,785.00",,,229,,,"1,250.00",,,229,,,595,,,|,,
6,,"1,190.00",,,,228,,"1,785.00",,,228,,,595,,,229,,,228,,,---,,
7,,"2,329.00",,,,0,,"2,329.00",,,229,,,655,,,229,,,544,,,|,,
8,,"1,785.00",,,,161,,"2,329.00",,,161,,,544,,,229,,,161,,,---,,
9,,0,,,,716.5,,"2,440.00",,,716.5,,,"2,440.00",,,991,,,487.5,,,---,,
10,,"2,114.00",,,,229,,"2,114.00",,,716.5,,,"2,440.00",,,487.5,,,"2,114.00",,,|,,
11,,"2,429.00",,,,229,,"2,429.00",,,716.5,,,326,,,487.5,,,315,,,|,,
12,,"2,114.00",,,,673.5,,"2,429.00",,,673.5,,,315,,,487.5,,,444.5,,,---,,
13,,0,,,,"1,204.00",,"2,440.00",,,"1,204.00",,,"2,440.00",,,503.5,,,487.5,,,---,,
14,,"2,114.00",,,,716.5,,"2,114.00",,,"1,204.00",,,"2,440.00",,,487.5,,,"2,114.00",,,|,,
15,,"2,429.00",,,,716.5,,"2,429.00",,,"1,204.00",,,326,,,487.5,,,315,,,|,,
16,,"2,114.00",,,,"1,161.00",,"2,429.00",,,"1,161.00",,,315,,,487.5,,,444.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,550.0)   12,550.0",,,,,,,,,,,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9413,,,,,,,,,,0,,,,0,,,"1,994.00",,,398,,,
2,,8417,,,,,,,,,,"1,994.00",,,,0,,,395,,,398,,,
3,,11011,,,,,,,,,,0,,,,398,,,694,,,395,,,
4,,12279,,,,,,,,,,694,,,,398,,,865,,,379.5,,,
5,,10751,,,,,,,,,,"1,559.00",,,,398,,,865,,,379.5,,,
6,,8908,,,,,,,,,,0,,,,793,,,"2,247.00",,,425,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,398,,"2,440.00",,,398,,,"2,440.00",,,"1,220.00",,,398,,,---,,
2,,"1,994.00",,,,0,,"1,994.00",,,398,,,"2,440.00",,,398,,,"1,994.00",,,|,,
3,,"2,389.00",,,,0,,"2,389.00",,,398,,,446,,,398,,,395,,,|,,
4,,0,,,,793,,"2,440.00",,,793,,,"2,440.00",,,822,,,395,,,---,,
5,,694,,,,398,,694,,,793,,,"2,440.00",,,395,,,694,,,|,,
6,,"1,559.00",,,,398,,"1,559.00",,,793,,,"1,746.00",,,395,,,865,,,|,,
7,,694,,,,777.5,,"1,559.00",,,777.5,,,865,,,395,,,379.5,,,---,,
8,,"2,424.00",,,,398,,"2,424.00",,,793,,,881,,,395,,,865,,,|,,
9,,"1,559.00",,,,777.5,,"2,424.00",,,777.5,,,865,,,395,,,379.5,,,---,,
10,,0,,,,"1,218.00",,"2,440.00",,,"1,218.00",,,"2,440.00",,,427,,,425,,,---,,
11,,"2,247.00",,,,793,,"2,247.00",,,"1,218.00",,,"2,440.00",,,425,,,"2,247.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,456.0)   11,456.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11200,,,,,,,,,,0,,,,0,,,"2,335.50",,,495,,,
2,,11224,,,,,,,,,,0,,,,495,,,"2,114.00",,,596,,,
3,,4763,,,,,,,,,,"2,114.00",,,,495,,,161,,,544,,,*
4,,4131,,,,,,,,,,"2,275.00",,,,495,,,161,,,544,,,*
5,,11021,,,,,,,,,,0,,,,"1,091.00",,,"1,016.00",,,48,,,
6,,10429,,,,,,,,,,"1,016.00",,,,"1,091.00",,,350,,,48,,,
7,,8052,,,,,,,,,,"1,366.00",,,,"1,091.00",,,"1,016.00",,,48,,,
8,,12232,,,,,,,,,,0,,,,"1,139.00",,,"2,038.00",,,54,,,
9,,10033,,,,,,,,,,"2,038.00",,,,"1,139.00",,,350,,,48,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,495,,"2,440.00",,,495,,,"2,440.00",,,"1,220.00",,,495,,,---,,
2,,"2,335.50",,,,0,,"2,335.50",,,495,,,"2,440.00",,,495,,,"2,335.50",,,|,,
3,,0,,,,"1,091.00",,"2,440.00",,,"1,091.00",,,"2,440.00",,,725,,,596,,,---,,
4,,"2,114.00",,,,495,,"2,114.00",,,"1,091.00",,,"2,440.00",,,596,,,"2,114.00",,,|,,
5,,"2,275.00",,,,495,,"2,275.00",,,"1,091.00",,,326,,,596,,,161,,,|,,
6,,"2,114.00",,,,"1,039.00",,"2,275.00",,,"1,039.00",,,161,,,596,,,544,,,---,,
7,,"2,436.00",,,,495,,"2,436.00",,,"1,091.00",,,165,,,596,,,161,,,|,,
8,,"2,275.00",,,,"1,039.00",,"2,436.00",,,"1,039.00",,,161,,,596,,,544,,,---,,
9,,0,,,,"1,139.00",,"2,440.00",,,"1,139.00",,,"2,440.00",,,129,,,48,,,---,,
10,,"1,016.00",,,,"1,091.00",,"1,016.00",,,"1,139.00",,,"2,440.00",,,48,,,"1,016.00",,,|,,
11,,"1,366.00",,,,"1,091.00",,"1,366.00",,,"1,139.00",,,"1,424.00",,,48,,,350,,,|,,
12,,"2,382.00",,,,"1,091.00",,"2,382.00",,,"1,139.00",,,"1,074.00",,,48,,,"1,016.00",,,|,,
13,,0,,,,"1,193.00",,"2,440.00",,,"1,193.00",,,"2,440.00",,,81,,,54,,,---,,
14,,"2,038.00",,,,"1,139.00",,"2,038.00",,,"1,193.00",,,"2,440.00",,,54,,,"2,038.00",,,|,,
15,,"2,388.00",,,,"1,139.00",,"2,388.00",,,"1,193.00",,,402,,,54,,,350,,,|,,
16,,"2,038.00",,,,"1,187.00",,"2,388.00",,,"1,187.00",,,350,,,54,,,48,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,967.0)   12,967.0",,,,,,,,,,,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,8635,,,,,,,,,,0,,,,0,,,865,,,379.5,,,
2,,10814,,,,,,,,,,865,,,,0,,,934,,,375,,,
3,,9620,,,,,,,,,,"1,799.00",,,,0,,,608,,,375,,,
4,,9153,,,,,,,,,,0,,,,379.5,,,"1,844.00",,,403,,,
5,,10113,,,,,,,,,,"1,844.00",,,,379.5,,,591,,,375,,,
6,,9032,,,,,,,,,,0,,,,782.5,,,"2,247.00",,,425,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,379.5,,"2,440.00",,,379.5,,,"2,440.00",,,"1,220.00",,,379.5,,,---,,
2,,865,,,,0,,865,,,379.5,,,"2,440.00",,,379.5,,,865,,,|,,
3,,"1,799.00",,,,0,,"1,799.00",,,379.5,,,"1,575.00",,,379.5,,,934,,,|,,
4,,865,,,,375,,"1,799.00",,,375,,,934,,,379.5,,,375,,,---,,
5,,"2,407.00",,,,0,,"2,407.00",,,379.5,,,641,,,379.5,,,608,,,|,,
6,,"1,799.00",,,,375,,"2,407.00",,,375,,,608,,,379.5,,,375,,,---,,
7,,0,,,,782.5,,"2,440.00",,,782.5,,,"2,440.00",,,840.5,,,403,,,---,,
8,,"1,844.00",,,,379.5,,"1,844.00",,,782.5,,,"2,440.00",,,403,,,"1,844.00",,,|,,
9,,"2,435.00",,,,379.5,,"2,435.00",,,782.5,,,596,,,403,,,591,,,|,,
10,,"1,844.00",,,,754.5,,"2,435.00",,,754.5,,,591,,,403,,,375,,,---,,
11,,0,,,,"1,207.50",,"2,440.00",,,"1,207.50",,,"2,440.00",,,437.5,,,425,,,---,,
12,,"2,247.00",,,,782.5,,"2,247.00",,,"1,207.50",,,"2,440.00",,,425,,,"2,247.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,822.5)   11,822.5",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9627,,,,,,,,,,0,,,,0,,,936.5,,,410,,,
2,,11275,,,,,,,,,,0,,,,410,,,934,,,402,,,
3,,11656,,,,,,,,,,0,,,,812,,,854,,,402,,,
4,,10151,,,,,,,,,,936.5,,,,0,,,934,,,401.5,,,
5,,9305,,,,,,,,,,936.5,,,,401.5,,,934,,,401.5,,,
6,,8541,,,,,,,,,,936.5,,,,803,,,922.5,,,410,,,
7,,9614,,,,,,,,,,"1,870.50",,,,0,,,545,,,903,,,*
8,,5769,,,,,,,,,,"1,870.50",,,,903,,,544,,,161,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,936.5,,,,0,,936.5,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,936.5,,,|,,
2,,0,,,,410,,936.5,,,410,,,936.5,,,"1,220.00",,,410,,,---,,
3,,0,,,,812,,936.5,,,812,,,936.5,,,810,,,402,,,---,,
4,,934,,,,410,,934,,,812,,,936.5,,,402,,,934,,,|,,
5,,0,,,,"1,214.00",,936.5,,,"1,214.00",,,936.5,,,408,,,402,,,---,,
6,,854,,,,812,,854,,,"1,214.00",,,936.5,,,402,,,854,,,|,,
7,,"1,870.50",,,,0,,"1,870.50",,,"1,220.00",,,"1,503.50",,,"1,220.00",,,934,,,|,,
8,,936.5,,,,401.5,,"1,870.50",,,401.5,,,934,,,"1,220.00",,,401.5,,,---,,
9,,936.5,,,,803,,"1,870.50",,,803,,,934,,,818.5,,,401.5,,,---,,
10,,936.5,,,,"1,213.00",,"1,870.50",,,"1,213.00",,,934,,,417,,,410,,,---,,
11,,"1,859.00",,,,803,,"1,859.00",,,"1,213.00",,,934,,,410,,,922.5,,,|,,
12,,"2,415.50",,,,0,,"2,415.50",,,"1,220.00",,,569.5,,,"1,220.00",,,545,,,|,,
13,,"1,870.50",,,,903,,"2,415.50",,,903,,,545,,,"1,220.00",,,903,,,---,,
14,,"1,870.50",,,,"1,064.00",,"2,415.50",,,"1,064.00",,,545,,,317,,,161,,,---,,
15,,"2,414.50",,,,903,,"2,414.50",,,"1,064.00",,,545,,,161,,,544,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,736.5)   11,736.5",,Count of cuts   (1 x 15)   15,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12545,,,,,,,,,,0,,,,0,,,865,,,379.5,,,
2,,7825,,,,,,,,,,865,,,,0,,,608,,,375,,,
3,,8587,,,,,,,,,,"1,473.00",,,,0,,,854,,,375,,,
4,,12591,,,,,,,,,,0,,,,379.5,,,"1,386.50",,,410,,,
5,,7837,,,,,,,,,,"1,386.50",,,,379.5,,,694,,,395,,,
6,,12365,,,,,,,,,,"2,080.50",,,,379.5,,,343.5,,,395,,,*
7,,8488,,,,,,,,,,0,,,,789.5,,,"2,247.00",,,425,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,379.5,,"2,440.00",,,379.5,,,"2,440.00",,,"1,220.00",,,379.5,,,---,,
2,,865,,,,0,,865,,,379.5,,,"2,440.00",,,379.5,,,865,,,|,,
3,,"1,473.00",,,,0,,"1,473.00",,,379.5,,,"1,575.00",,,379.5,,,608,,,|,,
4,,865,,,,375,,"1,473.00",,,375,,,608,,,379.5,,,375,,,---,,
5,,"2,327.00",,,,0,,"2,327.00",,,379.5,,,967,,,379.5,,,854,,,|,,
6,,"1,473.00",,,,375,,"2,327.00",,,375,,,854,,,379.5,,,375,,,---,,
7,,0,,,,789.5,,"2,440.00",,,789.5,,,"2,440.00",,,840.5,,,410,,,---,,
8,,"1,386.50",,,,379.5,,"1,386.50",,,789.5,,,"2,440.00",,,410,,,"1,386.50",,,|,,
9,,"2,080.50",,,,379.5,,"2,080.50",,,789.5,,,"1,053.50",,,410,,,694,,,|,,
10,,"1,386.50",,,,774.5,,"2,080.50",,,774.5,,,694,,,410,,,395,,,---,,
11,,"2,424.00",,,,379.5,,"2,424.00",,,789.5,,,359.5,,,410,,,343.5,,,|,,
12,,"2,080.50",,,,774.5,,"2,424.00",,,774.5,,,343.5,,,410,,,395,,,---,,
13,,0,,,,"1,214.50",,"2,440.00",,,"1,214.50",,,"2,440.00",,,430.5,,,425,,,---,,
14,,"2,247.00",,,,789.5,,"2,247.00",,,"1,214.50",,,"2,440.00",,,425,,,"2,247.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,613.0)   12,613.0",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 15,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9107,,,,,,,,,,0,,,,0,,,403,,,735,,,*
2,,10436,,,,,,,,,,403,,,,0,,,403,,,735,,,*
3,,9211,,,,,,,,,,806,,,,0,,,403,,,735,,,*
4,,8922,,,,,,,,,,"1,209.00",,,,0,,,403,,,735,,,*
5,,11251,,,,,,,,,,"1,612.00",,,,0,,,403,,,735,,,*
6,,9005,,,,,,,,,,"2,015.00",,,,0,,,403,,,735,,,*
7,,9965,,,,,,,,,,0,,,,735,,,"2,114.00",,,430,,,
8,,9553,,,,,,,,,,0,,,,"1,165.00",,,"2,098.00",,,38,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,735,,"2,440.00",,,735,,,"2,440.00",,,"1,220.00",,,735,,,---,,
2,,403,,,,0,,403,,,735,,,"2,440.00",,,735,,,403,,,|,,
3,,806,,,,0,,806,,,735,,,"2,037.00",,,735,,,403,,,|,,
4,,"1,209.00",,,,0,,"1,209.00",,,735,,,"1,634.00",,,735,,,403,,,|,,
5,,"1,612.00",,,,0,,"1,612.00",,,735,,,"1,231.00",,,735,,,403,,,|,,
6,,"2,015.00",,,,0,,"2,015.00",,,735,,,828,,,735,,,403,,,|,,
7,,"2,418.00",,,,0,,"2,418.00",,,735,,,425,,,735,,,403,,,|,,
8,,0,,,,"1,165.00",,"2,440.00",,,"1,165.00",,,"2,440.00",,,485,,,430,,,---,,
9,,"2,114.00",,,,735,,"2,114.00",,,"1,165.00",,,"2,440.00",,,430,,,"2,114.00",,,|,,
