Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33752,,,,,,,,,,0.0,,,,0.0,,,770.0,,,558.0,,,,,
2,,33883,,,,,,,,,,770.0,,,,0.0,,,770.0,,,558.0,,,,,
3,,35947,,,,,,,,,,"1,540.0",,,,0.0,,,288.0,,,542.0,,,*,,
4,,35118,,,,,,,,,,"1,828.0",,,,0.0,,,308.0,,,542.0,,,*,,
5,,35421,,,,,,,,,,"2,136.0",,,,0.0,,,288.0,,,541.0,,,*,,
6,,34421,,,,,,,,,,0.0,,,,558.0,,,"2,432.0",,,328.0,,,,,
7,,36434,,,,,,,,,,0.0,,,,886.0,,,"2,432.0",,,328.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
3,,0.0,,,,638.0,,"2,432.0",,,638.0,,,"2,432.0",,,640.0,,,58.0,,,---,,
4,,"1,618.0",,,,580.0,,"1,618.0",,,638.0,,,"2,432.0",,,58.0,,,"1,618.0",,,|,,
5,,0.0,,,,"1,218.0",,"2,432.0",,,"1,218.0",,,"2,432.0",,,582.0,,,580.0,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,574.0)   8,574.0",,,,,,,,,,,,,,,Count of cuts   (1 x 5)   5,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
3 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,37365,,,,,,,,,,0.0,,,,0.0,,,372.0,,,579.0,,,,,
2,,32941,,,,,,,,,,372.0,,,,0.0,,,770.0,,,579.0,,,,,
3,,35716,,,,,,,,,,"1,142.0",,,,0.0,,,372.0,,,577.0,,,,,
4,,36118,,,,,,,,,,"1,514.0",,,,0.0,,,770.0,,,577.0,,,,,
5,,37415,,,,,,,,,,"2,284.0",,,,0.0,,,98.0,,,542.0,,,*,,
6,,32522,,,,,,,,,,0.0,,,,579.0,,,"2,432.0",,,580.0,,,,,
7,,37110,,,,,,,,,,0.0,,,,"1,159.0",,,"1,618.0",,,58.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,579.0,,"2,440.0",,,579.0,,,"2,440.0",,,"1,220.0",,,579.0,,,---,,,
2,,372.0,,,,0.0,,372.0,,,579.0,,,"2,440.0",,,579.0,,,372.0,,,|,,,
3,,"1,142.0",,,,0.0,,"1,142.0",,,579.0,,,"2,068.0",,,579.0,,,770.0,,,|,,,
4,,"1,514.0",,,,0.0,,"1,514.0",,,579.0,,,"1,298.0",,,579.0,,,372.0,,,|,,,
5,,"1,142.0",,,,577.0,,"1,514.0",,,577.0,,,372.0,,,579.0,,,577.0,,,---,,,
6,,"2,284.0",,,,0.0,,"2,284.0",,,579.0,,,926.0,,,579.0,,,770.0,,,|,,,
7,,"1,514.0",,,,577.0,,"2,284.0",,,577.0,,,770.0,,,579.0,,,577.0,,,---,,,
8,,"2,382.0",,,,0.0,,"2,382.0",,,579.0,,,156.0,,,579.0,,,98.0,,,|,,,
9,,"2,284.0",,,,542.0,,"2,382.0",,,542.0,,,98.0,,,579.0,,,542.0,,,---,,,
10,,0.0,,,,"1,159.0",,"2,440.0",,,"1,159.0",,,"2,440.0",,,641.0,,,580.0,,,---,,,
11,,"2,432.0",,,,579.0,,"2,432.0",,,"1,159.0",,,"2,440.0",,,580.0,,,"2,432.0",,,|,,,
12,,0.0,,,,"1,217.0",,"2,440.0",,,"1,217.0",,,"2,440.0",,,61.0,,,58.0,,,---,,,
13,,"1,618.0",,,,"1,159.0",,"1,618.0",,,"1,217.0",,,"2,440.0",,,58.0,,,"1,618.0",,,|,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,093.0)   12,093.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
4 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33677,,*,,,,,*,,,0.0,,,,0.0,,,327.0,,,542.0,,,*,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,327.0,,,,0.0,,327.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,327.0,,,|,,
2,,0.0,,,,542.0,,327.0,,,542.0,,,327.0,,,"1,220.0",,,542.0,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 1,547.0)   1,547.0",,,,,,,,,,,,,,,Count of cuts   (1 x 2)   2,,,,,,,,,,,
