Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,26170,,,,,,,,,,0.0,,,,0.0,,,"1,769.0",,,355.0,,,,,
2,,26606,,,,,,,,,,0.0,,,,355.0,,,"1,598.0",,,579.5,,,,,
3,,25369,,,,,,,,,,0.0,,,,934.5,,,779.0,,,267.0,,,,,
4,,23613,,,,,,,,,,779.0,,,,934.5,,,779.0,,,267.0,,,,,
5,,24882,,,,,,,,,,"1,769.0",,,,0.0,,,578.0,,,"1,188.0",,,*,,
6,,25031,,,,,,,,,,"2,347.0",,,,0.0,,,88.0,,,"1,048.0",,,*,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
10,,"2,435.0",,,,0.0,,"2,435.0",,,"1,220.0",,,93.0,,,"1,220.0",,,88.0,,,|,,,
11,,"2,347.0",,,,"1,048.0",,"2,435.0",,,"1,048.0",,,88.0,,,"1,220.0",,,"1,048.0",,,---,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,746.5)   10,746.5",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
2 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,23997,,,,,,,,,,0.0,,,,0.0,,,448.0,,,"1,198.0",,,*,,
2,,24634,,,,,,,,,,448.0,,,,0.0,,,501.0,,,732.0,,,*,,
3,,23531,,,,,,,,,,448.0,,,,732.0,,,501.0,,,358.0,,,*,,
4,,24536,,,,,,,,,,949.0,,,,0.0,,,"1,466.0",,,558.0,,,,,
5,,23390,,,,,,,,,,949.0,,,,558.0,,,732.0,,,537.0,,,,,
6,,23112,,,,,,,,,,"1,681.0",,,,558.0,,,732.0,,,537.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,448.0,,,,0.0,,448.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,448.0,,,|,,,
2,,0.0,,,,"1,198.0",,448.0,,,"1,198.0",,,448.0,,,"1,220.0",,,"1,198.0",,,---,,,
3,,949.0,,,,0.0,,949.0,,,"1,220.0",,,"1,992.0",,,"1,220.0",,,501.0,,,|,,,
4,,448.0,,,,732.0,,949.0,,,732.0,,,501.0,,,"1,220.0",,,732.0,,,---,,,
5,,448.0,,,,"1,090.0",,949.0,,,"1,090.0",,,501.0,,,488.0,,,358.0,,,---,,,
6,,"2,415.0",,,,0.0,,"2,415.0",,,"1,220.0",,,"1,491.0",,,"1,220.0",,,"1,466.0",,,|,,,
7,,949.0,,,,558.0,,"2,415.0",,,558.0,,,"1,466.0",,,"1,220.0",,,558.0,,,---,,,
8,,949.0,,,,"1,095.0",,"2,415.0",,,"1,095.0",,,"1,466.0",,,662.0,,,537.0,,,---,,,
9,,"1,681.0",,,,558.0,,"1,681.0",,,"1,095.0",,,"1,466.0",,,537.0,,,732.0,,,|,,,
10,,"2,413.0",,,,558.0,,"2,413.0",,,"1,095.0",,,734.0,,,537.0,,,732.0,,,|,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,116.0)   9,116.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
3 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,24266,,,,,,,,,,0.0,,,,0.0,,,779.0,,,267.0,,,,,
2,,24961,,,,,,,,,,779.0,,,,0.0,,,779.0,,,267.0,,,,,
3,,26043,,,,,,,,,,"1,558.0",,,,0.0,,,779.0,,,267.0,,,,,
4,,27221,,,,,,,,,,0.0,,,,267.0,,,"1,918.0",,,398.0,,,,,
5,,22662,,,,,,,,,,"1,918.0",,,,267.0,,,355.0,,,348.0,,,*,,
6,,25659,,,,,,,,,,0.0,,,,665.0,,,"1,928.0",,,88.0,,,,,
7,,23152,,,,,,,,,,0.0,,,,753.0,,,"2,398.0",,,398.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,267.0,,"2,440.0",,,267.0,,,"2,440.0",,,"1,220.0",,,267.0,,,---,,,
2,,779.0,,,,0.0,,779.0,,,267.0,,,"2,440.0",,,267.0,,,779.0,,,|,,,
3,,"1,558.0",,,,0.0,,"1,558.0",,,267.0,,,"1,661.0",,,267.0,,,779.0,,,|,,,
4,,"2,337.0",,,,0.0,,"2,337.0",,,267.0,,,882.0,,,267.0,,,779.0,,,|,,,
5,,0.0,,,,665.0,,"2,440.0",,,665.0,,,"2,440.0",,,953.0,,,398.0,,,---,,,
6,,"1,918.0",,,,267.0,,"1,918.0",,,665.0,,,"2,440.0",,,398.0,,,"1,918.0",,,|,,,
7,,"2,273.0",,,,267.0,,"2,273.0",,,665.0,,,522.0,,,398.0,,,355.0,,,|,,,
8,,"1,918.0",,,,615.0,,"2,273.0",,,615.0,,,355.0,,,398.0,,,348.0,,,---,,,
9,,0.0,,,,753.0,,"2,440.0",,,753.0,,,"2,440.0",,,555.0,,,88.0,,,---,,,
10,,"1,928.0",,,,665.0,,"1,928.0",,,753.0,,,"2,440.0",,,88.0,,,"1,928.0",,,|,,,
11,,0.0,,,,"1,151.0",,"2,440.0",,,"1,151.0",,,"2,440.0",,,467.0,,,398.0,,,---,,,
12,,"2,398.0",,,,753.0,,"2,398.0",,,"1,151.0",,,"2,440.0",,,398.0,,,"2,398.0",,,|,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,198.0)   12,198.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
4 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,23145,,,,,,,,,,0.0,,,,0.0,,,"1,299.0",,,449.0,,,,
2,,24519,,*,,,,,*,,,0.0,,,,449.0,,,"1,563.0",,,578.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,563.0",,,,0.0,,"1,563.0",,,"1,220.0",,,"2,440.0",,,"1,220.0",,,"1,563.0",,,|,,
2,,0.0,,,,449.0,,"1,563.0",,,449.0,,,"1,563.0",,,"1,220.0",,,449.0,,,---,,
3,,"1,299.0",,,,0.0,,"1,299.0",,,449.0,,,"1,563.0",,,449.0,,,"1,299.0",,,|,,
4,,0.0,,,,"1,027.0",,"1,563.0",,,"1,027.0",,,"1,563.0",,,771.0,,,578.0,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 4,795.0)   4,795.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,,
