3,,0,,,,835,,"2,114.00",,,835,,,"2,114.00",,,802.5,,,417.5,,,---,,
4,,"1,964.00",,,,835,,"1,964.00",,,"1,220.00",,,"2,114.00",,,385,,,"1,964.00",,,|,,
5,,"2,412.00",,,,0,,"2,412.00",,,"1,220.00",,,326,,,"1,220.00",,,298,,,|,,
6,,"2,114.00",,,,795,,"2,412.00",,,795,,,298,,,"1,220.00",,,795,,,---,,
7,,"2,114.00",,,,"1,218.00",,"2,412.00",,,"1,218.00",,,298,,,425,,,423,,,---,,
8,,"2,314.00",,,,795,,"2,314.00",,,"1,218.00",,,298,,,423,,,200,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,072.0)   8,072.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,30369,,,,,,,,,,0,,,,0,,,"2,299.00",,,425,,,
2,,27519,,,,,,,,,,0,,,,425,,,765,,,395,,,
3,,29081,,,,,,,,,,765,,,,425,,,"1,566.00",,,395,,,
4,,31864,,,,,,,,,,0,,,,820,,,463,,,395,,,
5,,31799,,,,,,,,,,463,,,,820,,,"1,964.00",,,385,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,425,,"2,440.00",,,425,,,"2,440.00",,,"1,220.00",,,425,,,---,,
2,,"2,299.00",,,,0,,"2,299.00",,,425,,,"2,440.00",,,425,,,"2,299.00",,,|,,
3,,0,,,,820,,"2,440.00",,,820,,,"2,440.00",,,795,,,395,,,---,,
4,,765,,,,425,,765,,,820,,,"2,440.00",,,395,,,765,,,|,,
5,,"2,331.00",,,,425,,"2,331.00",,,820,,,"1,675.00",,,395,,,"1,566.00",,,|,,
6,,463,,,,820,,463,,,"1,220.00",,,"2,440.00",,,400,,,463,,,|,,
7,,0,,,,"1,215.00",,463,,,"1,215.00",,,463,,,400,,,395,,,---,,
8,,"2,427.00",,,,820,,"2,427.00",,,"1,220.00",,,"1,977.00",,,400,,,"1,964.00",,,|,,
9,,463,,,,"1,205.00",,"2,427.00",,,"1,205.00",,,"1,964.00",,,400,,,385,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,322.0)   9,322.0",,,,,,,,,,,,,,,Count of cuts   (1 x 9)   9,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,27832,,,,,,,,,,0,,,,0,,,"2,034.00",,,395,,,
2,,28222,,,,,,,,,,0,,,,395,,,"2,034.00",,,395,,,
3,,28918,,,,,,,,,,0,,,,790,,,"1,934.00",,,420,,,
4,,31226,,,,,,,,,,"2,034.00",,,,0,,,395,,,"1,054.00",,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,034.00",,,,0,,"2,034.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,034.00",,,|,,
2,,0,,,,395,,"2,034.00",,,395,,,"2,034.00",,,"1,220.00",,,395,,,---,,
3,,0,,,,790,,"2,034.00",,,790,,,"2,034.00",,,825,,,395,,,---,,
4,,0,,,,"1,210.00",,"2,034.00",,,"1,210.00",,,"2,034.00",,,430,,,420,,,---,,
5,,"1,934.00",,,,790,,"1,934.00",,,"1,210.00",,,"2,034.00",,,420,,,"1,934.00",,,|,,
6,,"2,429.00",,,,0,,"2,429.00",,,"1,220.00",,,406,,,"1,220.00",,,395,,,|,,
7,,"2,034.00",,,,"1,054.00",,"2,429.00",,,"1,054.00",,,395,,,"1,220.00",,,"1,054.00",,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,357.0)   9,357.0",,,,,,,,,,,,,,,Count of cuts   (1 x 7)   7,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,28696,,,,,,,,,,0,,,,0,,,"1,934.00",,,420,,,
2,,27643,,,,,,,,,,"1,934.00",,,,0,,,463,,,395,,,
3,,30066,,,,,,,,,,0,,,,420,,,"1,054.00",,,395,,,
4,,32407,,,,,,,,,,"1,054.00",,,,420,,,945,,,387,,,
5,,30533,,,,,,,,,,"1,999.00",,,,420,,,423,,,200,,,
6,,28589,,,,,,,,,,0,,,,815,,,"1,054.00",,,395,,,
7,,31779,,,,,,,,,,"1,054.00",,,,815,,,765,,,395,,,
8,,30759,,,,,,,,,,"1,819.00",,,,815,,,614.5,,,385,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,420,,"2,440.00",,,420,,,"2,440.00",,,"1,220.00",,,420,,,---,,
2,,"1,934.00",,,,0,,"1,934.00",,,420,,,"2,440.00",,,420,,,"1,934.00",,,|,,
3,,"2,397.00",,,,0,,"2,397.00",,,420,,,506,,,420,,,463,,,|,,
4,,"1,934.00",,,,395,,"2,397.00",,,395,,,463,,,420,,,395,,,---,,
5,,0,,,,815,,"2,440.00",,,815,,,"2,440.00",,,800,,,395,,,---,,
6,,"1,054.00",,,,420,,"1,054.00",,,815,,,"2,440.00",,,395,,,"1,054.00",,,|,,
7,,"1,999.00",,,,420,,"1,999.00",,,815,,,"1,386.00",,,395,,,945,,,|,,
8,,"1,054.00",,,,807,,"1,999.00",,,807,,,945,,,395,,,387,,,---,,
9,,"2,422.00",,,,420,,"2,422.00",,,815,,,441,,,395,,,423,,,|,,
10,,"1,999.00",,,,620,,"2,422.00",,,620,,,423,,,395,,,200,,,---,,
11,,0,,,,"1,210.00",,"2,440.00",,,"1,210.00",,,"2,440.00",,,405,,,395,,,---,,
12,,"1,054.00",,,,815,,"1,054.00",,,"1,210.00",,,"2,440.00",,,395,,,"1,054.00",,,|,,
13,,"1,819.00",,,,815,,"1,819.00",,,"1,210.00",,,"1,386.00",,,395,,,765,,,|,,
14,,"2,433.50",,,,815,,"2,433.50",,,"1,210.00",,,621,,,395,,,614.5,,,|,,
15,,"1,819.00",,,,"1,200.00",,"2,433.50",,,"1,200.00",,,614.5,,,395,,,385,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,975.5)   12,975.5",,,,,,,,,,,,,,,Count of cuts   (1 x 15)   15,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,30519,,,,,,,,,,0,,,,0,,,"2,114.00",,,417.5,,,
2,,31058,,,,,,,,,,0,,,,417.5,,,"2,114.00",,,417.5,,,
3,,28635,,,,,,,,,,0,,,,835,,,"1,964.00",,,385,,,
4,,27475,,,,,,,,,,"2,114.00",,,,0,,,260,,,525,,,*
5,,30263,,,,,,,,,,"2,114.00",,,,525,,,198,,,618,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,114.00",,,,0,,"2,114.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,114.00",,,|,,
2,,0,,,,417.5,,"2,114.00",,,417.5,,,"2,114.00",,,"1,220.00",,,417.5,,,---,,
3,,0,,,,835,,"2,114.00",,,835,,,"2,114.00",,,802.5,,,417.5,,,---,,
4,,"1,964.00",,,,835,,"1,964.00",,,"1,220.00",,,"2,114.00",,,385,,,"1,964.00",,,|,,
5,,"2,374.00",,,,0,,"2,374.00",,,"1,220.00",,,326,,,"1,220.00",,,260,,,|,,
6,,"2,114.00",,,,525,,"2,374.00",,,525,,,260,,,"1,220.00",,,525,,,---,,
7,,"2,114.00",,,,"1,143.00",,"2,374.00",,,"1,143.00",,,260,,,695,,,618,,,---,,
8,,"2,312.00",,,,525,,"2,312.00",,,"1,143.00",,,260,,,618,,,198,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,191.0)   8,191.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,30379,,,,,,,,,,0,,,,0,,,420,,,525,,,*
2,,28183,,,,,,,,,,420,,,,0,,,420,,,525,,,*
3,,28699,,,,,,,,,,840,,,,0,,,395,,,512.5,,,*
4,,30104,,,,,,,,,,"1,235.00",,,,0,,,395,,,512.5,,,*
5,,31222,,,,,,,,,,"1,630.00",,,,0,,,395,,,512.5,,,*
6,,28541,,,,,,,,,,"2,025.00",,,,0,,,395,,,512.5,,,*
7,,27904,,,,,,,,,,0,,,,525,,,423,,,200,,,
8,,31555,,,,,,,,,,423,,,,525,,,423,,,200,,,
9,,28801,,,,,,,,,,846,,,,525,,,"1,498.00",,,198,,,
10,,28824,,,,,,,,,,0,,,,725,,,"2,098.00",,,38,,,
11,,31737,,,,,,,,,,0,,,,763,,,"2,299.00",,,425,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,525,,"2,440.00",,,525,,,"2,440.00",,,"1,220.00",,,525,,,---,,
2,,420,,,,0,,420,,,525,,,"2,440.00",,,525,,,420,,,|,,
3,,840,,,,0,,840,,,525,,,"2,020.00",,,525,,,420,,,|,,
4,,"1,235.00",,,,0,,"1,235.00",,,525,,,"1,600.00",,,525,,,395,,,|,,
5,,840,,,,512.5,,"1,235.00",,,512.5,,,395,,,525,,,512.5,,,---,,
6,,"1,630.00",,,,0,,"1,630.00",,,525,,,"1,205.00",,,525,,,395,,,|,,
7,,"1,235.00",,,,512.5,,"1,630.00",,,512.5,,,395,,,525,,,512.5,,,---,,
8,,"2,025.00",,,,0,,"2,025.00",,,525,,,810,,,525,,,395,,,|,,
9,,"1,630.00",,,,512.5,,"2,025.00",,,512.5,,,395,,,525,,,512.5,,,---,,
10,,"2,420.00",,,,0,,"2,420.00",,,525,,,415,,,525,,,395,,,|,,
11,,"2,025.00",,,,512.5,,"2,420.00",,,512.5,,,395,,,525,,,512.5,,,---,,
12,,0,,,,725,,"2,440.00",,,725,,,"2,440.00",,,695,,,200,,,---,,
13,423,525,423,725,"2,440.00",200,423,|,,,,,,,,,,,,,,,,,
14,846,525,846,725,"2,017.00",200,423,|,,,,,,,,,,,,,,,,,
15,"2,344.00",525,"2,344.00",725,"1,594.00",200,"1,498.00",|,,,,,,,,,,,,,,,,,
16,846,723,"2,344.00",723,"1,498.00",200,198,---,,,,,,,,,,,,,,,,,
17,0,763,"2,440.00",763,"2,440.00",495,38,---,,,,,,,,,,,,,,,,,
18,"2,098.00",725,"2,098.00",763,"2,440.00",38,"2,098.00",|,,,,,,,,,,,,,,,,,
19,0,"1,188.00","2,440.00","1,188.00","2,440.00",457,425,---,,,,,,,,,,,,,,,,,
20,"2,299.00",763,"2,299.00","1,188.00","2,440.00",425,"2,299.00",|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 17,051.0)   17,051.0",,,,,,Count of cuts   (1 x 20)   20,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,27696,,,,,,,,,,0,,,,0,,,420,,,525,,,*
2,,31770,,,,,,,,,,0,,,,525,,,417.5,,,660,,,*
3,,28917,,,,,,,,,,420,,,,0,,,"1,934.00",,,420,,,
4,,27948,,,,,,,,,,420,,,,420,,,458.5,,,765,,,*
5,,31894,,,,,,,,,,878.5,,,,420,,,458.5,,,765,,,*
6,,31979,,,,,,,,,,"1,337.00",,,,420,,,430.5,,,765,,,*
7,,30071,,,,,,,,,,"1,767.50",,,,420,,,430.5,,,765,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,420,,,,0,,420,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,420,,,|,,
2,,0,,,,525,,420,,,525,,,420,,,"1,220.00",,,525,,,---,,
3,,0,,,,"1,185.00",,420,,,"1,185.00",,,420,,,695,,,660,,,---,,
4,,417.5,,,,525,,417.5,,,"1,185.00",,,420,,,660,,,417.5,,,|,,
5,,420,,,,420,,"2,440.00",,,420,,,"2,020.00",,,"1,220.00",,,420,,,---,,
6,,"2,354.00",,,,0,,"2,354.00",,,420,,,"2,020.00",,,420,,,"1,934.00",,,|,,
7,,420,,,,"1,185.00",,"2,440.00",,,"1,185.00",,,"2,020.00",,,800,,,765,,,---,,
8,,878.5,,,,420,,878.5,,,"1,185.00",,,"2,020.00",,,765,,,458.5,,,|,,
9,,"1,337.00",,,,420,,"1,337.00",,,"1,185.00",,,"1,561.50",,,765,,,458.5,,,|,,
10,,"1,767.50",,,,420,,"1,767.50",,,"1,185.00",,,"1,103.00",,,765,,,430.5,,,|,,
11,,"2,198.00",,,,420,,"2,198.00",,,"1,185.00",,,672.5,,,765,,,430.5,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,240.0)   10,240.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,32227,,,,,,,,,,0,,,,0,,,423.5,,,512.5,,,*
2,,27791,,,,,,,,,,423.5,,,,0,,,"1,934.00",,,420,,,
3,,27576,,,,,,,,,,0,,,,512.5,,,417.5,,,660,,,*
4,,31794,,,,,,,,,,417.5,,,,512.5,,,417.5,,,660,,,*
5,,28068,,,,,,,,,,835,,,,512.5,,,417.5,,,660,,,*
6,,31596,,*,,,,,*,,,"1,252.50",,,,512.5,,,385,,,614.5,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,512.5,,"2,440.00",,,512.5,,,"2,440.00",,,"1,220.00",,,512.5,,,---,,
2,,423.5,,,,0,,423.5,,,512.5,,,"2,440.00",,,512.5,,,423.5,,,|,,
3,,"2,357.50",,,,0,,"2,357.50",,,512.5,,,"2,016.50",,,512.5,,,"1,934.00",,,|,,
4,,423.5,,,,420,,"2,357.50",,,420,,,"1,934.00",,,512.5,,,420,,,---,,
5,,0,,,,"1,172.50",,"2,440.00",,,"1,172.50",,,"2,440.00",,,707.5,,,660,,,---,,
6,,417.5,,,,512.5,,417.5,,,"1,172.50",,,"2,440.00",,,660,,,417.5,,,|,,
7,,835,,,,512.5,,835,,,"1,172.50",,,"2,022.50",,,660,,,417.5,,,|,,
8,,"1,252.50",,,,512.5,,"1,252.50",,,"1,172.50",,,"1,605.00",,,660,,,417.5,,,|,,
9,,"1,637.50",,,,512.5,,"1,637.50",,,"1,172.50",,,"1,187.50",,,660,,,385,,,|,,
10,,"1,252.50",,,,"1,127.00",,"1,637.50",,,"1,127.00",,,385,,,660,,,614.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,864.0)   10,864.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
