Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 4,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33178,,,,,,,,,,0,,,,0,,,"1,658.00",,,58,,,
2,,34015,,,,,,,,,,0,,,,58,,,"1,658.00",,,58,,,
3,,33710,,,,,,,,,,0,,,,116,,,"1,637.00",,,329,,,
4,,36675,,,,,,,,,,0,,,,445,,,"1,637.00",,,329,,,
5,,35671,,,,,,,,,,0,,,,774,,,807.5,,,310,,,
6,,35809,,,,,,,,,,807.5,,,,774,,,807.5,,,310,,,
7,,34744,,,,,,,,,,0,,,,"1,084.00",,,"1,388.00",,,58,,,
8,,32972,,,,,,,,,,0,,,,"1,142.00",,,"1,368.00",,,58,,,
9,,36410,,,,,,,,,,"1,658.00",,,,0,,,359,,,"1,189.00",,,*
10,,34731,,,,,,,,,,"2,017.00",,,,0,,,359,,,"1,189.00",,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,658.00",,,,0,,"1,658.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,658.00",,,|,,
2,,0,,,,58,,"1,658.00",,,58,,,"1,658.00",,,"1,220.00",,,58,,,---,,
3,,0,,,,116,,"1,658.00",,,116,,,"1,658.00",,,"1,162.00",,,58,,,---,,
4,,0,,,,445,,"1,658.00",,,445,,,"1,658.00",,,"1,104.00",,,329,,,---,,
5,,"1,637.00",,,,116,,"1,637.00",,,445,,,"1,658.00",,,329,,,"1,637.00",,,|,,
6,,0,,,,774,,"1,658.00",,,774,,,"1,658.00",,,775,,,329,,,---,,
7,,"1,637.00",,,,445,,"1,637.00",,,774,,,"1,658.00",,,329,,,"1,637.00",,,|,,
8,,0,,,,"1,084.00",,"1,658.00",,,"1,084.00",,,"1,658.00",,,446,,,310,,,---,,
9,,807.5,,,,774,,807.5,,,"1,084.00",,,"1,658.00",,,310,,,807.5,,,|,,
10,,"1,615.00",,,,774,,"1,615.00",,,"1,084.00",,,850.5,,,310,,,807.5,,,|,,
11,,0,,,,"1,142.00",,"1,658.00",,,"1,142.00",,,"1,658.00",,,136,,,58,,,---,,
12,,"1,388.00",,,,"1,084.00",,"1,388.00",,,"1,142.00",,,"1,658.00",,,58,,,"1,388.00",,,|,,
13,,0,,,,"1,200.00",,"1,658.00",,,"1,200.00",,,"1,658.00",,,78,,,58,,,---,,
14,"1,368.00","1,142.00","1,368.00","1,200.00","1,658.00",58,"1,368.00",|,,,,,,,,,,,,,,,,,
15,"2,017.00",0,"2,017.00","1,220.00",782,"1,220.00",359,|,,,,,,,,,,,,,,,,,
16,"1,658.00","1,189.00","2,017.00","1,189.00",359,"1,220.00","1,189.00",---,,,,,,,,,,,,,,,,,
17,"2,376.00",0,"2,376.00","1,220.00",423,"1,220.00",359,|,,,,,,,,,,,,,,,,,
18,"2,017.00","1,189.00","2,376.00","1,189.00",359,"1,220.00","1,189.00",---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 17,378.0)   17,378.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 4,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33549,,,,,,,,,,0,,,,0,,,"2,308.00",,,58,,,
2,,35103,,,,,,,,,,0,,,,58,,,359,,,665,,,*
3,,33422,,,,,,,,,,359,,,,58,,,359,,,665,,,*
4,,35824,,,,,,,,,,718,,,,58,,,"1,637.00",,,329,,,
5,,36241,,,,,,,,,,718,,,,387,,,"1,637.00",,,329,,,
6,,34830,,,,,,,,,,0,,,,723,,,807.5,,,310,,,
7,,34853,,,,,,,,,,807.5,,,,723,,,807.5,,,310,,,
8,,36587,,,,,,,,,,"1,615.00",,,,723,,,807.5,,,310,,,
9,,32911,,,,,,,,,,0,,,,"1,033.00",,,"1,678.00",,,58,,,
10,,37300,,,,,,,,,,0,,,,"1,091.00",,,"1,678.00",,,58,,,
11,,35683,,,,,,,,,,0,,,,"1,149.00",,,"1,678.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,58,,"2,440.00",,,58,,,"2,440.00",,,"1,220.00",,,58,,,---,,
2,,"2,308.00",,,,0,,"2,308.00",,,58,,,"2,440.00",,,58,,,"2,308.00",,,|,,
3,,0,,,,723,,"2,440.00",,,723,,,"2,440.00",,,"1,162.00",,,665,,,---,,
4,,359,,,,58,,359,,,723,,,"2,440.00",,,665,,,359,,,|,,
5,,718,,,,58,,718,,,723,,,"2,081.00",,,665,,,359,,,|,,
6,,"2,355.00",,,,58,,"2,355.00",,,723,,,"1,722.00",,,665,,,"1,637.00",,,|,,
7,,718,,,,387,,"2,355.00",,,387,,,"1,637.00",,,665,,,329,,,---,,
8,,718,,,,716,,"2,355.00",,,716,,,"1,637.00",,,336,,,329,,,---,,
9,,0,,,,"1,033.00",,"2,440.00",,,"1,033.00",,,"2,440.00",,,497,,,310,,,---,,
10,,807.5,,,,723,,807.5,,,"1,033.00",,,"2,440.00",,,310,,,807.5,,,|,,
11,,"1,615.00",,,,723,,"1,615.00",,,"1,033.00",,,"1,632.50",,,310,,,807.5,,,|,,
12,,"2,422.50",,,,723,,"2,422.50",,,"1,033.00",,,825,,,310,,,807.5,,,|,,
13,,0,,,,"1,091.00",,"2,440.00",,,"1,091.00",,,"2,440.00",,,187,,,58,,,---,,
14,,"1,678.00",,,,"1,033.00",,"1,678.00",,,"1,091.00",,,"2,440.00",,,58,,,"1,678.00",,,|,,
15,,0,,,,"1,149.00",,"2,440.00",,,"1,149.00",,,"2,440.00",,,129,,,58,,,---,,
16,,"1,678.00",,,,"1,091.00",,"1,678.00",,,"1,149.00",,,"2,440.00",,,58,,,"1,678.00",,,|,,
17,,0,,,,"1,207.00",,"2,440.00",,,"1,207.00",,,"2,440.00",,,71,,,58,,,---,,
18,,"1,678.00",,,,"1,149.00",,"1,678.00",,,"1,207.00",,,"2,440.00",,,58,,,"1,678.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 21,071.0)   21,071.0",,,,,,,,,,,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 4,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,36454,,*,,,,,*,,,0,,,,0,,,"1,658.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,58,,"2,440.00",,,58,,,"2,440.00",,,"1,220.00",,,58,,,---,,
2,,"1,658.00",,,,0,,"1,658.00",,,58,,,"2,440.00",,,58,,,"1,658.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 2,498.0)   2,498.0",,,,,,,,,,,,,,,Count of cuts   (1 x 2)   2,,,,,,,,,,
