,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,838,,"2,440.00",,,838,,,"2,440.00",,,"1,220.00",,,838,,,---,,
2,,579,,,,0,,579,,,838,,,"2,440.00",,,838,,,579,,,|,,
3,,"1,158.00",,,,0,,"1,158.00",,,838,,,"1,861.00",,,838,,,579,,,|,,
4,,"1,737.00",,,,0,,"1,737.00",,,838,,,"1,282.00",,,838,,,579,,,|,,
5,,"1,158.00",,,,828,,"1,737.00",,,828,,,579,,,838,,,828,,,---,,
6,,"2,275.00",,,,0,,"2,275.00",,,838,,,703,,,838,,,538,,,|,,
7,,"1,737.00",,,,826,,"2,275.00",,,826,,,538,,,838,,,826,,,---,,
8,,"2,333.00",,,,0,,"2,333.00",,,838,,,165,,,838,,,58,,,|,,
9,,"2,275.00",,,,580,,"2,333.00",,,580,,,58,,,838,,,580,,,---,,
10,,0,,,,"1,213.20",,"2,440.00",,,"1,213.20",,,"2,440.00",,,382,,,375.2,,,---,,
11,,"2,355.50",,,,838,,"2,355.50",,,"1,213.20",,,"2,440.00",,,375.2,,,"2,355.50",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,620.2)   10,620.2",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 7,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,7174,,,,,,,,,,0,,,,0,,,556,,,742,,,*
2,,6167,,,,,,,,,,556,,,,0,,,904,,,598,,,
3,,5815,,,,,,,,,,556,,,,598,,,904,,,108,,,
4,,5837,,,,,,,,,,"1,460.00",,,,0,,,486,,,580,,,
5,,4321,,,,,,,,,,"1,946.00",,,,0,,,486,,,580,,,
6,,6190,,,,,,,,,,0,,,,742,,,"1,772.00",,,108,,,
7,,5600,,,,,,,,,,0,,,,850,,,"2,433.00",,,347.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,742,,"2,440.00",,,742,,,"2,440.00",,,"1,220.00",,,742,,,---,,
2,,556,,,,0,,556,,,742,,,"2,440.00",,,742,,,556,,,|,,
3,,"1,460.00",,,,0,,"1,460.00",,,742,,,"1,884.00",,,742,,,904,,,|,,
4,,556,,,,598,,"1,460.00",,,598,,,904,,,742,,,598,,,---,,
5,,556,,,,706,,"1,460.00",,,706,,,904,,,144,,,108,,,---,,
6,,"1,946.00",,,,0,,"1,946.00",,,742,,,980,,,742,,,486,,,|,,
7,,"1,460.00",,,,580,,"1,946.00",,,580,,,486,,,742,,,580,,,---,,
8,,"2,432.00",,,,0,,"2,432.00",,,742,,,494,,,742,,,486,,,|,,
9,,"1,946.00",,,,580,,"2,432.00",,,580,,,486,,,742,,,580,,,---,,
10,,0,,,,850,,"2,440.00",,,850,,,"2,440.00",,,478,,,108,,,---,,
11,,"1,772.00",,,,742,,"1,772.00",,,850,,,"2,440.00",,,108,,,"1,772.00",,,|,,
12,,0,,,,"1,197.50",,"2,440.00",,,"1,197.50",,,"2,440.00",,,370,,,347.5,,,---,,
13,,"2,433.00",,,,850,,"2,433.00",,,"1,197.50",,,"2,440.00",,,347.5,,,"2,433.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,523.5)   13,523.5",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 7,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6187,,,,,,,,,,0,,,,0,,,924,,,58,,,
2,,4201,,,,,,,,,,0,,,,58,,,297,,,828,,,*
3,,7534,,,,,,,,,,297,,,,58,,,556,,,741,,,*
4,,3716,,*,,,,,*,,,0,,,,886,,,307,,,325,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,924,,,,0,,924,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,924,,,|,,
2,,0,,,,58,,924,,,58,,,924,,,"1,220.00",,,58,,,---,,
3,,0,,,,886,,924,,,886,,,924,,,"1,162.00",,,828,,,---,,
4,,297,,,,58,,297,,,886,,,924,,,828,,,297,,,|,,
5,,853,,,,58,,853,,,886,,,627,,,828,,,556,,,|,,
6,,297,,,,799,,853,,,799,,,556,,,828,,,741,,,---,,
7,,0,,,,"1,211.00",,924,,,"1,211.00",,,924,,,334,,,325,,,---,,
8,,307,,,,886,,307,,,"1,211.00",,,924,,,325,,,307,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,529.0)   6,529.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
