"Sum of cuts   (1 x 14,280.0)   14,280.0",,,,,,,,,,,,,,,Count of cuts   (1 x 15)   15,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 25,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33693,,,,,,,,,,0,,,,0,,,"2,344.00",,,546,,,
2,,36821,,,,,,,,,,0,,,,546,,,"2,408.00",,,568,,,
3,,35602,,,,,,,,,,0,,,,"1,114.00",,,557,,,103,,,
4,,33714,,,,,,,,,,557,,,,"1,114.00",,,"1,267.00",,,102,,,
5,,35070,,,,,,,,,,"1,824.00",,,,"1,114.00",,,537,,,102,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,546,,"2,440.00",,,546,,,"2,440.00",,,"1,220.00",,,546,,,---,,
2,,"2,344.00",,,,0,,"2,344.00",,,546,,,"2,440.00",,,546,,,"2,344.00",,,|,,
3,,0,,,,"1,114.00",,"2,440.00",,,"1,114.00",,,"2,440.00",,,674,,,568,,,---,,
4,,"2,408.00",,,,546,,"2,408.00",,,"1,114.00",,,"2,440.00",,,568,,,"2,408.00",,,|,,
5,,557,,,,"1,114.00",,557,,,"1,220.00",,,"2,440.00",,,106,,,557,,,|,,
6,,0,,,,"1,217.00",,557,,,"1,217.00",,,557,,,106,,,103,,,---,,
7,,"1,824.00",,,,"1,114.00",,"1,824.00",,,"1,220.00",,,"1,883.00",,,106,,,"1,267.00",,,|,,
8,,557,,,,"1,216.00",,"1,824.00",,,"1,216.00",,,"1,267.00",,,106,,,102,,,---,,
9,,"2,361.00",,,,"1,114.00",,"2,361.00",,,"1,220.00",,,616,,,106,,,537,,,|,,
10,,"1,824.00",,,,"1,216.00",,"2,361.00",,,"1,216.00",,,537,,,106,,,102,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,673.0)   8,673.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 25,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33506,,,,,,,,,,0,,,,0,,,338,,,313,,,*
2,,36068,,,,,,,,,,338,,,,0,,,787,,,309.5,,,
3,,32989,,,,,,,,,,"1,125.00",,,,0,,,375,,,308,,,
4,,36158,,,,,,,,,,"1,500.00",,,,0,,,932,,,297,,,
5,,36596,,,,,,,,,,0,,,,313,,,612,,,340,,,
6,,35549,,,,,,,,,,612,,,,313,,,512,,,340,,,
7,,32891,,,,,,,,,,"1,124.00",,,,313,,,652,,,338,,,
8,,36163,,,,,,,,,,"1,776.00",,,,313,,,653,,,338,,,
9,,35909,,,,,,,,,,0,,,,653,,,"2,112.00",,,567,,,
10,,34546,,,,,,,,,,"2,112.00",,,,653,,,327.5,,,373,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,313,,"2,440.00",,,313,,,"2,440.00",,,"1,220.00",,,313,,,---,,
2,,338,,,,0,,338,,,313,,,"2,440.00",,,313,,,338,,,|,,
3,,"1,125.00",,,,0,,"1,125.00",,,313,,,"2,102.00",,,313,,,787,,,|,,
4,,338,,,,309.5,,"1,125.00",,,309.5,,,787,,,313,,,309.5,,,---,,
5,,"1,500.00",,,,0,,"1,500.00",,,313,,,"1,315.00",,,313,,,375,,,|,,
6,,"1,125.00",,,,308,,"1,500.00",,,308,,,375,,,313,,,308,,,---,,
7,,"2,432.00",,,,0,,"2,432.00",,,313,,,940,,,313,,,932,,,|,,
8,,"1,500.00",,,,297,,"2,432.00",,,297,,,932,,,313,,,297,,,---,,
9,,0,,,,653,,"2,440.00",,,653,,,"2,440.00",,,907,,,340,,,---,,
10,,612,,,,313,,612,,,653,,,"2,440.00",,,340,,,612,,,|,,
11,,"1,124.00",,,,313,,"1,124.00",,,653,,,"1,828.00",,,340,,,512,,,|,,
12,,"1,776.00",,,,313,,"1,776.00",,,653,,,"1,316.00",,,340,,,652,,,|,,
13,,"1,124.00",,,,651,,"1,776.00",,,651,,,652,,,340,,,338,,,---,,
14,"2,429.00",313,"2,429.00",653,664,340,653,|,,,,,,,,,,,,,,,,,
15,"1,776.00",651,"2,429.00",651,653,340,338,---,,,,,,,,,,,,,,,,,
16,"2,112.00",653,"2,112.00","1,220.00","2,440.00",567,"2,112.00",|,,,,,,,,,,,,,,,,,
17,"2,439.50",653,"2,439.50","1,220.00",328,567,327.5,|,,,,,,,,,,,,,,,,,
18,"2,112.00","1,026.00","2,439.50","1,026.00",327.5,567,373,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,352.5)   12,352.5",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 25,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34053,,,,,,,,,,0,,,,0,,,"2,356.00",,,329,,,
2,,37319,,,,,,,,,,0,,,,329,,,"1,644.50",,,557,,,
3,,34760,,,,,,,,,,"1,644.50",,,,329,,,403,,,546,,,
4,,34820,,,,,,,,,,"2,047.50",,,,329,,,359,,,512,,,*
5,,34234,,,,,,,,,,0,,,,886,,,853,,,330,,,
6,,34389,,,,,,,,,,853,,,,886,,,853,,,330,,,
7,,35051,,,,,,,,,,"1,706.00",,,,886,,,692,,,327.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,329,,"2,440.00",,,329,,,"2,440.00",,,"1,220.00",,,329,,,---,,
2,,"2,356.00",,,,0,,"2,356.00",,,329,,,"2,440.00",,,329,,,"2,356.00",,,|,,
3,,0,,,,886,,"2,440.00",,,886,,,"2,440.00",,,891,,,557,,,---,,
4,,"1,644.50",,,,329,,"1,644.50",,,886,,,"2,440.00",,,557,,,"1,644.50",,,|,,
5,,"2,047.50",,,,329,,"2,047.50",,,886,,,795.5,,,557,,,403,,,|,,
6,,"1,644.50",,,,875,,"2,047.50",,,875,,,403,,,557,,,546,,,---,,
7,,"2,406.50",,,,329,,"2,406.50",,,886,,,392.5,,,557,,,359,,,|,,
8,,"2,047.50",,,,841,,"2,406.50",,,841,,,359,,,557,,,512,,,---,,
9,,0,,,,"1,216.00",,"2,440.00",,,"1,216.00",,,"2,440.00",,,334,,,330,,,---,,
10,,853,,,,886,,853,,,"1,216.00",,,"2,440.00",,,330,,,853,,,|,,
11,,"1,706.00",,,,886,,"1,706.00",,,"1,216.00",,,"1,587.00",,,330,,,853,,,|,,
12,,"2,398.00",,,,886,,"2,398.00",,,"1,216.00",,,734,,,330,,,692,,,|,,
13,,"1,706.00",,,,"1,213.50",,"2,398.00",,,"1,213.50",,,692,,,330,,,327.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,764.0)   11,764.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 25,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,36661,,,,,,,,,,0,,,,0,,,692,,,"1,161.00",,,*
2,,36575,,,,,,,,,,692,,,,0,,,"1,653.00",,,578,,,
3,,33579,,,,,,,,,,692,,,,578,,,"1,653.00",,,578,,,
4,,36749,,,,,,,,,,"2,345.00",,,,0,,,58,,,978,,,*
5,,35589,,,,,,,,,,0,,,,"1,161.00",,,"1,898.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,"1,161.00",,"2,440.00",,,"1,161.00",,,"2,440.00",,,"1,220.00",,,"1,161.00",,,---,,
2,,692,,,,0,,692,,,"1,161.00",,,"2,440.00",,,"1,161.00",,,692,,,|,,
3,,"2,345.00",,,,0,,"2,345.00",,,"1,161.00",,,"1,748.00",,,"1,161.00",,,"1,653.00",,,|,,
4,,692,,,,578,,"2,345.00",,,578,,,"1,653.00",,,"1,161.00",,,578,,,---,,
5,,692,,,,"1,156.00",,"2,345.00",,,"1,156.00",,,"1,653.00",,,583,,,578,,,---,,
6,,"2,403.00",,,,0,,"2,403.00",,,"1,161.00",,,95,,,"1,161.00",,,58,,,|,,
7,,"2,345.00",,,,978,,"2,403.00",,,978,,,58,,,"1,161.00",,,978,,,---,,
8,,0,,,,"1,219.00",,"2,440.00",,,"1,219.00",,,"2,440.00",,,59,,,58,,,---,,
9,,"1,898.00",,,,"1,161.00",,"1,898.00",,,"1,219.00",,,"2,440.00",,,58,,,"1,898.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,785.0)   11,785.0",,,,,,,,,,,,,,,Count of cuts   (1 x 9)   9,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 25,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,35737,,,,,,,,,,0,,,,0,,,"2,408.00",,,568,,,
2,,36239,,,,,,,,,,0,,,,568,,,"2,413.00",,,578,,,
3,,35772,,,,,,,,,,0,,,,"1,146.00",,,998,,,58,,,
4,,33753,,,,,,,,,,998,,,,"1,146.00",,,"1,033.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,568,,"2,440.00",,,568,,,"2,440.00",,,"1,220.00",,,568,,,---,,
2,,"2,408.00",,,,0,,"2,408.00",,,568,,,"2,440.00",,,568,,,"2,408.00",,,|,,
3,,0,,,,"1,146.00",,"2,440.00",,,"1,146.00",,,"2,440.00",,,652,,,578,,,---,,
4,,"2,413.00",,,,568,,"2,413.00",,,"1,146.00",,,"2,440.00",,,578,,,"2,413.00",,,|,,
5,,0,,,,"1,204.00",,"2,440.00",,,"1,204.00",,,"2,440.00",,,74,,,58,,,---,,
6,,998,,,,"1,146.00",,998,,,"1,204.00",,,"2,440.00",,,58,,,998,,,|,,
7,,"2,031.00",,,,"1,146.00",,"2,031.00",,,"1,204.00",,,"1,442.00",,,58,,,"1,033.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,582.0)   8,582.0",,,,,,,,,,,,,,,Count of cuts   (1 x 7)   7,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 25,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33808,,,,,,,,,,0,,,,0,,,"2,008.00",,,470,,,
2,,32775,,,,,,,,,,"2,008.00",,,,0,,,375,,,327.5,,,
3,,37195,,,,,,,,,,0,,,,470,,,"2,433.00",,,388,,,
4,,36493,,,,,,,,,,0,,,,858,,,"2,408.00",,,360,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,470,,"2,440.00",,,470,,,"2,440.00",,,"1,220.00",,,470,,,---,,
2,,"2,008.00",,,,0,,"2,008.00",,,470,,,"2,440.00",,,470,,,"2,008.00",,,|,,
3,,"2,383.00",,,,0,,"2,383.00",,,470,,,432,,,470,,,375,,,|,,
4,,"2,008.00",,,,327.5,,"2,383.00",,,327.5,,,375,,,470,,,327.5,,,---,,
5,,0,,,,858,,"2,440.00",,,858,,,"2,440.00",,,750,,,388,,,---,,
6,,"2,433.00",,,,470,,"2,433.00",,,858,,,"2,440.00",,,388,,,"2,433.00",,,|,,
7,,0,,,,"1,218.00",,"2,440.00",,,"1,218.00",,,"2,440.00",,,362,,,360,,,---,,
8,,"2,408.00",,,,858,,"2,408.00",,,"1,218.00",,,"2,440.00",,,360,,,"2,408.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,383.0)   9,383.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 25,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,36950,,,,,,,,,,0,,,,0,,,"2,398.00",,,688,,,
2,,37094,,,,,,,,,,0,,,,688,,,370,,,512,,,*
3,,36088,,,,,,,,,,370,,,,688,,,370,,,512,,,*
4,,36379,,,,,,,,,,740,,,,688,,,577,,,512,,,*
5,,33466,,,,,,,,,,"1,317.00",,,,688,,,370,,,512,,,*
6,,36313,,,,,,,,,,"1,687.00",,,,688,,,340,,,512,,,*
7,,34447,,,,,,,,,,"2,027.00",,,,688,,,370,,,512,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,688,,"2,440.00",,,688,,,"2,440.00",,,"1,220.00",,,688,,,---,,
2,,"2,398.00",,,,0,,"2,398.00",,,688,,,"2,440.00",,,688,,,"2,398.00",,,|,,
3,,0,,,,"1,200.00",,"2,440.00",,,"1,200.00",,,"2,440.00",,,532,,,512,,,---,,
4,,370,,,,688,,370,,,"1,200.00",,,"2,440.00",,,512,,,370,,,|,,
5,,740,,,,688,,740,,,"1,200.00",,,"2,070.00",,,512,,,370,,,|,,
6,,"1,317.00",,,,688,,"1,317.00",,,"1,200.00",,,"1,700.00",,,512,,,577,,,|,,
7,,"1,687.00",,,,688,,"1,687.00",,,"1,200.00",,,"1,123.00",,,512,,,370,,,|,,
8,,"2,027.00",,,,688,,"2,027.00",,,"1,200.00",,,753,,,512,,,340,,,|,,
