7,,33830,,,,,,,,,,0,,,,"1,136.00",,,"2,278.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,557,,"2,440.00",,,557,,,"2,440.00",,,"1,220.00",,,557,,,---,,
2,,847,,,,0,,847,,,557,,,"2,440.00",,,557,,,847,,,|,,
3,,"1,694.00",,,,0,,"1,694.00",,,557,,,"1,593.00",,,557,,,847,,,|,,
4,,0,,,,"1,136.00",,"2,440.00",,,"1,136.00",,,"2,440.00",,,663,,,579,,,---,,
5,,875,,,,557,,875,,,"1,136.00",,,"2,440.00",,,579,,,875,,,|,,
6,,"1,647.00",,,,557,,"1,647.00",,,"1,136.00",,,"1,565.00",,,579,,,772,,,|,,
7,,875,,,,"1,114.00",,"1,647.00",,,"1,114.00",,,772,,,579,,,557,,,---,,
8,,"2,438.00",,,,557,,"2,438.00",,,"1,136.00",,,793,,,579,,,791,,,|,,
9,,"1,647.00",,,,"1,114.00",,"2,438.00",,,"1,114.00",,,791,,,579,,,557,,,---,,
10,,0,,,,"1,194.00",,"2,440.00",,,"1,194.00",,,"2,440.00",,,84,,,58,,,---,,
11,,"2,278.00",,,,"1,136.00",,"2,278.00",,,"1,194.00",,,"2,440.00",,,58,,,"2,278.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,792.0)   11,792.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33056,,,,,,,,,,0,,,,0,,,"2,398.00",,,558,,,
2,,34653,,,,,,,,,,0,,,,558,,,"2,398.00",,,558,,,
3,,37106,,,,,,,,,,0,,,,"1,116.00",,,"2,438.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,558,,"2,440.00",,,558,,,"2,440.00",,,"1,220.00",,,558,,,---,,
2,,"2,398.00",,,,0,,"2,398.00",,,558,,,"2,440.00",,,558,,,"2,398.00",,,|,,
3,,0,,,,"1,116.00",,"2,440.00",,,"1,116.00",,,"2,440.00",,,662,,,558,,,---,,
4,,"2,398.00",,,,558,,"2,398.00",,,"1,116.00",,,"2,440.00",,,558,,,"2,398.00",,,|,,
5,,0,,,,"1,174.00",,"2,440.00",,,"1,174.00",,,"2,440.00",,,104,,,58,,,---,,
6,,"2,438.00",,,,"1,116.00",,"2,438.00",,,"1,174.00",,,"2,440.00",,,58,,,"2,438.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,494.0)   8,494.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,35464,,,,,,,,,,0,,,,0,,,"2,398.00",,,558,,,
2,,34666,,,,,,,,,,0,,,,558,,,"2,398.00",,,558,,,
3,,35555,,,,,,,,,,0,,,,"1,116.00",,,"2,418.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,558,,"2,440.00",,,558,,,"2,440.00",,,"1,220.00",,,558,,,---,,
2,,"2,398.00",,,,0,,"2,398.00",,,558,,,"2,440.00",,,558,,,"2,398.00",,,|,,
3,,0,,,,"1,116.00",,"2,440.00",,,"1,116.00",,,"2,440.00",,,662,,,558,,,---,,
4,,"2,398.00",,,,558,,"2,398.00",,,"1,116.00",,,"2,440.00",,,558,,,"2,398.00",,,|,,
5,,0,,,,"1,174.00",,"2,440.00",,,"1,174.00",,,"2,440.00",,,104,,,58,,,---,,
6,,"2,418.00",,,,"1,116.00",,"2,418.00",,,"1,174.00",,,"2,440.00",,,58,,,"2,418.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,494.0)   8,494.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33346,,,,,,,,,,0,,,,0,,,"2,398.00",,,558,,,
2,,36827,,,,,,,,,,0,,,,558,,,"2,398.00",,,558,,,
3,,37334,,,,,,,,,,0,,,,"1,116.00",,,"2,398.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,398.00",,,,0,,"2,398.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,398.00",,,|,,
2,,0,,,,558,,"2,398.00",,,558,,,"2,398.00",,,"1,220.00",,,558,,,---,,
3,,0,,,,"1,116.00",,"2,398.00",,,"1,116.00",,,"2,398.00",,,662,,,558,,,---,,
4,,0,,,,"1,174.00",,"2,398.00",,,"1,174.00",,,"2,398.00",,,104,,,58,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,414.0)   8,414.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34441,,,,,,,,,,0,,,,0,,,875,,,579,,,
2,,32757,,,,,,,,,,0,,,,579,,,875,,,579,,,
3,,34108,,,,,,,,,,875,,,,0,,,921,,,579,,,
4,,33561,,,,,,,,,,875,,,,579,,,921,,,579,,,
5,,36080,,,,,,,,,,"1,796.00",,,,0,,,557,,,772,,,*
6,,36414,,,,,,,,,,"1,796.00",,,,772,,,553.5,,,447,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,875,,,,0,,875,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,875,,,|,,
2,,0,,,,579,,875,,,579,,,875,,,"1,220.00",,,579,,,---,,
3,,0,,,,"1,158.00",,875,,,"1,158.00",,,875,,,641,,,579,,,---,,
4,,"1,796.00",,,,0,,"1,796.00",,,"1,220.00",,,"1,565.00",,,"1,220.00",,,921,,,|,,
5,,875,,,,579,,"1,796.00",,,579,,,921,,,"1,220.00",,,579,,,---,,
6,,875,,,,"1,158.00",,"1,796.00",,,"1,158.00",,,921,,,641,,,579,,,---,,
7,,"2,353.00",,,,0,,"2,353.00",,,"1,220.00",,,644,,,"1,220.00",,,557,,,|,,
8,,"1,796.00",,,,772,,"2,353.00",,,772,,,557,,,"1,220.00",,,772,,,---,,
9,,"1,796.00",,,,"1,219.00",,"2,353.00",,,"1,219.00",,,557,,,448,,,447,,,---,,
10,,"2,349.50",,,,772,,"2,349.50",,,"1,219.00",,,557,,,447,,,553.5,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,813.0)   8,813.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
7 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34776,,,,,,,,,,0,,,,0,,,"2,398.00",,,558,,,
2,,33187,,,,,,,,,,0,,,,558,,,"2,018.50",,,470,,,
3,,36904,,,,,,,,,,0,,,,"1,028.00",,,"2,418.00",,,58,,,
4,,32699,,,,,,,,,,0,,,,"1,086.00",,,"2,388.00",,,58,,,
5,,34041,,,,,,,,,,0,,,,"1,144.00",,,"2,408.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,558,,"2,440.00",,,558,,,"2,440.00",,,"1,220.00",,,558,,,---,,
2,,"2,398.00",,,,0,,"2,398.00",,,558,,,"2,440.00",,,558,,,"2,398.00",,,|,,
3,,0,,,,"1,028.00",,"2,440.00",,,"1,028.00",,,"2,440.00",,,662,,,470,,,---,,
4,,"2,018.50",,,,558,,"2,018.50",,,"1,028.00",,,"2,440.00",,,470,,,"2,018.50",,,|,,
5,,0,,,,"1,086.00",,"2,440.00",,,"1,086.00",,,"2,440.00",,,192,,,58,,,---,,
6,,"2,418.00",,,,"1,028.00",,"2,418.00",,,"1,086.00",,,"2,440.00",,,58,,,"2,418.00",,,|,,
7,,0,,,,"1,144.00",,"2,440.00",,,"1,144.00",,,"2,440.00",,,134,,,58,,,---,,
8,,"2,388.00",,,,"1,086.00",,"2,388.00",,,"1,144.00",,,"2,440.00",,,58,,,"2,388.00",,,|,,
9,,0,,,,"1,202.00",,"2,440.00",,,"1,202.00",,,"2,440.00",,,76,,,58,,,---,,
10,,"2,408.00",,,,"1,144.00",,"2,408.00",,,"1,202.00",,,"2,440.00",,,58,,,"2,408.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,402.0)   13,402.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,37142,,,,,,,,,,0,,,,0,,,820,,,557,,,
2,,35016,,,,,,,,,,820,,,,0,,,803,,,557,,,
3,,33547,,,,,,,,,,"1,623.00",,,,0,,,803,,,557,,,
4,,34690,,,,,,,,,,0,,,,557,,,875,,,579,,,
5,,37243,,,,,,,,,,875,,,,557,,,921,,,579,,,
6,,33411,,,,,,,,,,"1,796.00",,,,557,,,432,,,579,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,557,,"2,440.00",,,557,,,"2,440.00",,,"1,220.00",,,557,,,---,,
2,,820,,,,0,,820,,,557,,,"2,440.00",,,557,,,820,,,|,,
3,,"1,623.00",,,,0,,"1,623.00",,,557,,,"1,620.00",,,557,,,803,,,|,,
4,,"2,426.00",,,,0,,"2,426.00",,,557,,,817,,,557,,,803,,,|,,
5,,0,,,,"1,136.00",,"2,440.00",,,"1,136.00",,,"2,440.00",,,663,,,579,,,---,,
6,,875,,,,557,,875,,,"1,136.00",,,"2,440.00",,,579,,,875,,,|,,
7,,"1,796.00",,,,557,,"1,796.00",,,"1,136.00",,,"1,565.00",,,579,,,921,,,|,,
8,,"2,228.00",,,,557,,"2,228.00",,,"1,136.00",,,644,,,579,,,432,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,288.0)   8,288.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,37338,,,,,,,,,,0,,,,0,,,921,,,579,,,
2,,34013,,,,,,,,,,921,,,,0,,,921,,,520,,,
3,,33635,,,,,,,,,,"1,842.00",,,,0,,,553.5,,,470,,,
4,,36804,,,,,,,,,,0,,,,579,,,875,,,579,,,
5,,36397,,,,,,,,,,875,,,,579,,,867,,,557,,,
6,,36106,,,,,,,,,,"1,742.00",,,,579,,,560,,,454,,,*
7,,35826,,,,,,,,,,0,,,,"1,158.00",,,"1,698.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,579,,"2,440.00",,,579,,,"2,440.00",,,"1,220.00",,,579,,,---,,
2,,921,,,,0,,921,,,579,,,"2,440.00",,,579,,,921,,,|,,
3,,"1,842.00",,,,0,,"1,842.00",,,579,,,"1,519.00",,,579,,,921,,,|,,
4,,921,,,,520,,"1,842.00",,,520,,,921,,,579,,,520,,,---,,
5,,"2,395.50",,,,0,,"2,395.50",,,579,,,598,,,579,,,553.5,,,|,,
6,,"1,842.00",,,,470,,"2,395.50",,,470,,,553.5,,,579,,,470,,,---,,
7,,0,,,,"1,158.00",,"2,440.00",,,"1,158.00",,,"2,440.00",,,641,,,579,,,---,,
8,,875,,,,579,,875,,,"1,158.00",,,"2,440.00",,,579,,,875,,,|,,
9,,"1,742.00",,,,579,,"1,742.00",,,"1,158.00",,,"1,565.00",,,579,,,867,,,|,,
10,,875,,,,"1,136.00",,"1,742.00",,,"1,136.00",,,867,,,579,,,557,,,---,,
11,,"2,302.00",,,,579,,"2,302.00",,,"1,158.00",,,698,,,579,,,560,,,|,,
12,,"1,742.00",,,,"1,033.00",,"2,302.00",,,"1,033.00",,,560,,,579,,,454,,,---,,
13,,0,,,,"1,216.00",,"2,440.00",,,"1,216.00",,,"2,440.00",,,62,,,58,,,---,,
14,,"1,698.00",,,,"1,158.00",,"1,698.00",,,"1,216.00",,,"2,440.00",,,58,,,"1,698.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,753.5)   13,753.5",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33974,,,,,,,,,,0,,,,0,,,"2,438.00",,,577,,,
2,,35591,,,,,,,,,,0,,,,577,,,431,,,560,,,
3,,33704,,,,,,,,,,431,,,,577,,,431,,,560,,,
4,,34806,,,,,,,,,,862,,,,577,,,791,,,557,,,
5,,34632,,,,,,,,,,"1,653.00",,,,577,,,579,,,432,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,577,,"2,440.00",,,577,,,"2,440.00",,,"1,220.00",,,577,,,---,,
2,,"2,438.00",,,,0,,"2,438.00",,,577,,,"2,440.00",,,577,,,"2,438.00",,,|,,
3,,0,,,,"1,137.00",,"2,440.00",,,"1,137.00",,,"2,440.00",,,643,,,560,,,---,,
4,,431,,,,577,,431,,,"1,137.00",,,"2,440.00",,,560,,,431,,,|,,
5,,862,,,,577,,862,,,"1,137.00",,,"2,009.00",,,560,,,431,,,|,,
6,,"1,653.00",,,,577,,"1,653.00",,,"1,137.00",,,"1,578.00",,,560,,,791,,,|,,
7,,862,,,,"1,134.00",,"1,653.00",,,"1,134.00",,,791,,,560,,,557,,,---,,
8,,"2,232.00",,,,577,,"2,232.00",,,"1,137.00",,,787,,,560,,,579,,,|,,
9,,"1,653.00",,,,"1,009.00",,"2,232.00",,,"1,009.00",,,579,,,560,,,432,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,067.0)   9,067.0",,,,,,,,,,,,,,,Count of cuts   (1 x 9)   9,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33476,,,,,,,,,,0,,,,0,,,867,,,557,,,
2,,32889,,,,,,,,,,867,,,,0,,,820,,,557,,,
3,,34283,,,,,,,,,,"1,687.00",,,,0,,,746,,,557,,,
4,,33954,,,,,,,,,,0,,,,557,,,"2,013.50",,,447,,,
5,,33387,,,,,,,,,,0,,,,"1,004.00",,,"1,947.00",,,58,,,
6,,32663,,,,,,,,,,0,,,,"1,062.00",,,"1,798.00",,,58,,,
7,,35197,,,,,,,,,,0,,,,"1,120.00",,,"1,778.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,557,,"2,440.00",,,557,,,"2,440.00",,,"1,220.00",,,557,,,---,,
2,,867,,,,0,,867,,,557,,,"2,440.00",,,557,,,867,,,|,,
3,,"1,687.00",,,,0,,"1,687.00",,,557,,,"1,573.00",,,557,,,820,,,|,,
4,,"2,433.00",,,,0,,"2,433.00",,,557,,,753,,,557,,,746,,,|,,
5,,0,,,,"1,004.00",,"2,440.00",,,"1,004.00",,,"2,440.00",,,663,,,447,,,---,,
6,,"2,013.50",,,,557,,"2,013.50",,,"1,004.00",,,"2,440.00",,,447,,,"2,013.50",,,|,,
7,,0,,,,"1,062.00",,"2,440.00",,,"1,062.00",,,"2,440.00",,,216,,,58,,,---,,
8,,"1,947.00",,,,"1,004.00",,"1,947.00",,,"1,062.00",,,"2,440.00",,,58,,,"1,947.00",,,|,,
9,,0,,,,"1,120.00",,"2,440.00",,,"1,120.00",,,"2,440.00",,,158,,,58,,,---,,
10,,"1,798.00",,,,"1,062.00",,"1,798.00",,,"1,120.00",,,"2,440.00",,,58,,,"1,798.00",,,|,,
11,,0,,,,"1,178.00",,"2,440.00",,,"1,178.00",,,"2,440.00",,,100,,,58,,,---,,
12,,"1,778.00",,,,"1,120.00",,"1,778.00",,,"1,178.00",,,"2,440.00",,,58,,,"1,778.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,492.0)   14,492.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
12 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34914,,,,,,,,,,0,,,,0,,,"2,018.50",,,470,,,
2,,35111,,,,,,,,,,0,,,,470,,,"2,018.50",,,470,,,
3,,34786,,,,,,,,,,0,,,,940,,,"1,927.00",,,138,,,
4,,34323,,,,,,,,,,0,,,,"1,078.00",,,"1,728.00",,,58,,,
5,,34861,,,,,,,,,,0,,,,"1,136.00",,,"1,718.00",,,58,,,
6,,35733,,,,,,,,,,"2,018.50",,,,0,,,58,,,948,,,*
7,,34529,,,,,,,,,,"2,076.50",,,,0,,,138,,,705,,,*
8,,33433,,,,,,,,,,"2,214.50",,,,0,,,58,,,968,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,018.50",,,,0,,"2,018.50",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,018.50",,,|,,
2,,0,,,,470,,"2,018.50",,,470,,,"2,018.50",,,"1,220.00",,,470,,,---,,
3,,0,,,,940,,"2,018.50",,,940,,,"2,018.50",,,750,,,470,,,---,,
4,,0,,,,"1,078.00",,"2,018.50",,,"1,078.00",,,"2,018.50",,,280,,,138,,,---,,
5,,"1,927.00",,,,940,,"1,927.00",,,"1,078.00",,,"2,018.50",,,138,,,"1,927.00",,,|,,
6,,0,,,,"1,136.00",,"2,018.50",,,"1,136.00",,,"2,018.50",,,142,,,58,,,---,,
7,,"1,728.00",,,,"1,078.00",,"1,728.00",,,"1,136.00",,,"2,018.50",,,58,,,"1,728.00",,,|,,
8,,0,,,,"1,194.00",,"2,018.50",,,"1,194.00",,,"2,018.50",,,84,,,58,,,---,,
9,,"1,718.00",,,,"1,136.00",,"1,718.00",,,"1,194.00",,,"2,018.50",,,58,,,"1,718.00",,,|,,
10,,"2,076.50",,,,0,,"2,076.50",,,"1,220.00",,,421.5,,,"1,220.00",,,58,,,|,,
11,,"2,018.50",,,,948,,"2,076.50",,,948,,,58,,,"1,220.00",,,948,,,---,,
12,,"2,214.50",,,,0,,"2,214.50",,,"1,220.00",,,363.5,,,"1,220.00",,,138,,,|,,
13,,"2,076.50",,,,705,,"2,214.50",,,705,,,138,,,"1,220.00",,,705,,,---,,
14,,"2,272.50",,,,0,,"2,272.50",,,"1,220.00",,,225.5,,,"1,220.00",,,58,,,|,,
15,,"2,214.50",,,,968,,"2,272.50",,,968,,,58,,,"1,220.00",,,968,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 15,480.5)   15,480.5",,,,,,,,,,,,,,,Count of cuts   (1 x 15)   15,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
13 of 17,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
