15,"2,145.00","1,210.00","2,433.00","1,210.00",288,240,230,---,,,,,,,,,,,,,,,,,
16,"2,408.90",980,"2,408.90","1,210.00",288,230,263.9,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,122.0)   13,122.0",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9738,,,,,,,,,,0,,,,0,,,"2,068.00",,,560,,,
2,,10977,,,,,,,,,,0,,,,560,,,"2,068.00",,,558,,,
3,,11964,,,,,,,,,,0,,,,"1,118.00",,,"1,594.00",,,38,,,
4,,8188,,,,,,,,,,"1,594.00",,,,"1,118.00",,,470,,,38,,,
5,,9084,,,,,,,,,,0,,,,"1,156.00",,,"1,294.00",,,58,,,
6,,10974,,,,,,,,,,"1,294.00",,,,"1,156.00",,,763,,,58,,,
7,,8982,,,,,,,,,,"2,068.00",,,,0,,,305,,,883,,,*
8,,12286,,,,,,,,,,"2,068.00",,,,883,,,300.1,,,270,,,*
9,,11708,,,,,,,,,,"2,068.00",,,,"1,153.00",,,221,,,48,,,
10,,11611,,,,,,,,,,"2,373.00",,,,0,,,58,,,947,,,*
11,,8429,,,,,,,,,,"2,373.00",,,,947,,,48,,,219,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,068.00",,,,0,,"2,068.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,068.00",,,|,,
2,,0,,,,560,,"2,068.00",,,560,,,"2,068.00",,,"1,220.00",,,560,,,---,,
3,,0,,,,"1,118.00",,"2,068.00",,,"1,118.00",,,"2,068.00",,,660,,,558,,,---,,
4,,0,,,,"1,156.00",,"2,068.00",,,"1,156.00",,,"2,068.00",,,102,,,38,,,---,,
5,,"1,594.00",,,,"1,118.00",,"1,594.00",,,"1,156.00",,,"2,068.00",,,38,,,"1,594.00",,,|,,
6,,"2,064.00",,,,"1,118.00",,"2,064.00",,,"1,156.00",,,474,,,38,,,470,,,|,,
7,,0,,,,"1,214.00",,"2,068.00",,,"1,214.00",,,"2,068.00",,,64,,,58,,,---,,
8,,"1,294.00",,,,"1,156.00",,"1,294.00",,,"1,214.00",,,"2,068.00",,,58,,,"1,294.00",,,|,,
9,,"2,057.00",,,,"1,156.00",,"2,057.00",,,"1,214.00",,,774,,,58,,,763,,,|,,
10,,"2,373.00",,,,0,,"2,373.00",,,"1,220.00",,,372,,,"1,220.00",,,305,,,|,,
11,,"2,068.00",,,,883,,"2,373.00",,,883,,,305,,,"1,220.00",,,883,,,---,,
12,,"2,068.00",,,,"1,153.00",,"2,373.00",,,"1,153.00",,,305,,,337,,,270,,,---,,
13,"2,368.10",883,"2,368.10","1,153.00",305,270,300.1,|,,,,,,,,,,,,,,,,,
14,"2,068.00","1,201.00","2,373.00","1,201.00",305,67,48,---,,,,,,,,,,,,,,,,,
15,"2,289.00","1,153.00","2,289.00","1,201.00",305,48,221,|,,,,,,,,,,,,,,,,,
16,"2,431.00",0,"2,431.00","1,220.00",67,"1,220.00",58,|,,,,,,,,,,,,,,,,,
17,"2,373.00",947,"2,431.00",947,58,"1,220.00",947,---,,,,,,,,,,,,,,,,,
18,"2,373.00","1,166.00","2,431.00","1,166.00",58,273,219,---,,,,,,,,,,,,,,,,,
19,"2,421.00",947,"2,421.00","1,166.00",58,219,48,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,692.0)   13,692.0",,,,,,Count of cuts   (1 x 19)   19,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11168,,,,,,,,,,0,,,,0,,,"2,068.00",,,558,,,
2,,9873,,,,,,,,,,"2,068.00",,,,0,,,367,,,555,,,
3,,11392,,,,,,,,,,0,,,,558,,,"1,498.00",,,348,,,
4,,7824,,,,,,,,,,"1,498.00",,,,558,,,942,,,322,,,
5,,9763,,,,,,,,,,0,,,,906,,,"1,556.00",,,308,,,
6,,9937,,,,,,,,,,"1,556.00",,,,906,,,869,,,305,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,558,,"2,440.00",,,558,,,"2,440.00",,,"1,220.00",,,558,,,---,,
2,,"2,068.00",,,,0,,"2,068.00",,,558,,,"2,440.00",,,558,,,"2,068.00",,,|,,
3,,"2,435.00",,,,0,,"2,435.00",,,558,,,372,,,558,,,367,,,|,,
4,,"2,068.00",,,,555,,"2,435.00",,,555,,,367,,,558,,,555,,,---,,
5,,0,,,,906,,"2,440.00",,,906,,,"2,440.00",,,662,,,348,,,---,,
6,,"1,498.00",,,,558,,"1,498.00",,,906,,,"2,440.00",,,348,,,"1,498.00",,,|,,
7,,"1,498.00",,,,880,,"2,440.00",,,880,,,942,,,348,,,322,,,---,,
8,,0,,,,"1,214.00",,"2,440.00",,,"1,214.00",,,"2,440.00",,,314,,,308,,,---,,
9,,"1,556.00",,,,906,,"1,556.00",,,"1,214.00",,,"2,440.00",,,308,,,"1,556.00",,,|,,
10,,"2,425.00",,,,906,,"2,425.00",,,"1,214.00",,,884,,,308,,,869,,,|,,
11,,"1,556.00",,,,"1,211.00",,"2,425.00",,,"1,211.00",,,869,,,308,,,305,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,578.0)   11,578.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12116,,,,,,,,,,0,,,,0,,,"2,021.00",,,304,,,
2,,12402,,,,,,,,,,"2,021.00",,,,0,,,416,,,285,,,
3,,12155,,,,,,,,,,0,,,,304,,,"1,518.00",,,287,,,
4,,11998,,,,,,,,,,"1,518.00",,,,304,,,480,,,287,,,
5,,9125,,,,,,,,,,"1,998.00",,,,304,,,398.5,,,278,,,
6,,9272,,,,,,,,,,0,,,,591,,,398.5,,,325,,,
7,,12064,,,,,,,,,,398.5,,,,591,,,"1,692.00",,,324,,,
8,,9804,,,,,,,,,,"2,090.50",,,,591,,,348,,,305,,,
9,,11167,,,,,,,,,,0,,,,916,,,"2,021.00",,,304,,,
10,,9239,,,,,,,,,,"2,021.00",,,,916,,,398.5,,,278,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,304,,"2,440.00",,,304,,,"2,440.00",,,"1,220.00",,,304,,,---,,
2,,"2,021.00",,,,0,,"2,021.00",,,304,,,"2,440.00",,,304,,,"2,021.00",,,|,,
3,,"2,437.00",,,,0,,"2,437.00",,,304,,,419,,,304,,,416,,,|,,
4,,"2,021.00",,,,285,,"2,437.00",,,285,,,416,,,304,,,285,,,---,,
5,,0,,,,591,,"2,440.00",,,591,,,"2,440.00",,,916,,,287,,,---,,
6,,"1,518.00",,,,304,,"1,518.00",,,591,,,"2,440.00",,,287,,,"1,518.00",,,|,,
7,,"1,998.00",,,,304,,"1,998.00",,,591,,,922,,,287,,,480,,,|,,
8,,"2,396.50",,,,304,,"2,396.50",,,591,,,442,,,287,,,398.5,,,|,,
9,,"1,998.00",,,,582,,"2,396.50",,,582,,,398.5,,,287,,,278,,,---,,
10,,0,,,,916,,"2,440.00",,,916,,,"2,440.00",,,629,,,325,,,---,,
11,,398.5,,,,591,,398.5,,,916,,,"2,440.00",,,325,,,398.5,,,|,,
12,,"2,090.50",,,,591,,"2,090.50",,,916,,,"2,041.50",,,325,,,"1,692.00",,,|,,
13,,398.5,,,,915,,"2,090.50",,,915,,,"1,692.00",,,325,,,324,,,---,,
14,"2,438.50",591,"2,438.50",916,349.5,325,348,|,,,,,,,,,,,,,,,,,
15,"2,090.50",896,"2,438.50",896,348,325,305,---,,,,,,,,,,,,,,,,,
16,"2,021.00",916,"2,021.00","1,220.00","2,440.00",304,"2,021.00",|,,,,,,,,,,,,,,,,,
17,"2,419.50",916,"2,419.50","1,220.00",419,304,398.5,|,,,,,,,,,,,,,,,,,
18,"2,021.00","1,194.00","2,419.50","1,194.00",398.5,304,278,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,625.0)   13,625.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,Description,,,,Remnants,,Length,,Width,,Repeat,,,,,,,,,
7 of 28,,,1,,,,,,,,,"2,440.00",,"1,220.00",,1x,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,Order #,,,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9087,,,,,,,,,,0,,,,0,,,157,,,285,,,
2,,8476,,,,,,,,,,157,,,,0,,,"2,158.00",,,278,,,
3,,8537,,,,,,,,,,"2,315.00",,,,0,,,48,,,221,,,
4,,12343,,,,,,,,,,"2,363.00",,,,0,,,48,,,221,,,
5,,10165,,,,,,,,,,0,,,,285,,,"2,087.00",,,557,,,
6,,11053,,,,,,,,,,"2,087.00",,,,285,,,308,,,557,,,
7,,10053,,,,,,,,,,"2,395.00",,,,285,,,38,,,555,,,
8,,8306,,,,,,,,,,0,,,,842,,,861,,,178,,,
9,,12505,,,,,,,,,,861,,,,842,,,344,,,178,,,
10,,7718,,,,,,,,,,"1,205.00",,,,842,,,862,,,178,,,
11,,11642,,,,,,,,,,"2,067.00",,,,842,,,343,,,178,,,
12,,9993,,,,,,,,,,0,,,,"1,020.00",,,"2,098.00",,,38,,,
13,,12115,,,,,,,,,,"2,098.00",,,,"1,020.00",,,304,,,38,,,
14,,9918,,,,,,,,,,0,,,,"1,058.00",,,"2,348.00",,,38,,,
15,,9480,,,,,,,,,,0,,,,"1,096.00",,,219,,,48,,,
16,,8988,,,,,,,,,,219,,,,"1,096.00",,,219,,,48,,,
17,,9705,,,,,,,,,,438,,,,"1,096.00",,,219,,,48,,,
18,,11814,,,,,,,,,,657,,,,"1,096.00",,,221,,,48,,,
19,,11727,,,,,,,,,,878,,,,"1,096.00",,,221,,,48,,,
20,,8640,,,,,,,,,,"1,099.00",,,,"1,096.00",,,221,,,48,,,
21,,7782,,,,,,,,,,"1,320.00",,,,"1,096.00",,,221,,,48,,,
22,,8238,,,,,,,,,,"1,541.00",,,,"1,096.00",,,221,,,48,,,
23,,10648,,,,,,,,,,"1,762.00",,,,"1,096.00",,,221,,,48,,,
24,,11669,,,,,,,,,,"1,983.00",,,,"1,096.00",,,221,,,48,,,
25,,7879,,,,,,,,,,"2,204.00",,,,"1,096.00",,,221,,,48,,,
26,,10809,,,,,,,,,,0,,,,"1,144.00",,,508.5,,,38,,,
27,,9527,,,,,,,,,,508.5,,,,"1,144.00",,,"1,770.00",,,38,,,
28,,11796,,,,,,,,,,0,,,,"1,182.00",,,438.5,,,38,,,
29,,9456,,,,,,,,,,438.5,,,,"1,182.00",,,508.5,,,38,,,
30,,10959,,,,,,,,,,947,,,,"1,182.00",,,"1,373.00",,,38,,,
Cuts - absolute coordinates,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,,,,
#,,X1,,Y1,X2,,,Y2,,Length,,Width,,Cut,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,285,"2,440.00",,,285,,"2,440.00",,"1,220.00",,285,,---,,,,,,,,,
2,157,,,0,157,,,285,,"2,440.00",,285,,157,,|,,,,,,,,,
3,"2,315.00",,,0,"2,315.00",,,285,,"2,283.00",,285,,"2,158.00",,|,,,,,,,,,
4,157,,,278,"2,315.00",,,278,,"2,158.00",,285,,278,,---,,,,,,,,,
5,"2,363.00",,,0,"2,363.00",,,285,,125,,285,,48,,|,,,,,,,,,
6,"2,315.00",,,221,"2,363.00",,,221,,48,,285,,221,,---,,,,,,,,,
7,"2,411.00",,,0,"2,411.00",,,285,,77,,285,,48,,|,,,,,,,,,
8,"2,363.00",,,221,"2,411.00",,,221,,48,,285,,221,,---,,,,,,,,,
9,0,,,842,"2,440.00",,,842,,"2,440.00",,935,,557,,---,,,,,,,,,
10,"2,087.00",,,285,"2,087.00",,,842,,"2,440.00",,557,,"2,087.00",,|,,,,,,,,,
11,"2,395.00",,,285,"2,395.00",,,842,,353,,557,,308,,|,,,,,,,,,
12,"2,433.00",,,285,"2,433.00",,,842,,45,,557,,38,,|,,,,,,,,,
13,"2,395.00",,,840,"2,433.00",,,840,,38,,557,,555,,---,,,,,,,,,
14,0,,,"1,020.00","2,440.00",,,"1,020.00",,"2,440.00",,378,,178,,---,,,,,,,,,
15,861,,,842,861,,,"1,020.00",,"2,440.00",,178,,861,,|,,,,,,,,,
16,"1,205.00",,,842,"1,205.00",,,"1,020.00",,"1,579.00",,178,,344,,|,,,,,,,,,
17,"2,067.00",,,842,"2,067.00",,,"1,020.00",,"1,235.00",,178,,862,,|,,,,,,,,,
18,"2,410.00",,,842,"2,410.00",,,"1,020.00",,373,,178,,343,,|,,,,,,,,,
19,0,,,"1,058.00","2,440.00",,,"1,058.00",,"2,440.00",,200,,38,,---,,,,,,,,,
20,"2,098.00",,,"1,020.00","2,098.00",,,"1,058.00",,"2,440.00",,38,,"2,098.00",,|,,,,,,,,,
21,"2,402.00",,,"1,020.00","2,402.00",,,"1,058.00",,342,,38,,304,,|,,,,,,,,,
22,0,,,"1,096.00","2,440.00",,,"1,096.00",,"2,440.00",,162,,38,,---,,,,,,,,,
23,"2,348.00",,,"1,058.00","2,348.00",,,"1,096.00",,"2,440.00",,38,,"2,348.00",,|,,,,,,,,,
24,0,,,"1,144.00","2,440.00",,,"1,144.00",,"2,440.00",,124,,48,,---,,,,,,,,,
25,219,,,"1,096.00",219,,,"1,144.00",,"2,440.00",,48,,219,,|,,,,,,,,,
26,438,,,"1,096.00",438,,,"1,144.00",,"2,221.00",,48,,219,,|,,,,,,,,,
27,657,,,"1,096.00",657,,,"1,144.00",,"2,002.00",,48,,219,,|,,,,,,,,,
28,878,,,"1,096.00",878,,,"1,144.00",,"1,783.00",,48,,221,,|,,,,,,,,,
29,"1,099.00",,,"1,096.00","1,099.00",,,"1,144.00",,"1,562.00",,48,,221,,|,,,,,,,,,
30,"1,320.00",,,"1,096.00","1,320.00",,,"1,144.00",,"1,341.00",,48,,221,,|,,,,,,,,,
31,"1,541.00",,,"1,096.00","1,541.00",,,"1,144.00",,"1,120.00",,48,,221,,|,,,,,,,,,
32,"1,762.00",,,"1,096.00","1,762.00",,,"1,144.00",,899,,48,,221,,|,,,,,,,,,
33,"1,983.00",,,"1,096.00","1,983.00",,,"1,144.00",,678,,48,,221,,|,,,,,,,,,
34,"2,204.00",,,"1,096.00","2,204.00",,,"1,144.00",,457,,48,,221,,|,,,,,,,,,
35,"2,425.00",,,"1,096.00","2,425.00",,,"1,144.00",,236,,48,,221,,|,,,,,,,,,
36,0,,,"1,182.00","2,440.00",,,"1,182.00",,"2,440.00",,76,,38,,---,,,,,,,,,
37,508.5,,,"1,144.00",508.5,,,"1,182.00",,"2,440.00",,38,,508.5,,|,,,,,,,,,
38,"2,278.50",,,"1,144.00","2,278.50",,,"1,182.00",,"1,931.50",,38,,"1,770.00",,|,,,,,,,,,
39,438.5,,,"1,182.00",438.5,,,"1,220.00",,"2,440.00",,38,,438.5,,|,,,,,,,,,
40,947,,,"1,182.00",947,,,"1,220.00",,"2,001.50",,38,,508.5,,|,,,,,,,,,
41,"2,320.00",,,"1,182.00","2,320.00",,,"1,220.00",,"1,493.00",,38,,"1,373.00",,|,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 23,727.0)   23,727.0",,,,,,,,,,,Count of cuts   (1 x 41)   41,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
8 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10099,,,,,,,,,,0,,,,0,,,"1,638.00",,,883,,,
2,,10967,,,,,,,,,,"1,638.00",,,,0,,,258,,,878,,,*
3,,9608,,,,,,,,,,"1,896.00",,,,0,,,485,,,829,,,*
4,,10073,,,,,,,,,,"2,381.00",,,,0,,,58,,,763,,,*
5,,9295,,,,,,,,,,0,,,,883,,,"2,212.00",,,58,,,
6,,11174,,,,,,,,,,"2,212.00",,,,883,,,221,,,48,,,
