5,,"1,339.50",,,,0,,"1,339.50",,,605,,,"1,542.00",,,605,,,441.5,,,|,,
6,,898,,,,587,,"1,339.50",,,587,,,441.5,,,605,,,587,,,---,,
7,,"2,231.50",,,,0,,"2,231.50",,,605,,,"1,100.50",,,605,,,892,,,|,,
8,,"1,339.50",,,,482,,"2,231.50",,,482,,,892,,,605,,,482,,,---,,
9,,477.8,,,,605,,477.8,,,"1,220.00",,,"2,440.00",,,615,,,477.8,,,|,,
10,,960.6,,,,605,,960.6,,,"1,220.00",,,"1,962.20",,,615,,,482.8,,,|,,
11,,"1,438.40",,,,605,,"1,438.40",,,"1,220.00",,,"1,479.40",,,615,,,477.8,,,|,,
12,,"1,916.20",,,,605,,"1,916.20",,,"1,220.00",,,"1,001.60",,,615,,,477.8,,,|,,
13,,"2,394.00",,,,605,,"2,394.00",,,"1,220.00",,,523.8,,,615,,,477.8,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,710.0)   9,710.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 3,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9048,,,,,,,,,,0,,,,0,,,892,,,482,,,
2,,12419,,,,,,,,,,892,,,,0,,,892,,,482,,,
3,,8560,,,,,,,,,,"1,784.00",,,,0,,,587,,,441.5,,,
4,,10517,,,,,,,,,,0,,,,482,,,"1,757.00",,,482,,,
5,,11561,,*,,,,,*,,,"1,757.00",,,,482,,,587,,,441.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,482,,"2,440.00",,,482,,,"2,440.00",,,"1,220.00",,,482,,,---,,
2,,892,,,,0,,892,,,482,,,"2,440.00",,,482,,,892,,,|,,
3,,"1,784.00",,,,0,,"1,784.00",,,482,,,"1,548.00",,,482,,,892,,,|,,
4,,"2,371.00",,,,0,,"2,371.00",,,482,,,656,,,482,,,587,,,|,,
5,,"1,784.00",,,,441.5,,"2,371.00",,,441.5,,,587,,,482,,,441.5,,,---,,
6,,0,,,,964,,"2,440.00",,,964,,,"2,440.00",,,738,,,482,,,---,,
7,,"1,757.00",,,,482,,"1,757.00",,,964,,,"2,440.00",,,482,,,"1,757.00",,,|,,
8,,"2,344.00",,,,482,,"2,344.00",,,964,,,683,,,482,,,587,,,|,,
9,,"1,757.00",,,,923.5,,"2,344.00",,,923.5,,,587,,,482,,,441.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,464.0)   8,464.0",,,,,,,,,,,,,,,Count of cuts   (1 x 9)   9,,,,,,,,,,
