Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
16,"1,208.50",,,236,"1,208.50",,,675,,438,,439,,430.5,,|,,,,,,,,,
17,778,,,767.5,"1,216.00",,,767.5,,438,,545,,92.5,,---,,,,,,,,,
18,"1,207.50",,,675,"1,207.50",,,767.5,,438,,92.5,,429.5,,|,,,,,,,,,
19,778,,,"1,206.50","1,216.00",,,"1,206.50",,438,,452.5,,439,,---,,,,,,,,,
20,"1,198.00",,,767.5,"1,198.00",,,"1,206.50",,438,,439,,420,,|,,,,,,,,,
21,"1,348.50",,,0,"1,348.50",,,"1,220.00",,"1,224.00",,"1,220.00",,132.5,,|,,,,,,,,,
22,"1,216.00",,,760.5,"1,348.50",,,760.5,,132.5,,"1,220.00",,760.5,,---,,,,,,,,,
23,"1,216.00",,,"1,198.50","1,348.50",,,"1,198.50",,132.5,,459.5,,438,,---,,,,,,,,,
24,"1,334.00",,,760.5,"1,334.00",,,"1,198.50",,132.5,,438,,118,,|,,,,,,,,,
25,"1,481.00",,,0,"1,481.00",,,"1,220.00",,"1,091.50",,"1,220.00",,132.5,,|,,,,,,,,,
26,"1,348.50",,,760.5,"1,481.00",,,760.5,,132.5,,"1,220.00",,760.5,,---,,,,,,,,,
27,"1,348.50",,,"1,198.50","1,481.00",,,"1,198.50",,132.5,,459.5,,438,,---,,,,,,,,,
28,"1,466.50",,,760.5,"1,466.50",,,"1,198.50",,132.5,,438,,118,,|,,,,,,,,,
29,"1,613.50",,,0,"1,613.50",,,"1,220.00",,959,,"1,220.00",,132.5,,|,,,,,,,,,
30,"1,481.00",,,760.5,"1,613.50",,,760.5,,132.5,,"1,220.00",,760.5,,---,,,,,,,,,
31,"1,481.00",,,"1,198.50","1,613.50",,,"1,198.50",,132.5,,459.5,,438,,---,,,,,,,,,
32,"1,599.00",,,760.5,"1,599.00",,,"1,198.50",,132.5,,438,,118,,|,,,,,,,,,
33,"2,102.50",,,0,"2,102.50",,,"1,220.00",,826.5,,"1,220.00",,489,,|,,,,,,,,,
34,"1,613.50",,,754.5,"2,102.50",,,754.5,,489,,"1,220.00",,754.5,,---,,,,,,,,,
35,"1,613.50",,,912.5,"2,102.50",,,912.5,,489,,465.5,,158,,---,,,,,,,,,
36,"2,101.50",,,754.5,"2,101.50",,,912.5,,489,,158,,488,,|,,,,,,,,,
37,"1,613.50",,,"1,070.50","2,102.50",,,"1,070.50",,489,,307.5,,158,,---,,,,,,,,,
38,"2,101.50",,,912.5,"2,101.50",,,"1,070.50",,489,,158,,488,,|,,,,,,,,,
39,"1,613.50",,,"1,188.50","2,102.50",,,"1,188.50",,489,,149.5,,118,,---,,,,,,,,,
40,"2,051.50",,,"1,070.50","2,051.50",,,"1,188.50",,489,,118,,438,,|,,,,,,,,,
41,"2,260.50",,,0,"2,260.50",,,"1,220.00",,337.5,,"1,220.00",,158,,|,,,,,,,,,
42,"2,102.50",,,438,"2,260.50",,,438,,158,,"1,220.00",,438,,---,,,,,,,,,
43,"2,102.50",,,726,"2,260.50",,,726,,158,,782,,288,,---,,,,,,,,,
44,"2,102.50",,,"1,214.00","2,260.50",,,"1,214.00",,158,,494,,488,,---,,,,,,,,,
45,"2,418.50",,,0,"2,418.50",,,"1,220.00",,179.5,,"1,220.00",,158,,|,,,,,,,,,
46,"2,260.50",,,488,"2,418.50",,,488,,158,,"1,220.00",,488,,---,,,,,,,,,
47,"2,260.50",,,926,"2,418.50",,,926,,158,,732,,438,,---,,,,,,,,,
48,"2,260.50",,,"1,214.00","2,418.50",,,"1,214.00",,158,,294,,288,,---,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 22,555.5)   22,555.5",,,,,,,,,,,Count of cuts   (1 x 48)   48,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 3,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33478,,,,,,,,,,0,,,,0,,,132.5,,,533,,,*
2,,33183,,,,,,,,,,132.5,,,,0,,,158,,,488,,,*
3,,35627,,,,,,,,,,290.5,,,,0,,,753.5,,,132.5,,,
4,,34031,,,,,,,,,,290.5,,,,132.5,,,753.5,,,132.5,,,
5,,35063,,,,,,,,,,"1,044.00",,,,0,,,338,,,78,,,
6,,33787,,,,,,,,,,0,,,,533,,,339,,,586,,,*
7,,32665,,,,,,,,,,339,,,,533,,,289,,,534,,,*
8,,35679,,,,,,,,,,628,,,,533,,,92.5,,,419,,,*
9,,36260,,,,,,,,,,720.5,,,,533,,,92.5,,,419,,,*
10,,36048,,,,,,,,,,813,,,,533,,,78,,,338,,,*
11,,33868,,,,,,,,,,891,,,,533,,,158,,,288,,,*
12,,34060,,,,,,,,,,891,,,,821,,,158,,,288,,,*
13,,36939,,*,,,,,*,,,0,,,,"1,119.00",,,585,,,52.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,382.00",,,,0,,"1,382.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,382.00",,,|,,
2,,0,,,,533,,"1,382.00",,,533,,,"1,382.00",,,"1,220.00",,,533,,,---,,
3,,132.5,,,,0,,132.5,,,533,,,"1,382.00",,,533,,,132.5,,,|,,
4,,290.5,,,,0,,290.5,,,533,,,"1,249.50",,,533,,,158,,,|,,
5,,132.5,,,,488,,290.5,,,488,,,158,,,533,,,488,,,---,,
6,,"1,044.00",,,,0,,"1,044.00",,,533,,,"1,091.50",,,533,,,753.5,,,|,,
7,,290.5,,,,132.5,,"1,044.00",,,132.5,,,753.5,,,533,,,132.5,,,---,,
8,,290.5,,,,265,,"1,044.00",,,265,,,753.5,,,400.5,,,132.5,,,---,,
9,,"1,044.00",,,,78,,"1,382.00",,,78,,,338,,,533,,,78,,,---,,
10,,0,,,,"1,119.00",,"1,382.00",,,"1,119.00",,,"1,382.00",,,687,,,586,,,---,,
11,339,533,339,"1,119.00","1,382.00",586,339,|,,,,,,,,,,,,,,,,,
12,628,533,628,"1,119.00","1,043.00",586,289,|,,,,,,,,,,,,,,,,,
13,339,"1,067.00",628,"1,067.00",289,586,534,---,,,,,,,,,,,,,,,,,
14,720.5,533,720.5,"1,119.00",754,586,92.5,|,,,,,,,,,,,,,,,,,
15,628,952,720.5,952,92.5,586,419,---,,,,,,,,,,,,,,,,,
16,813,533,813,"1,119.00",661.5,586,92.5,|,,,,,,,,,,,,,,,,,
17,720.5,952,813,952,92.5,586,419,---,,,,,,,,,,,,,,,,,
18,891,533,891,"1,119.00",569,586,78,|,,,,,,,,,,,,,,,,,
19,813,871,891,871,78,586,338,---,,,,,,,,,,,,,,,,,
20,"1,049.00",533,"1,049.00","1,119.00",491,586,158,|,,,,,,,,,,,,,,,,,
21,891,821,"1,049.00",821,158,586,288,---,,,,,,,,,,,,,,,,,
22,891,"1,109.00","1,049.00","1,109.00",158,298,288,---,,,,,,,,,,,,,,,,,
23,0,"1,171.50","1,382.00","1,171.50","1,382.00",101,52.5,---,,,,,,,,,,,,,,,,,
24,585,"1,119.00",585,"1,171.50","1,382.00",52.5,585,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,404.5)   13,404.5",,,,,,Count of cuts   (1 x 24)   24,,,,,,,,,,,,,,,,,,,
