Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12028,,,,,,,,,,0.0,,,,0.0,,,"1,198.0",,,598.0,,,,,
2,,8068,,,,,,,,,,"1,198.0",,,,0.0,,,752.0,,,547.0,,,,,
3,,8888,,,,,,,,,,"1,950.0",,,,0.0,,,398.0,,,493.0,,,*,,
4,,9803,,,,,,,,,,0.0,,,,598.0,,,123.0,,,598.0,,,*,,
5,,11077,,,,,,,,,,123.0,,,,598.0,,,146.0,,,598.0,,,*,,
6,,7737,,,,,,,,,,269.0,,,,598.0,,,"2,130.0",,,538.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,448.0,,"2,440.0",,,448.0,,,"2,440.0",,,"1,220.0",,,448.0,,,---,,,
2,,"1,318.0",,,,0.0,,"1,318.0",,,448.0,,,"2,440.0",,,448.0,,,"1,318.0",,,|,,,
3,,"1,811.0",,,,0.0,,"1,811.0",,,448.0,,,"1,122.0",,,448.0,,,493.0,,,|,,,
4,,"1,318.0",,,,398.0,,"1,811.0",,,398.0,,,493.0,,,448.0,,,398.0,,,---,,,
5,,"2,304.0",,,,0.0,,"2,304.0",,,448.0,,,629.0,,,448.0,,,493.0,,,|,,,
6,,"1,811.0",,,,398.0,,"2,304.0",,,398.0,,,493.0,,,448.0,,,398.0,,,---,,,
7,,0.0,,,,"1,182.0",,"2,440.0",,,"1,182.0",,,"2,440.0",,,772.0,,,734.0,,,---,,,
8,,537.0,,,,448.0,,537.0,,,"1,182.0",,,"2,440.0",,,734.0,,,537.0,,,|,,,
9,,"1,074.0",,,,448.0,,"1,074.0",,,"1,182.0",,,"1,903.0",,,734.0,,,537.0,,,|,,,
10,,"1,611.0",,,,448.0,,"1,611.0",,,"1,182.0",,,"1,366.0",,,734.0,,,537.0,,,|,,,
11,,"2,345.0",,,,448.0,,"2,345.0",,,"1,182.0",,,829.0,,,734.0,,,734.0,,,|,,,
12,,"1,611.0",,,,985.0,,"2,345.0",,,985.0,,,734.0,,,734.0,,,537.0,,,---,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,880.0)   10,880.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
3 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,8651,,,,,,,,,,0.0,,,,0.0,,,"1,398.0",,,538.0,,,,
2,,9695,,,,,,,,,,"1,398.0",,,,0.0,,,734.0,,,537.0,,,,
3,,10271,,,,,,,,,,0.0,,,,538.0,,,"2,398.0",,,548.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,538.0,,"2,440.0",,,538.0,,,"2,440.0",,,"1,220.0",,,538.0,,,---,,
2,,"1,398.0",,,,0.0,,"1,398.0",,,538.0,,,"2,440.0",,,538.0,,,"1,398.0",,,|,,
3,,"2,132.0",,,,0.0,,"2,132.0",,,538.0,,,"1,042.0",,,538.0,,,734.0,,,|,,
4,,"1,398.0",,,,537.0,,"2,132.0",,,537.0,,,734.0,,,538.0,,,537.0,,,---,,
5,,0.0,,,,"1,086.0",,"2,440.0",,,"1,086.0",,,"2,440.0",,,682.0,,,548.0,,,---,,
6,,"2,398.0",,,,538.0,,"2,398.0",,,"1,086.0",,,"2,440.0",,,548.0,,,"2,398.0",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,238.0)   7,238.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
4 of 4,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12185,,*,,,,,*,,,0.0,,,,0.0,,,348.0,,,536.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,348.0,,,,0.0,,348.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,348.0,,,|,,
2,,0.0,,,,536.0,,348.0,,,536.0,,,348.0,,,"1,220.0",,,536.0,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 1,568.0)   1,568.0",,,,,,,,,,,,,,,Count of cuts   (1 x 2)   2,,,,,,,,,,,
