16,,"2,078.00",,,,"1,059.00",,"2,078.00",,,"1,117.00",,,"2,440.00",,,58,,,"2,078.00",,,|,,
17,,0,,,,"1,175.00",,"2,440.00",,,"1,175.00",,,"2,440.00",,,103,,,58,,,---,,
18,,"2,058.00",,,,"1,117.00",,"2,058.00",,,"1,175.00",,,"2,440.00",,,58,,,"2,058.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 21,522.0)   21,522.0",,,,,,,,,,,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,31492,,,,,,,,,,0,,,,0,,,414,,,988,,,*
2,,28771,,,,,,,,,,414,,,,0,,,988,,,413.5,,,
3,,29996,,*,,,,,*,,,"1,402.00",,,,0,,,988,,,413.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,414,,,,0,,414,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,414,,,|,,
2,,0,,,,988,,414,,,988,,,414,,,"1,220.00",,,988,,,---,,
3,,"1,402.00",,,,0,,"1,402.00",,,"1,220.00",,,"2,026.00",,,"1,220.00",,,988,,,|,,
4,,414,,,,413.5,,"1,402.00",,,413.5,,,988,,,"1,220.00",,,413.5,,,---,,
5,,"2,390.00",,,,0,,"2,390.00",,,"1,220.00",,,"1,038.00",,,"1,220.00",,,988,,,|,,
6,,"1,402.00",,,,413.5,,"2,390.00",,,413.5,,,988,,,"1,220.00",,,413.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,050.0)   6,050.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
